1,v01,JGD2000,2016/08/05 15:30:00,20160805150000,99,[gis][pga][al][ah][sinj],jshis,M1,4934
2,134.159374,33.262500,134.162501,33.264583,6.4,967.99248,4934711242,0,0,0
2,134.159374,33.264583,134.162501,33.266666,6.4,869.715527,4934711244,0,0,0
2,134.156251,33.266666,134.159375,33.268750,6.4,1026.527759,4934712221,1.696432,2.795611,0.076043
2,134.150001,33.277083,134.153125,33.279166,6.4,1078.376512,4934713213,0,0,0
2,134.165626,33.260416,134.168750,33.262500,6.3,956.753754,4934711314,22.23878,43.44094,1.500468
2,134.184375,33.258333,134.187501,33.260416,6.3,960.919176,4934711422,0,0,0
2,134.184375,33.260416,134.187501,33.262500,6.3,930.876405,4934711424,0,0,0
2,134.140626,33.283333,134.143750,33.285416,6.3,944.802196,4934714112,0,0,0
2,134.140626,33.285416,134.143750,33.287500,6.3,814.765352,4934714114,0.328857,0.638544,0.014741
2,134.143749,33.283333,134.146876,33.285416,6.3,844.328076,4934714121,0,0,0
2,134.146876,33.283333,134.150001,33.285416,6.3,936.176413,4934714122,15.12741,29.37302,0.678086
2,134.143749,33.285416,134.146876,33.287500,6.3,906.613688,4934714123,3.647991,7.537814,1.044847
2,134.137500,33.289583,134.140626,33.291666,6.3,930.710792,4934714133,0,0,0
2,134.162501,33.262500,134.165626,33.264583,6.2,847.042609,4934711331,0,0,0
2,134.162501,33.264583,134.165626,33.266666,6.2,769.337123,4934711333,8.548952,20.7243,0.991402
2,134.153125,33.289583,134.156251,33.291666,6.2,722.907265,4934714234,15.03425,36.60246,2.064071
2,134.121875,33.297916,134.125001,33.300000,6.1,676.875347,4934705944,0.787501,2.421602,0.0353
2,134.106250,33.310416,134.109376,33.312500,6.1,697.913065,4934707823,0,0,0
2,134.090625,33.331250,134.093751,33.333333,6.1,662.455479,4934709734,0,0,0
2,134.093751,33.329166,134.096875,33.331250,6.1,656.528839,4934709741,0,0,0
2,134.096874,33.329166,134.100001,33.331250,6.1,729.151356,4934709742,10.00254,30.98648,1.030795
2,134.093751,33.331250,134.096875,33.333333,6.1,735.077996,4934709743,10.83755,33.59981,1.184711
2,134.096874,33.331250,134.100001,33.333333,6.1,655.635257,4934709744,37.55886,116.0201,3.023168
2,134.100001,33.327083,134.103126,33.329166,6.1,695.943827,4934709813,6.977515,21.50182,0.429253
2,134.100001,33.329166,134.103126,33.331250,6.1,649.708617,4934709831,28.78636,89.08989,2.746427
2,134.159374,33.266666,134.162501,33.268750,6.1,642.280514,4934712222,0.567512,1.836409,0.258411
2,134.159374,33.268750,134.162501,33.270833,6.1,707.189226,4934712224,13.67255,42.31757,1.31179
2,134.156251,33.270833,134.159375,33.272916,6.1,758.457494,4934712241,2.205003,6.780484,0.098839
2,134.156251,33.272916,134.159375,33.275000,6.1,757.563912,4934712243,10.39501,31.96514,0.465956
2,134.153125,33.275000,134.156251,33.277083,6.1,718.148924,4934713212,0.992507,3.097646,0.160975
2,134.153125,33.277083,134.156251,33.279166,6.1,678.733937,4934713214,19.99631,61.78624,1.653495
2,134.150001,33.279166,134.153125,33.281250,6.1,621.258211,4934713231,0.1575,0.48432,0.00706
2,134.153125,33.285416,134.156251,33.287500,6.1,630.577106,4934714214,0.1575,0.48432,0.00706
2,134.150001,33.289583,134.153125,33.291666,6.1,722.252687,4934714233,9.761354,30.7697,2.359576
2,134.156251,33.289583,134.159375,33.291666,6.1,715.432465,4934714243,5.54503,17.23379,0.714501
2,134.165626,33.289583,134.168750,33.291666,6.1,629.169504,4934714334,2.543756,7.844986,0.172267
2,134.131251,33.295833,134.134376,33.297916,6.1,704.670256,4934715041,0,0,0
2,134.134376,33.295833,134.137500,33.297916,6.1,625.227517,4934715042,4.977518,15.39738,0.45609
2,134.137500,33.291666,134.140626,33.293750,6.1,680.817334,4934715111,0,0,0
2,134.137500,33.293750,134.140626,33.295833,6.1,725.644942,4934715113,0,0,0
2,134.150001,33.291666,134.153125,33.293750,6.1,667.17689,4934715211,30.02882,92.59102,1.986716
2,134.153125,33.291666,134.156251,33.293750,6.1,739.799406,4934715212,31.88009,98.39785,2.360915
2,134.156251,33.291666,134.159375,33.293750,6.1,660.356667,4934715221,8.585039,26.6276,0.967256
2,134.159374,33.291666,134.162501,33.293750,6.1,732.979184,4934715222,9.143782,28.27729,0.817572
2,134.162501,33.291666,134.165626,33.293750,6.1,653.536445,4934715311,5.245013,16.17429,0.351594
2,134.128124,33.300000,134.131251,33.302083,6.1,621.799549,4934716012,1.512513,4.742331,0.300771
2,134.171876,33.243750,134.175000,33.245833,6.0,632.194819,4934619324,0,0,0
2,134.168750,33.247916,134.171876,33.250000,6.0,662.38742,4934619343,0,0,0
2,134.174999,33.243750,134.178126,33.245833,6.0,561.554246,4934619413,0.302021,1.255945,0.051442
2,134.178126,33.245833,134.181251,33.247916,6.0,608.938559,4934619432,0,0,0
2,134.106250,33.293750,134.109376,33.295833,6.0,657.373392,4934705823,0,0,0
2,134.109376,33.293750,134.112500,33.295833,6.0,586.73282,4934705824,1.303603,5.418898,0.21005
2,134.106250,33.295833,134.109376,33.297916,6.0,574.146655,4934705841,0.477604,1.975596,0.021409
2,134.106250,33.297916,134.109376,33.300000,6.0,549.431391,4934705843,3.565187,14.76058,0.235617
2,134.112499,33.293750,134.115626,33.295833,6.0,651.308843,4934705913,7.940914,32.89388,0.621279
2,134.115626,33.293750,134.118751,33.295833,6.0,580.668271,4934705914,0.382083,1.580477,0.017127
2,134.118751,33.295833,134.121875,33.297916,6.0,562.017556,4934705941,0,0,0
2,134.106250,33.300000,134.109376,33.302083,6.0,641.739074,4934706821,0.477604,1.975596,0.021409
2,134.106250,33.308333,134.109376,33.310416,6.0,671.692557,4934707821,0,0,0
2,134.103126,33.318750,134.106250,33.320833,6.0,658.062114,4934708814,0,0,0
2,134.103126,33.320833,134.106250,33.322916,6.0,546.309142,4934708832,0.095521,0.395119,0.004282
2,134.168750,33.250000,134.171876,33.252083,6.0,633.066611,4934710321,0.397541,1.651064,0.055724
2,134.168750,33.252083,134.171876,33.254166,6.0,551.298878,4934710323,1.925875,7.972971,0.124231
2,134.165626,33.254166,134.168750,33.256250,6.0,582.623561,4934710332,0,0,0
2,134.165626,33.256250,134.168750,33.258333,6.0,650.33554,4934710334,0.095521,0.395119,0.004282
2,134.168750,33.254166,134.171876,33.256250,6.0,647.199584,4934710341,4.7915,19.82655,0.252683
2,134.168750,33.256250,134.171876,33.258333,6.0,579.694968,4934710343,5.506519,22.80414,0.398445
2,134.165626,33.258333,134.168750,33.260416,6.0,558.572727,4934711312,2.005937,8.297503,0.089916
2,134.165626,33.262500,134.168750,33.264583,6.0,599.097916,4934711332,12.27027,50.81542,0.89115
2,134.165626,33.264583,134.168750,33.266666,6.0,672.874444,4934711334,8.911581,36.91566,0.702693
2,134.159374,33.270833,134.162501,33.272916,6.0,603.780679,4934712242,11.74352,48.65646,0.98125
2,134.159374,33.272916,134.162501,33.275000,6.0,602.986105,4934712244,1.528333,6.321907,0.068508
2,134.165626,33.266666,134.168750,33.268750,6.0,565.052002,4934712312,0.875146,3.62666,0.077132
2,134.162501,33.268750,134.165626,33.270833,6.0,558.192878,4934712313,11.77443,48.79764,1.058444
2,134.165626,33.268750,134.168750,33.270833,6.0,622.768901,4934712314,0,0,0
2,134.162501,33.270833,134.165626,33.272916,6.0,668.356702,4934712331,0.286563,1.185358,0.012845
2,134.165626,33.270833,134.168750,33.272916,6.0,597.71613,4934712332,0,0,0
2,134.162501,33.272916,134.165626,33.275000,6.0,667.562128,4934712333,0.286563,1.185358,0.012845
2,134.146876,33.281250,134.150001,33.283333,6.0,549.83241,4934713144,0,0,0
2,134.156251,33.275000,134.159375,33.277083,6.0,567.938254,4934713221,5.426456,22.47961,0.432761
2,134.159374,33.275000,134.162501,33.277083,6.0,632.514277,4934713222,0,0,0
2,134.156251,33.277083,134.159375,33.279166,6.0,668.106998,4934713223,4.089165,16.94794,0.372817
2,134.159374,33.277083,134.162501,33.279166,6.0,597.466426,4934713224,0,0,0
2,134.153125,33.279166,134.156251,33.281250,6.0,616.999519,4934713232,16.26669,67.33984,1.032385
2,134.150001,33.281250,134.153125,33.283333,6.0,614.408433,4934713233,0.477604,1.975596,0.021409
2,134.153125,33.281250,134.156251,33.283333,6.0,543.767861,4934713234,6.603623,27.36222,0.561335
2,134.156251,33.279166,134.159375,33.281250,6.0,546.358946,4934713241,0,0,0
2,134.162501,33.275000,134.165626,33.277083,6.0,561.873705,4934713311,0,0,0
2,134.146876,33.285416,134.150001,33.287500,6.0,566.774417,4934714124,16.04632,66.62103,2.121722
2,134.140626,33.289583,134.143750,33.291666,6.0,583.716423,4934714134,0.859687,3.556072,0.038535
2,134.143749,33.287500,134.146876,33.289583,6.0,610.565706,4934714141,12.09191,50.12417,1.148483
2,134.146876,33.287500,134.150001,33.289583,6.0,675.141729,4934714142,17.56634,73.02815,2.872128
2,134.143749,33.289583,134.146876,33.291666,6.0,648.292446,4934714143,22.61903,93.84206,2.605863
2,134.150001,33.283333,134.153125,33.285416,6.0,587.55915,4934714211,7.617891,31.62416,0.985839
2,134.153125,33.283333,134.156251,33.285416,6.0,652.135173,4934714212,2.529916,10.48486,0.227115
2,134.150001,33.287500,134.153125,33.289583,6.0,604.501157,4934714231,9.396326,39.04706,1.444597
2,134.125001,33.297916,134.128125,33.300000,6.0,666.454338,4934715033,0,0,0
2,134.128124,33.297916,134.131251,33.300000,6.0,595.813766,4934715034,2.785562,11.52904,0.162767
2,134.140626,33.291666,134.143750,33.293750,6.0,669.959558,4934715112,11.08756,45.98962,1.217174
2,134.162501,33.293750,134.165626,33.295833,6.0,620.986097,4934715313,4.773269,19.78436,0.441385
2,134.165626,33.293750,134.168750,33.295833,6.0,550.345525,4934715314,1.701144,7.069963,0.265773
2,134.168750,33.293750,134.171876,33.295833,6.0,614.921547,4934715323,0.699562,2.907009,0.107166
2,134.171876,33.293750,134.175000,33.295833,6.0,544.280975,4934715324,0.647643,2.752055,0.445974
2,134.162501,33.295833,134.165626,33.297916,6.0,596.270833,4934715331,4.202916,17.38524,0.188396
2,134.165626,33.295833,134.168750,33.297916,6.0,660.846856,4934715332,3.701537,15.42427,0.810288
2,134.162501,33.297916,134.165626,33.300000,6.0,630.067043,4934715333,2.594521,10.7388,0.154203
2,134.128124,33.304166,134.131251,33.306250,6.0,553.787232,4934716032,3.916354,16.19989,0.175551
2,134.159374,33.300000,134.162501,33.302083,6.0,657.798703,4934716222,0.684104,2.836421,0.068569
2,134.190624,33.318750,134.193751,33.320833,6.0,573.158424,4934718514,7.2905,30.17023,0.402604
2,134.193751,33.318750,134.196876,33.320833,6.0,637.734447,4934718523,0,0,0
2,134.171876,33.245833,134.175000,33.247916,5.9,546.861451,4934619342,0,0,0
2,134.171876,33.247916,134.175000,33.250000,5.9,526.181959,4934619344,0,0,0
2,134.174999,33.245833,134.178126,33.247916,5.9,484.047775,4934619431,0.449861,2.593808,0.091973
2,134.174999,33.247916,134.178126,33.250000,5.9,583.603031,4934619433,0.6271,3.610856,0.147789
2,134.178126,33.247916,134.181251,33.250000,5.9,520.789355,4934619434,0.22005,1.27155,0.0338
2,134.109376,33.295833,134.112500,33.297916,5.9,567.952919,4934705842,4.320665,25.07798,0.21761
2,134.109376,33.297916,134.112500,33.300000,5.9,545.976079,4934705844,0.736008,4.272949,0.032992
2,134.112499,33.295833,134.115626,33.297916,5.9,505.139243,4934705931,5.549345,32.19924,0.320557
2,134.115626,33.295833,134.118751,33.297916,5.9,562.560315,4934705932,4.379235,25.38223,0.36385
2,134.112499,33.297916,134.115626,33.300000,5.9,483.162403,4934705933,0.105144,0.610421,0.004713
2,134.115626,33.297916,134.118751,33.300000,5.9,540.583475,4934705934,0,0,0
2,134.118751,33.297916,134.121875,33.300000,5.9,598.004547,4934705943,0.650387,3.763943,0.077025
2,134.109376,33.300000,134.112500,33.302083,5.9,507.821427,4934706822,1.429205,8.291394,0.088
2,134.109376,33.302083,134.112500,33.304166,5.9,562.938502,4934706824,1.734876,10.07195,0.077766
2,134.109376,33.304166,134.112500,33.306250,5.9,508.606038,4934706842,1.018391,5.900417,0.093521
2,134.109376,33.306250,134.112500,33.308333,5.9,506.302042,4934706844,1.79721,10.42787,0.104496
2,134.112499,33.300000,134.115626,33.302083,5.9,565.242498,4934706911,0,0,0
2,134.115626,33.300000,134.118751,33.302083,5.9,502.428823,4934706912,0.157716,0.915632,0.00707
2,134.112499,33.302083,134.115626,33.304166,5.9,500.124826,4934706913,0.841152,4.883369,0.037705
2,134.115626,33.302083,134.118751,33.304166,5.9,557.545898,4934706914,2.605313,15.10744,0.188591
2,134.118751,33.300000,134.121875,33.302083,5.9,559.849894,4934706921,1.156584,6.714633,0.051844
2,134.121875,33.300000,134.125001,33.302083,5.9,497.036219,4934706922,9.459195,54.88624,0.543688
2,134.118751,33.302083,134.121875,33.304166,5.9,494.732222,4934706923,0.893724,5.188581,0.040061
2,134.121875,33.302083,134.125001,33.304166,5.9,552.153294,4934706924,0,0,0
2,134.112499,33.304166,134.115626,33.306250,5.9,566.02711,4934706931,0.167478,0.96634,0.031443
2,134.115626,33.304166,134.118751,33.306250,5.9,503.213434,4934706932,1.682304,9.766739,0.075409
2,134.112499,33.306250,134.115626,33.308333,5.9,563.723113,4934706933,0,0,0
2,134.115626,33.306250,134.118751,33.308333,5.9,500.909438,4934706934,0.630864,3.662527,0.028278
2,134.118751,33.304166,134.121875,33.306250,5.9,560.634506,4934706941,0.784816,4.526488,0.154859
2,134.118751,33.306250,134.121875,33.308333,5.9,558.330509,4934706943,0.683436,3.967738,0.030635
2,134.109376,33.308333,134.112500,33.310416,5.9,534.456097,4934707822,1.209156,7.019844,0.0542
2,134.109376,33.310416,134.112500,33.312500,5.9,489.011269,4934707824,0.903486,5.239289,0.064435
2,134.106250,33.312500,134.109376,33.314583,5.9,484.809701,4934707841,0.272622,1.576761,0.036156
2,134.109376,33.312500,134.112500,33.314583,5.9,542.230773,4934707842,0.210288,1.220842,0.009426
2,134.106250,33.314583,134.109376,33.316666,5.9,527.243996,4934707843,1.104012,6.409423,0.049487
2,134.109376,33.314583,134.112500,33.316666,5.9,584.665068,4934707844,0,0,0
2,134.112499,33.308333,134.115626,33.310416,5.9,591.877169,4934707911,0,0,0
2,134.115626,33.308333,134.118751,33.310416,5.9,529.063493,4934707912,0.315432,1.831264,0.014139
2,134.112499,33.310416,134.115626,33.312500,5.9,546.432341,4934707913,0,0,0
2,134.112499,33.312500,134.115626,33.314583,5.9,599.651844,4934707931,0,0,0
2,134.106250,33.316666,134.109376,33.318750,5.9,496.079408,4934708821,1.596683,9.257735,0.119443
2,134.106250,33.318750,134.109376,33.320833,5.9,522.335892,4934708823,1.228679,7.12126,0.102947
2,134.103126,33.322916,134.106250,33.325000,5.9,580.241463,4934708834,3.045412,17.65055,0.25619
2,134.106250,33.320833,134.109376,33.322916,5.9,543.199771,4934708841,1.366872,7.935476,0.06127
2,134.106250,33.322916,134.109376,33.325000,5.9,517.427787,4934708843,0.52572,3.052106,0.023565
2,134.115626,33.322916,134.118751,33.325000,5.9,569.456255,4934708934,0,0,0
2,134.103126,33.325000,134.106250,33.327083,5.9,502.441011,4934709812,2.677408,15.51407,0.239694
2,134.103126,33.327083,134.106250,33.329166,5.9,487.454234,4934709814,3.847517,22.33109,0.196401
2,134.106250,33.325000,134.109376,33.327083,5.9,559.862082,4934709821,0,0,0
2,134.106250,33.327083,134.109376,33.329166,5.9,544.875306,4934709823,0,0,0
2,134.103126,33.329166,134.106250,33.331250,5.9,571.13179,4934709832,0.78858,4.57816,0.035348
2,134.100001,33.331250,134.103126,33.333333,5.9,575.817857,4934709833,2.50993,14.54773,0.208251
2,134.103126,33.331250,134.106250,33.333333,5.9,513.004182,4934709834,0.272622,1.576761,0.036156
2,134.106250,33.329166,134.109376,33.331250,5.9,508.318114,4934709841,0,0,0
2,134.106250,33.331250,134.109376,33.333333,5.9,570.425253,4934709843,0,0,0
2,134.112499,33.329166,134.115626,33.331250,5.9,502.92551,4934709931,0,0,0
2,134.112499,33.331250,134.115626,33.333333,5.9,565.032649,4934709933,0,0,0
2,134.115626,33.331250,134.118751,33.333333,5.9,502.218974,4934709934,0,0,0
2,134.171876,33.250000,134.175000,33.252083,5.9,500.109863,4934710322,0.311668,1.779593,0.13365
2,134.171876,33.252083,134.175000,33.254166,5.9,547.63665,4934710324,1.05144,6.104213,0.047131
2,134.171876,33.254166,134.175000,33.256250,5.9,512.676918,4934710342,0,0,0
2,134.171876,33.256250,134.175000,33.258333,5.9,572.886485,4934710344,0,0,0
2,134.174999,33.250000,134.178126,33.252083,5.9,557.530934,4934710411,0.062334,0.355919,0.02673
2,134.178126,33.250000,134.181251,33.252083,5.9,494.717259,4934710412,0.019523,0.101416,0.048747
2,134.174999,33.252083,134.178126,33.254166,5.9,484.822974,4934710413,0.210288,1.220842,0.009426
2,134.178126,33.252083,134.181251,33.254166,5.9,542.244046,4934710414,0.167478,0.96634,0.031443
2,134.181251,33.252083,134.184375,33.254166,5.9,599.665118,4934710423,0.052572,0.305211,0.002357
2,134.174999,33.254166,134.178126,33.256250,5.9,570.09799,4934710431,0,0,0
2,134.178126,33.254166,134.181251,33.256250,5.9,507.284314,4934710432,0.52572,3.052106,0.023565
2,134.174999,33.256250,134.178126,33.258333,5.9,510.07281,4934710433,0,0,0
2,134.178126,33.256250,134.181251,33.258333,5.9,567.493881,4934710434,1.366872,7.935476,0.06127
2,134.181251,33.254166,134.184375,33.256250,5.9,564.705386,4934710441,0.009762,0.050708,0.024373
2,134.181251,33.256250,134.184375,33.258333,5.9,504.680206,4934710443,0.354478,2.034095,0.111633
2,134.168750,33.258333,134.171876,33.260416,5.9,554.104565,4934711321,1.00863,5.84971,0.069148
2,134.171876,33.258333,134.175000,33.260416,5.9,491.290889,4934711322,0,0,0
2,134.168750,33.260416,134.171876,33.262500,5.9,535.322645,4934711323,0.105144,0.610421,0.004713
2,134.171876,33.260416,134.175000,33.262500,5.9,592.743717,4934711324,0,0,0
2,134.168750,33.262500,134.171876,33.264583,5.9,590.139608,4934711341,0,0,0
2,134.171876,33.262500,134.175000,33.264583,5.9,527.325932,4934711342,0,0,0
2,134.168750,33.264583,134.171876,33.266666,5.9,535.507032,4934711343,0,0,0
2,134.171876,33.264583,134.175000,33.266666,5.9,592.928104,4934711344,0,0,0
2,134.174999,33.258333,134.178126,33.260416,5.9,548.711961,4934711411,0,0,0
2,134.178126,33.258333,134.181251,33.260416,5.9,485.898285,4934711412,0.052572,0.305211,0.002357
2,134.174999,33.260416,134.178126,33.262500,5.9,529.930041,4934711413,0,0,0
2,134.181251,33.258333,134.184375,33.260416,5.9,543.319357,4934711421,2.677408,15.51407,0.239694
2,134.181251,33.260416,134.184375,33.262500,5.9,524.537437,4934711423,1.639493,9.512237,0.097426
2,134.174999,33.262500,134.178126,33.264583,5.9,584.747004,4934711431,0.062334,0.355919,0.02673
2,134.178126,33.262500,134.181251,33.264583,5.9,521.933328,4934711432,0.072095,0.406626,0.051103
2,134.174999,33.264583,134.178126,33.266666,5.9,530.114428,4934711433,0,0,0
2,134.178126,33.264583,134.181251,33.266666,5.9,587.5355,4934711434,0.368004,2.136474,0.016496
2,134.181251,33.262500,134.184375,33.264583,5.9,579.3544,4934711441,1.376634,7.986184,0.085643
2,134.184375,33.262500,134.187501,33.264583,5.9,516.540724,4934711442,0.239573,1.372966,0.082547
2,134.181251,33.264583,134.184375,33.266666,5.9,524.721824,4934711443,1.176107,6.816049,0.100591
2,134.184375,33.264583,134.187501,33.266666,5.9,582.142896,4934711444,0.052572,0.305211,0.002357
2,134.162501,33.266666,134.165626,33.268750,5.9,565.258548,4934712311,12.1426,70.39935,0.927266
2,134.168750,33.266666,134.171876,33.268750,5.9,559.865944,4934712321,0.052572,0.305211,0.002357
2,134.171876,33.266666,134.175000,33.268750,5.9,497.052268,4934712322,0,0,0
2,134.168750,33.268750,134.171876,33.270833,5.9,490.953128,4934712323,0.052572,0.305211,0.002357
2,134.171876,33.268750,134.175000,33.270833,5.9,548.374199,4934712324,0,0,0
2,134.165626,33.272916,134.168750,33.275000,5.9,530.783315,4934712334,0.052572,0.305211,0.002357
2,134.168750,33.270833,134.171876,33.272916,5.9,588.910923,4934712341,0,0,0
2,134.171876,33.270833,134.175000,33.272916,5.9,526.097247,4934712342,0,0,0
2,134.168750,33.272916,134.171876,33.275000,5.9,588.204386,4934712343,0,0,0
2,134.171876,33.272916,134.175000,33.275000,5.9,525.390711,4934712344,0,0,0
2,134.174999,33.266666,134.178126,33.268750,5.9,554.47334,4934712411,0,0,0
2,134.178126,33.266666,134.181251,33.268750,5.9,491.659664,4934712412,0.052572,0.305211,0.002357
2,134.174999,33.268750,134.178126,33.270833,5.9,485.560524,4934712413,0,0,0
2,134.178126,33.268750,134.181251,33.270833,5.9,542.981595,4934712414,0,0,0
2,134.181251,33.266666,134.184375,33.268750,5.9,549.080736,4934712421,0.775054,4.47578,0.130485
2,134.184375,33.266666,134.187501,33.268750,5.9,486.26706,4934712422,0.105144,0.610421,0.004713
2,134.181251,33.268750,134.184375,33.270833,5.9,600.402667,4934712423,0.617338,3.560148,0.123416
2,134.184375,33.268750,134.187501,33.270833,5.9,537.588991,4934712424,0.105144,0.610421,0.004713
2,134.174999,33.270833,134.178126,33.272916,5.9,583.518319,4934712431,0,0,0
2,134.178126,33.270833,134.181251,33.272916,5.9,520.704643,4934712432,0,0,0
2,134.174999,33.272916,134.178126,33.275000,5.9,582.811782,4934712433,0,0,0
2,134.178126,33.272916,134.181251,33.275000,5.9,519.998107,4934712434,0,0,0
2,134.181251,33.270833,134.184375,33.272916,5.9,578.125715,4934712441,0.062334,0.355919,0.02673
2,134.184375,33.270833,134.187501,33.272916,5.9,515.312039,4934712442,0,0,0
2,134.181251,33.272916,134.184375,33.275000,5.9,577.419179,4934712443,1.366872,7.935476,0.06127
2,134.184375,33.272916,134.187501,33.275000,5.9,514.605503,4934712444,0.377766,2.187182,0.040869
2,134.159374,33.279166,134.162501,33.281250,5.9,543.244058,4934713242,0,0,0
2,134.156251,33.281250,134.159375,33.283333,5.9,540.940061,4934713243,0,0,0
2,134.159374,33.281250,134.162501,33.283333,5.9,598.361133,4934713244,0,0,0
2,134.165626,33.275000,134.168750,33.277083,5.9,557.039798,4934713312,0,0,0
2,134.162501,33.277083,134.165626,33.279166,5.9,588.688886,4934713313,0,0,0
2,134.165626,33.277083,134.168750,33.279166,5.9,525.87521,4934713314,0,0,0
2,134.168750,33.275000,134.171876,33.277083,5.9,494.226123,4934713321,0,0,0
2,134.171876,33.275000,134.175000,33.277083,5.9,551.647194,4934713322,0,0,0
