1,v01,JGD2000,2016/08/05 15:30:00,20160805150000,99,[gis][pga][al][ah][sinj],jshis,M1,5240
2,140.009376,35.031250,140.012501,35.033333,4.6,105.972901,5240403044,0,0,0
2,140.009376,35.033333,140.012501,35.035416,4.5,96.909781,5240404022,0,0,0
2,140.012501,35.033333,140.015626,35.035416,4.5,108.00335,5240404111,0,0.000009,0
2,140.015626,35.033333,140.018750,35.035416,4.5,95.867947,5240404112,0,0,0
2,140.025001,35.047916,140.028126,35.050000,4.5,99.414934,5240405233,0,0.000126,0
2,140.103126,35.089583,140.106251,35.091666,4.5,106.470184,5240500834,0,0.000153,0
2,140.106251,35.089583,140.109376,35.091666,4.5,94.334781,5240500843,0,0.000002,0
2,140.096875,35.097916,140.100001,35.100000,4.5,108.425161,5240501744,0,0.000364,0
2,140.106251,35.091666,140.109376,35.093750,4.5,105.656636,5240501821,0,0.00011,0
2,140.106251,35.093750,140.109376,35.095833,4.5,107.96859,5240501823,0,0.000044,0
2,140.106251,35.095833,140.109376,35.097916,4.5,107.155041,5240501841,0,0,0
2,140.106251,35.097916,140.109376,35.100000,4.5,95.247924,5240501843,0,0,0
2,140.084376,35.106250,140.087501,35.108333,4.5,106.521427,5240502644,0,0.000251,0
2,140.090626,35.100000,140.093751,35.102083,4.5,93.392542,5240502712,0,0.000223,0
2,140.090626,35.102083,140.093751,35.104166,4.5,111.64063,5240502714,0,0.000061,0
2,140.096875,35.100000,140.100001,35.102083,4.5,115.57968,5240502722,0,0.000287,0
2,140.093751,35.102083,140.096875,35.104166,4.5,99.505227,5240502723,0,0.000376,0
2,140.096875,35.102083,140.100001,35.104166,4.5,110.598796,5240502724,0,0.000331,0
2,140.087501,35.104166,140.090626,35.106250,4.5,104.576078,5240502731,0,0.000182,0
2,140.090626,35.104166,140.093751,35.106250,4.5,115.669647,5240502732,0,0.000005,0
2,140.087501,35.106250,140.090626,35.108333,4.5,94.386024,5240502733,0,0.000002,0
2,140.090626,35.106250,140.093751,35.108333,4.5,105.479593,5240502734,0,0.000166,0
2,140.093751,35.104166,140.096875,35.106250,4.5,103.534244,5240502741,0,0.000231,0
2,140.096875,35.104166,140.100001,35.106250,4.5,114.627813,5240502742,0,0.000693,0
2,140.071876,35.110416,140.075001,35.112500,4.5,109.370291,5240503524,0,0.000145,0
2,140.065625,35.112500,140.068751,35.114583,4.5,104.022802,5240503532,0,0.000214,0
2,140.065625,35.114583,140.068751,35.116666,4.5,111.485945,5240503534,0,0.000171,0
2,140.071876,35.112500,140.075001,35.114583,4.5,102.980968,5240503542,0,0.000017,0
2,140.068751,35.114583,140.071876,35.116666,4.5,99.350542,5240503543,0,0.000122,0
2,140.071876,35.114583,140.075001,35.116666,4.5,110.444111,5240503544,0,0.000083,0
2,140.078126,35.108333,140.081250,35.110416,4.5,98.415041,5240503612,0,0.000199,0
2,140.075001,35.110416,140.078126,35.112500,4.5,97.234888,5240503613,0,0,0
2,140.081250,35.108333,140.084376,35.110416,4.5,109.50861,5240503621,0,0.000263,0
2,140.084376,35.108333,140.087501,35.110416,4.5,97.373207,5240503622,0,0.000156,0
2,140.081250,35.110416,140.084376,35.112500,4.5,96.193054,5240503623,0,0.000394,0
2,140.075001,35.112500,140.078126,35.114583,4.5,114.074537,5240503631,0,0.000077,0
2,140.078126,35.112500,140.081250,35.114583,4.5,101.939134,5240503632,0,0.000062,0
2,140.103126,35.108333,140.106251,35.110416,4.5,94.247705,5240503812,0,0.000634,0
2,140.103126,35.110416,140.106251,35.112500,4.5,104.161121,5240503814,0,0.000129,0
2,140.103126,35.112500,140.106251,35.114583,4.5,97.771798,5240503832,0,0.000017,0
2,140.103126,35.114583,140.106251,35.116666,4.5,105.234941,5240503834,0,0.000089,0
2,140.062501,35.116666,140.065625,35.118750,4.5,102.646349,5240504511,0,0,0
2,140.065625,35.116666,140.068751,35.118750,4.5,113.739918,5240504512,0,0,0
2,140.062501,35.118750,140.065625,35.120833,4.5,110.784721,5240504513,0,0.000014,0
2,140.065625,35.118750,140.068751,35.120833,4.5,98.649318,5240504514,0,0.000106,0
2,140.068751,35.116666,140.071876,35.118750,4.5,101.604515,5240504521,0,0.000044,0
2,140.121876,35.118750,140.125001,35.120833,4.5,112.501785,5240504924,0,0.000711,0
2,140.115626,35.120833,140.118751,35.122916,4.5,95.327517,5240504932,0,0.000086,0
2,140.118751,35.120833,140.121876,35.122916,4.5,106.421086,5240504941,0,0.00003,0
2,140.140626,35.116666,140.143750,35.118750,4.5,103.321578,5240514112,0,0,0
2,140.146876,35.120833,140.150001,35.122916,4.5,113.347319,5240514142,0,0.000182,0
2,140.075001,35.225000,140.078126,35.227083,4.5,94.286872,5240607611,0,0.000061,0
2,140.078126,35.227083,140.081250,35.229166,4.5,95.44103,5240607614,0,0.000143,0
2,140.075001,35.229166,140.078126,35.231250,4.5,94.511521,5240607631,0,0.000139,0
2,140.078126,35.229166,140.081250,35.231250,4.5,105.60509,5240607632,0,0.000004,0
2,140.071876,35.239583,140.075001,35.241666,4.5,101.690752,5240608544,0,0.000273,0
2,140.075001,35.235416,140.078126,35.237500,4.5,115.318569,5240608613,0,0,0
2,140.078126,35.235416,140.081250,35.237500,4.5,103.183166,5240608614,0,0,0
2,140.078126,35.237500,140.081250,35.239583,4.5,107.462827,5240608632,0,0.000142,0
2,140.071876,35.241666,140.075001,35.243750,4.5,104.928579,5240609522,0,0.000052,0
2,140.075001,35.241666,140.078126,35.243750,4.5,116.022148,5240609611,0,0.000265,0
2,140.000001,35.029166,140.003125,35.031250,4.4,89.420345,5240403031,0,0,0
2,140.003125,35.029166,140.006251,35.031250,4.4,99.284759,5240403032,0,0,0
2,140.006251,35.031250,140.009376,35.033333,4.4,94.581322,5240403043,0,0,0
2,140.021876,35.039583,140.025001,35.041666,4.4,100.402832,5240404144,0,0,0
2,140.093751,35.097916,140.096875,35.100000,4.4,86.547361,5240501743,0,0,0
2,140.093751,35.100000,140.096875,35.102083,4.4,92.909167,5240502721,0,0,0
2,140.103126,35.100000,140.106251,35.102083,4.4,101.847181,5240502812,0,0,0
2,140.100001,35.102083,140.103126,35.104166,4.4,87.553759,5240502813,0,0,0
2,140.103126,35.102083,140.106251,35.104166,4.4,97.418173,5240502814,0,0,0
2,140.103126,35.106250,140.106251,35.108333,4.4,91.939772,5240502834,0,0,0
2,140.106251,35.106250,140.109376,35.108333,4.4,101.804186,5240502843,0,0,0
2,140.096875,35.110416,140.100001,35.112500,4.4,93.546585,5240503724,0,0,0
2,140.096875,35.112500,140.100001,35.114583,4.4,87.865192,5240503742,0,0,0
2,140.096875,35.114583,140.100001,35.116666,4.4,94.501427,5240503744,0,0,0
2,140.100001,35.110416,140.103126,35.112500,4.4,82.755771,5240503813,0,0,0
2,140.106251,35.108333,140.109376,35.110416,4.4,93.669579,5240503821,0,0,0
2,140.106251,35.110416,140.109376,35.112500,4.4,102.484599,5240503823,0,0,0
2,140.100001,35.112500,140.103126,35.114583,4.4,97.729606,5240503831,0,0,0
2,140.100001,35.114583,140.103126,35.116666,4.4,83.710613,5240503833,0,0,0
2,140.093751,35.118750,140.096875,35.120833,4.4,93.877898,5240504723,0,0,0
2,140.093751,35.120833,140.096875,35.122916,4.4,98.335348,5240504741,0,0,0
2,140.143750,35.116666,140.146876,35.118750,4.4,101.738077,5240514121,0,0,0
2,140.159375,35.118750,140.162501,35.120833,4.4,85.540299,5240514224,0,0,0
2,140.150001,35.122916,140.153126,35.125000,4.4,89.823199,5240514233,0,0,0
2,140.159375,35.120833,140.162501,35.122916,4.4,98.935763,5240514242,0,0,0
2,140.162501,35.120833,140.165626,35.122916,4.4,88.144949,5240514331,0,0,0
2,140.165626,35.120833,140.168751,35.122916,4.4,98.009363,5240514332,0,0,0
2,140.184376,35.122916,140.187501,35.125000,4.4,95.055613,5240514444,0,0,0
2,140.065625,35.245833,140.068751,35.247916,4.4,94.428768,5240609532,0,0,0
2,140.068751,35.247916,140.071876,35.250000,4.4,82.811433,5240609543,0,0,0
2,140.346875,35.183333,140.350001,35.185416,4.4,82.871924,5240622722,0,0,0
2,140.346875,35.185416,140.350001,35.187500,4.4,94.363031,5240622724,0,0,0
2,140.346875,35.187500,140.350001,35.189583,4.4,84.272511,5240622742,0,0,0
2,140.350001,35.187500,140.353126,35.189583,4.4,94.136925,5240622831,0,0,0
2,140.350001,35.189583,140.353126,35.191666,4.4,84.046404,5240622833,0,0,0
2,140.353126,35.191666,140.356251,35.193750,4.4,89.378698,5240623812,0,0,0
2,140.356251,35.193750,140.359376,35.195833,4.4,92.858191,5240623823,0,0,0
2,140.359376,35.193750,140.362500,35.195833,4.4,102.722605,5240623824,0,0,0
2,140.353126,35.195833,140.356251,35.197916,4.4,98.190484,5240623832,0,0,0
2,140.353126,35.197916,140.356251,35.200000,4.4,89.952764,5240623834,0,0,0
2,140.356251,35.195833,140.359376,35.197916,4.4,87.39967,5240623841,0,0,0
2,140.356251,35.197916,140.359376,35.200000,4.4,99.817178,5240623843,0,0,0
2,140.353126,35.200000,140.356251,35.202083,4.4,83.567843,5240624812,0,0,0
2,140.353126,35.202083,140.356251,35.204166,4.4,86.120937,5240624814,0,0,0
2,140.356251,35.200000,140.359376,35.202083,4.4,93.432257,5240624821,0,0,0
2,140.353126,35.204166,140.356251,35.206250,4.4,98.538444,5240624832,0,0,0
2,140.056251,35.256250,140.059376,35.258333,4.4,84.737763,5240700443,0,0,0
2,140.065625,35.250000,140.068751,35.252083,4.4,91.849326,5240700512,0,0,0
2,140.068751,35.250000,140.071876,35.252083,4.4,101.71374,5240700521,0,0,0
2,140.056251,35.258333,140.059376,35.260416,4.4,92.849256,5240701421,0,0,0
2,140.056251,35.275000,140.059376,35.277083,4.4,88.141446,5240703421,0,0,0
2,140.062501,35.277083,140.065625,35.279166,4.4,84.86171,5240703513,0,0,0
2,140.078126,35.289583,140.081250,35.291666,4.4,90.470526,5240704634,0,0,0
