1,v01,JGD2000,2016/8/5 15:30,2.01608E+13,99,[gis][pga][al][ah][sinj],jshis,M1,4530,
2,130.993751,30.54375,130.996875,30.545833,4.2,74.377534,4530675923,0,0,0
2,130.996875,30.54375,131.000001,30.545833,4.2,65.845468,4530675924,0,0,0
2,130.993751,30.545833,130.996875,30.547916,4.2,74.119785,4530675941,0,0,0
2,130.993751,30.547916,130.996875,30.55,4.2,66.062453,4530675943,0,0,0
2,130.943751,30.55,130.946876,30.552083,4.2,70.199612,4530676521,0,0,0
2,130.946876,30.552083,130.95,30.554166,4.2,76.276474,4530676524,0,0,0
2,130.943751,30.554166,130.946876,30.55625,4.2,66.021689,4530676541,0,0,0
2,130.946876,30.554166,130.95,30.55625,4.2,73.82127,4530676542,0,0,0
2,130.943751,30.55625,130.946876,30.558333,4.2,70.633582,4530676543,0,0,0
2,130.946876,30.55625,130.95,30.558333,4.2,78.433163,4530676544,0,0,0
2,130.95,30.55,130.953126,30.552083,4.2,69.467127,4530676611,0,0,0
2,130.953126,30.55,130.95625,30.552083,4.2,77.266708,4530676612,0,0,0
2,130.95,30.552083,130.953126,30.554166,4.2,67.744408,4530676613,0,0,0
2,130.953126,30.552083,130.95625,30.554166,4.2,75.543989,4530676614,0,0,0
2,130.956249,30.55,130.959376,30.552083,4.2,68.734642,4530676621,0,0,0
2,130.959376,30.55,130.962501,30.552083,4.2,76.534224,4530676622,0,0,0
2,130.956249,30.552083,130.959376,30.554166,4.2,67.011923,4530676623,0,0,0
2,130.959376,30.552083,130.962501,30.554166,4.2,74.811505,4530676624,0,0,0
2,130.95,30.554166,130.953126,30.55625,4.2,81.620852,4530676631,0,0,0
2,130.953126,30.554166,130.95625,30.55625,4.2,73.088786,4530676632,0,0,0
2,130.95,30.55625,130.953126,30.558333,4.2,69.901097,4530676633,0,0,0
2,130.953126,30.55625,130.95625,30.558333,4.2,77.700679,4530676634,0,0,0
2,130.956249,30.554166,130.959376,30.55625,4.2,80.888367,4530676641,0,0,0
2,130.959376,30.554166,130.962501,30.55625,4.2,72.356301,4530676642,0,0,0
2,130.956249,30.55625,130.959376,30.558333,4.2,69.168613,4530676643,0,0,0
2,130.959376,30.55625,130.962501,30.558333,4.2,76.968194,4530676644,0,0,0
2,130.962501,30.55,130.965625,30.552083,4.2,68.002158,4530676711,0,0,0
2,130.965625,30.55,130.968751,30.552083,4.2,75.801739,4530676712,0,0,0
2,130.962501,30.552083,130.965625,30.554166,4.2,66.279439,4530676713,0,0,0
2,130.962501,30.554166,130.965625,30.55625,4.2,80.155882,4530676731,0,0,0
2,130.990626,30.55,130.993751,30.552083,4.2,72.8718,4530676912,0,0,0
2,130.990626,30.552083,130.993751,30.554166,4.2,71.149081,4530676914,0,0,0
2,130.996875,30.552083,131.000001,30.554166,4.2,70.416597,4530676924,0,0,0
2,130.990626,30.554166,130.993751,30.55625,4.2,68.693878,4530676932,0,0,0
2,130.990626,30.55625,130.993751,30.558333,4.2,73.305771,4530676934,0,0,0
2,130.993751,30.554166,130.996875,30.55625,4.2,76.493459,4530676941,0,0,0
2,130.996875,30.554166,131.000001,30.55625,4.2,67.961393,4530676942,0,0,0
2,130.943751,30.560416,130.946876,30.5625,4.2,72.790271,4530677523,0,0,0
2,130.95,30.558333,130.953126,30.560416,4.2,66.713409,4530677611,0,0,0
2,130.953126,30.558333,130.95625,30.560416,4.2,74.51299,4530677612,0,0,0
2,130.953126,30.560416,130.95625,30.5625,4.2,79.857368,4530677614,0,0,0
2,130.956249,30.558333,130.959376,30.560416,4.2,65.980924,4530677621,0,0,0
2,130.959376,30.558333,130.962501,30.560416,4.2,73.780506,4530677622,0,0,0
2,130.956249,30.560416,130.959376,30.5625,4.2,71.325302,4530677623,0,0,0
2,130.959376,30.560416,130.962501,30.5625,4.2,79.124883,4530677624,0,0,0
2,130.95,30.5625,130.953126,30.564583,4.2,77.402164,4530677631,0,0,0
2,130.953126,30.5625,130.95625,30.564583,4.2,68.870098,4530677632,0,0,0
2,130.95,30.564583,130.953126,30.566666,4.2,66.414894,4530677633,0,0,0
2,130.953126,30.564583,130.95625,30.566666,4.2,74.214476,4530677634,0,0,0
2,130.956249,30.5625,130.959376,30.564583,4.2,76.66968,4530677641,0,0,0
2,130.959376,30.5625,130.962501,30.564583,4.2,68.137614,4530677642,0,0,0
2,130.956249,30.564583,130.959376,30.566666,4.2,65.68241,4530677643,0,0,0
2,130.959376,30.564583,130.962501,30.566666,4.2,73.481991,4530677644,0,0,0
2,130.962501,30.5625,130.965625,30.564583,4.2,75.937195,4530677731,0,0,0
2,130.990626,30.558333,130.993751,30.560416,4.2,70.118082,4530677912,0,0,0
2,130.95,30.566666,130.953126,30.56875,4.2,79.558854,4530678611,0,0,0
2,130.953126,30.566666,130.95625,30.56875,4.2,71.026787,4530678612,0,0,0
2,130.95,30.56875,130.953126,30.570833,4.2,76.371165,4530678613,0,0,0
2,130.953126,30.56875,130.95625,30.570833,4.2,67.839099,4530678614,0,0,0
2,130.956249,30.566666,130.959376,30.56875,4.2,78.826369,4530678621,0,0,0
2,130.959376,30.566666,130.962501,30.56875,4.2,70.294303,4530678622,0,0,0
2,130.956249,30.56875,130.959376,30.570833,4.2,75.638681,4530678623,0,0,0
2,130.959376,30.56875,130.962501,30.570833,4.2,67.106614,4530678624,0,0,0
2,130.95,30.570833,130.953126,30.572916,4.2,73.915961,4530678631,0,0,0
2,130.953126,30.572916,130.95625,30.575,4.2,79.260339,4530678634,0,0,0
2,130.956249,30.570833,130.959376,30.572916,4.2,73.183477,4530678641,0,0,0
2,130.959376,30.570833,130.962501,30.572916,4.2,80.983058,4530678642,0,0,0
2,130.956249,30.572916,130.959376,30.575,4.2,70.728273,4530678643,0,0,0
2,130.959376,30.572916,130.962501,30.575,4.2,78.527855,4530678644,0,0,0
2,130.95,30.575,130.953126,30.577083,4.2,76.805135,4530679611,0,0,0
2,130.953126,30.575,130.95625,30.577083,4.2,68.273069,4530679612,0,0,0
2,130.95,30.577083,130.953126,30.579166,4.2,74.349932,4530679613,0,0,0
2,130.953126,30.577083,130.95625,30.579166,4.2,65.817866,4530679614,0,0,0
2,130.956249,30.575,130.959376,30.577083,4.2,76.072651,4530679621,0,0,0
2,130.959376,30.575,130.962501,30.577083,4.2,67.540585,4530679622,0,0,0
2,130.956249,30.577083,130.959376,30.579166,4.2,73.617447,4530679623,0,0,0
2,130.959376,30.577083,130.962501,30.579166,4.2,81.417028,4530679624,0,0,0
2,130.953126,30.579166,130.95625,30.58125,4.2,79.694309,4530679632,0,0,0
2,130.953126,30.58125,130.95625,30.583333,4.2,77.239106,4530679634,0,0,0
2,130.956249,30.579166,130.959376,30.58125,4.2,71.162243,4530679641,0,0,0
2,130.959376,30.579166,130.962501,30.58125,4.2,78.961825,4530679642,0,0,0
2,130.956249,30.58125,130.959376,30.583333,4.2,68.70704,4530679643,0,0,0
2,130.959376,30.58125,130.962501,30.583333,4.2,76.506621,4530679644,0,0,0
2,130.962501,30.575,130.965625,30.577083,4.2,75.340166,4530679711,0,0,0
2,130.953126,30.583333,130.95625,30.585416,4.2,75.516387,4530770612,0,0,0
2,130.956249,30.583333,130.959376,30.585416,4.2,66.984321,4530770621,0,0,0
2,130.959376,30.583333,130.962501,30.585416,4.2,74.783902,4530770622,0,0,0
2,130.956249,30.585416,130.959376,30.5875,4.2,81.593249,4530770623,0,0,0
2,130.959376,30.585416,130.962501,30.5875,4.2,73.061183,4530770624,0,0,0
2,130.956249,30.5875,130.959376,30.589583,4.2,79.87053,4530770641,0,0,0
2,130.959376,30.5875,130.962501,30.589583,4.2,71.338464,4530770642,0,0,0
2,130.956249,30.589583,130.959376,30.591666,4.2,78.147811,4530770643,0,0,0
2,130.959376,30.589583,130.962501,30.591666,4.2,69.615745,4530770644,0,0,0
2,130.953126,30.59375,130.95625,30.595833,4.2,73.237403,4530771614,0,0,0
2,130.956249,30.591666,130.959376,30.59375,4.2,75.692607,4530771621,0,0,0
2,130.959376,30.591666,130.962501,30.59375,4.2,67.160541,4530771622,0,0,0
2,130.956249,30.59375,130.959376,30.595833,4.2,81.036985,4530771623,0,0,0
2,130.959376,30.59375,130.962501,30.595833,4.2,72.504919,4530771624,0,0,0
2,130.95,30.595833,130.953126,30.597916,4.2,70.049715,4530771631,0,0,0
2,130.953126,30.595833,130.95625,30.597916,4.2,77.849297,4530771632,0,0,0
2,130.953126,30.597916,130.95625,30.6,4.2,66.129542,4530771634,0,0,0
2,130.956249,30.595833,130.959376,30.597916,4.2,69.31723,4530771641,0,0,0
2,130.959376,30.595833,130.962501,30.597916,4.2,77.116812,4530771642,0,0,0
2,130.956249,30.597916,130.959376,30.6,4.2,73.929124,4530771643,0,0,0
2,130.959376,30.597916,130.962501,30.6,4.2,65.397057,4530771644,0,0,0
2,130.962501,30.59375,130.965625,30.595833,4.2,80.3045,4530771713,0,0,0
2,130.946876,30.60625,130.95,30.608333,4.2,73.847594,4530772544,0,0,0
2,130.953126,30.6,130.95625,30.602083,4.2,78.541017,4530772612,0,0,0
2,130.953126,30.602083,130.95625,30.604166,4.2,66.088778,4530772614,0,0,0
2,130.956249,30.6,130.959376,30.602083,4.2,70.008951,4530772621,0,0,0
2,130.959376,30.6,130.962501,30.602083,4.2,77.808532,4530772622,0,0,0
2,130.956249,30.602083,130.959376,30.604166,4.2,73.888359,4530772623,0,0,0
2,130.959376,30.602083,130.962501,30.604166,4.2,65.356293,4530772624,0,0,0
2,130.953126,30.604166,130.95625,30.60625,4.2,77.767767,4530772632,0,0,0
2,130.956249,30.604166,130.959376,30.60625,4.2,69.235701,4530772641,0,0,0
2,130.959376,30.604166,130.962501,30.60625,4.2,77.035283,4530772642,0,0,0
2,130.956249,30.60625,130.959376,30.608333,4.2,80.914691,4530772643,0,0,0
2,130.959376,30.60625,130.962501,30.608333,4.2,72.382625,4530772644,0,0,0
2,130.962501,30.60625,130.965625,30.608333,4.2,80.182206,4530772733,0,0,0
2,130.956249,30.608333,130.959376,30.610416,4.2,76.262033,4530773621,0,0,0
2,130.959376,30.608333,130.962501,30.610416,4.2,67.729967,4530773622,0,0,0
2,130.956249,30.610416,130.959376,30.6125,4.2,80.141442,4530773623,0,0,0
2,130.959376,30.610416,130.962501,30.6125,4.2,71.609376,4530773624,0,0,0
2,130.956249,30.6125,130.959376,30.614583,4.2,76.221269,4530773641,0,0,0
2,130.959376,30.6125,130.962501,30.614583,4.2,67.689203,4530773642,0,0,0
2,130.956249,30.614583,130.959376,30.616666,4.2,80.100677,4530773643,0,0,0
2,130.959376,30.614583,130.962501,30.616666,4.2,71.568611,4530773644,0,0,0
2,130.962501,30.608333,130.965625,30.610416,4.2,75.529549,4530773711,0,0,0
2,130.962501,30.610416,130.965625,30.6125,4.2,79.408957,4530773713,0,0,0
2,130.962501,30.6125,130.965625,30.614583,4.2,75.488784,4530773731,0,0,0
2,130.962501,30.614583,130.965625,30.616666,4.2,79.368192,4530773733,0,0,0
2,130.965625,30.614583,130.968751,30.616666,4.2,70.836126,4530773734,0,0,0
2,130.98125,30.608333,130.984376,30.610416,4.2,73.332095,4530773821,0,0,0
2,130.984376,30.608333,130.9875,30.610416,4.2,81.131676,4530773822,0,0,0
2,130.98125,30.610416,130.984376,30.6125,4.2,77.211503,4530773823,0,0,0
2,130.98125,30.614583,130.984376,30.616666,4.2,77.170739,4530773843,0,0,0
2,130.956249,30.616666,130.959376,30.61875,4.2,67.648438,4530774621,0,0,0
2,130.959376,30.616666,130.962501,30.61875,4.2,75.448019,4530774622,0,0,0
2,130.959376,30.61875,130.962501,30.620833,4.2,70.795362,4530774624,0,0,0
2,130.959376,30.620833,130.962501,30.622916,4.2,66.142704,4530774642,0,0,0
2,130.959376,30.622916,130.962501,30.625,4.2,70.022113,4530774644,0,0,0
2,130.962501,30.616666,130.965625,30.61875,4.2,66.915953,4530774711,0,0,0
2,130.965625,30.616666,130.968751,30.61875,4.2,74.715535,4530774712,0,0,0
2,130.962501,30.61875,130.965625,30.620833,4.2,78.594943,4530774713,0,0,0
2,130.962501,30.620833,130.965625,30.622916,4.2,73.942286,4530774731,0,0,0
2,130.962501,30.622916,130.965625,30.625,4.2,77.821694,4530774733,0,0,0
2,130.959376,30.625,130.962501,30.627083,4.2,73.901521,4530775622,0,0,0
2,130.959376,30.627083,130.962501,30.629166,4.2,69.981348,4530775624,0,0,0
2,130.959376,30.629166,130.962501,30.63125,4.2,73.860756,4530775642,0,0,0
2,130.962501,30.625,130.965625,30.627083,4.2,65.369455,4530775711,0,0,0
2,130.965625,30.625,130.968751,30.627083,4.2,73.169036,4530775712,0,0,0
2,130.962501,30.627083,130.965625,30.629166,4.2,77.780929,4530775713,0,0,0
2,130.965625,30.627083,130.968751,30.629166,4.2,69.248863,4530775714,0,0,0
2,130.962501,30.629166,130.965625,30.63125,4.2,65.32869,4530775731,0,0,0
2,130.965625,30.629166,130.968751,30.63125,4.2,73.128272,4530775732,0,0,0
2,130.962501,30.63125,130.965625,30.633333,4.2,69.208099,4530775733,0,0,0
2,130.965625,30.63125,130.968751,30.633333,4.2,77.00768,4530775734,0,0,0
2,130.968751,30.629166,130.971875,30.63125,4.2,80.927853,4530775741,0,0,0
2,130.968751,30.63125,130.971875,30.633333,4.2,68.475614,4530775743,0,0,0
2,130.971874,30.63125,130.975001,30.633333,4.2,76.275195,4530775744,0,0,0
2,130.978126,30.627083,130.98125,30.629166,4.2,67.783894,4530775814,0,0,0
2,130.975001,30.629166,130.978126,30.63125,4.2,80.195368,4530775831,0,0,0
2,130.978126,30.629166,130.98125,30.63125,4.2,71.663302,4530775832,0,0,0
2,130.975001,30.63125,130.978126,30.633333,4.2,67.743129,4530775833,0,0,0
2,130.978126,30.63125,130.98125,30.633333,4.2,75.542711,4530775834,0,0,0
2,130.98125,30.629166,130.984376,30.63125,4.2,79.462884,4530775841,0,0,0
2,130.98125,30.63125,130.984376,30.633333,4.2,67.010645,4530775843,0,0,0
2,130.962501,30.633333,130.965625,30.635416,4.2,80.887088,4530776711,0,0,0
2,130.965625,30.633333,130.968751,30.635416,4.2,72.355022,4530776712,0,0,0
2,130.962501,30.635416,130.965625,30.6375,4.2,76.234431,4530776713,0,0,0
2,130.965625,30.635416,130.968751,30.6375,4.2,67.702365,4530776714,0,0,0
2,130.968751,30.633333,130.971875,30.635416,4.2,80.154604,4530776721,0,0,0
2,130.971874,30.633333,130.975001,30.635416,4.2,71.622538,4530776722,0,0,0
2,130.968751,30.635416,130.971875,30.6375,4.2,75.501946,4530776723,0,0,0
2,130.971874,30.635416,130.975001,30.6375,4.2,66.96988,4530776724,0,0,0
2,130.962501,30.6375,130.965625,30.639583,4.2,79.381355,4530776731,0,0,0
2,130.965625,30.6375,130.968751,30.639583,4.2,70.849288,4530776732,0,0,0
2,130.962501,30.639583,130.965625,30.641666,4.2,73.996212,4530776733,0,0,0
2,130.965625,30.639583,130.968751,30.641666,4.2,65.464146,4530776734,0,0,0
2,130.968751,30.6375,130.971875,30.639583,4.2,78.64887,4530776741,0,0,0
2,130.971874,30.6375,130.975001,30.639583,4.2,70.116804,4530776742,0,0,0
2,130.968751,30.639583,130.971875,30.641666,4.2,73.263728,4530776743,0,0,0
2,130.971874,30.639583,130.975001,30.641666,4.2,81.063309,4530776744,0,0,0
2,130.975001,30.633333,130.978126,30.635416,4.2,79.422119,4530776811,0,0,0
2,130.978126,30.633333,130.98125,30.635416,4.2,70.890053,4530776812,0,0,0
2,130.975001,30.635416,130.978126,30.6375,4.2,74.769461,4530776813,0,0,0
2,130.978126,30.635416,130.98125,30.6375,4.2,66.237395,4530776814,0,0,0
2,130.98125,30.633333,130.984376,30.635416,4.2,78.689634,4530776821,0,0,0
2,130.98125,30.635416,130.984376,30.6375,4.2,74.036977,4530776823,0,0,0
2,130.984376,30.635416,130.9875,30.6375,4.2,65.504911,4530776824,0,0,0
2,130.975001,30.6375,130.978126,30.639583,4.2,77.916385,4530776831,0,0,0
2,130.978126,30.6375,130.98125,30.639583,4.2,69.384319,4530776832,0,0,0
2,130.975001,30.639583,130.978126,30.641666,4.2,72.531243,4530776833,0,0,0
2,130.978126,30.639583,130.98125,30.641666,4.2,80.330824,4530776834,0,0,0
2,130.98125,30.6375,130.984376,30.639583,4.2,77.183901,4530776841,0,0,0
2,130.984376,30.6375,130.9875,30.639583,4.2,68.651835,4530776842,0,0,0
2,130.98125,30.639583,130.984376,30.641666,4.2,71.798758,4530776843,0,0,0
2,130.984376,30.639583,130.9875,30.641666,4.2,79.59834,4530776844,0,0,0
2,130.987499,30.6375,130.990626,30.639583,4.2,76.451416,4530776931,0,0,0
2,130.987499,30.639583,130.990626,30.641666,4.2,71.066274,4530776933,0,0,0
2,130.990626,30.639583,130.993751,30.641666,4.2,78.865855,4530776934,0,0,0
2,130.993751,30.639583,130.996875,30.641666,4.2,70.333789,4530776943,0,0,0
2,130.959376,30.64375,130.962501,30.645833,4.2,71.757994,4530777624,0,0,0
2,130.959376,30.645833,130.962501,30.647916,4.2,74.172433,4530777642,0,0,0
2,130.959376,30.647916,130.962501,30.65,4.2,68.78729,4530777644,0,0,0
2,130.962501,30.641666,130.965625,30.64375,4.2,68.61107,4530777711,0,0,0
2,130.965625,30.641666,130.968751,30.64375,4.2,76.410651,4530777712,0,0,0
2,130.962501,30.64375,130.965625,30.645833,4.2,79.557575,4530777713,0,0,0
2,130.965625,30.64375,130.968751,30.645833,4.2,71.025509,4530777714,0,0,0
2,130.968751,30.641666,130.971875,30.64375,4.2,67.878585,4530777721,0,0,0
2,130.971874,30.641666,130.975001,30.64375,4.2,75.678167,4530777722,0,0,0
2,130.968751,30.64375,130.971875,30.645833,4.2,78.82509,4530777723,0,0,0
2,130.971874,30.64375,130.975001,30.645833,4.2,70.293024,4530777724,0,0,0
2,130.962501,30.645833,130.965625,30.647916,4.2,65.640367,4530777731,0,0,0
2,130.965625,30.645833,130.968751,30.647916,4.2,73.439948,4530777732,0,0,0
2,130.962501,30.647916,130.965625,30.65,4.2,76.586872,4530777733,0,0,0
2,130.965625,30.647916,130.968751,30.65,4.2,68.054806,4530777734,0,0,0
2,130.968751,30.645833,130.971875,30.647916,4.2,81.239529,4530777741,0,0,0
2,130.971874,30.645833,130.975001,30.647916,4.2,72.707463,4530777742,0,0,0
2,130.968751,30.647916,130.971875,30.65,4.2,75.854387,4530777743,0,0,0
2,130.971874,30.647916,130.975001,30.65,4.2,67.322321,4530777744,0,0,0
2,130.975001,30.641666,130.978126,30.64375,4.2,67.146101,4530777811,0,0,0
2,130.978126,30.641666,130.98125,30.64375,4.2,74.945682,4530777812,0,0,0
2,130.975001,30.64375,130.978126,30.645833,4.2,78.092606,4530777813,0,0,0
2,130.978126,30.64375,130.98125,30.645833,4.2,69.56054,4530777814,0,0,0
2,130.98125,30.641666,130.984376,30.64375,4.2,66.413616,4530777821,0,0,0
2,130.984376,30.641666,130.9875,30.64375,4.2,74.213197,4530777822,0,0,0
2,130.98125,30.64375,130.984376,30.645833,4.2,77.360121,4530777823,0,0,0
2,130.984376,30.64375,130.9875,30.645833,4.2,68.828055,4530777824,0,0,0
2,130.975001,30.645833,130.978126,30.647916,4.2,80.507045,4530777831,0,0,0
2,130.978126,30.645833,130.98125,30.647916,4.2,71.974979,4530777832,0,0,0
2,130.975001,30.647916,130.978126,30.65,4.2,75.121903,4530777833,0,0,0
2,130.978126,30.647916,130.98125,30.65,4.2,66.589836,4530777834,0,0,0
2,130.98125,30.645833,130.984376,30.647916,4.2,79.77456,4530777841,0,0,0
2,130.984376,30.645833,130.9875,30.647916,4.2,71.242494,4530777842,0,0,0
2,130.98125,30.647916,130.984376,30.65,4.2,74.389418,4530777843,0,0,0
2,130.984376,30.647916,130.9875,30.65,4.2,65.857352,4530777844,0,0,0
2,130.987499,30.641666,130.990626,30.64375,4.2,65.681131,4530777911,0,0,0
2,130.990626,30.641666,130.993751,30.64375,4.2,73.480713,4530777912,0,0,0
2,130.987499,30.64375,130.990626,30.645833,4.2,76.627636,4530777913,0,0,0
2,130.987499,30.645833,130.990626,30.647916,4.2,79.042076,4530777931,0,0,0
2,130.990626,30.645833,130.993751,30.647916,4.2,70.510009,4530777932,0,0,0
2,130.987499,30.647916,130.990626,30.65,4.2,73.656933,4530777933,0,0,0
2,130.959376,30.65,130.962501,30.652083,4.2,80.46628,4530778622,0,0,0
2,130.959376,30.652083,130.962501,30.654166,4.2,67.281557,4530778624,0,0,0
2,130.959376,30.654166,130.962501,30.65625,4.2,70.42848,4530778642,0,0,0
2,130.962501,30.65,130.965625,30.652083,4.2,71.934214,4530778711,0,0,0
2,130.965625,30.65,130.968751,30.652083,4.2,79.733796,4530778712,0,0,0
2,130.962501,30.652083,130.965625,30.654166,4.2,75.081138,4530778713,0,0,0
2,130.965625,30.652083,130.968751,30.654166,4.2,66.549072,4530778714,0,0,0
2,130.968751,30.65,130.971875,30.652083,4.2,71.20173,4530778721,0,0,0
2,130.971874,30.65,130.975001,30.652083,4.2,79.001311,4530778722,0,0,0
2,130.968751,30.652083,130.971875,30.654166,4.2,74.348653,4530778723,0,0,0
2,130.971874,30.652083,130.975001,30.654166,4.2,65.816587,4530778724,0,0,0
2,130.962501,30.654166,130.965625,30.65625,4.2,78.228062,4530778731,0,0,0
2,130.965625,30.654166,130.968751,30.65625,4.2,69.695996,4530778732,0,0,0
2,130.965625,30.65625,130.968751,30.658333,4.2,81.374985,4530778734,0,0,0
2,130.968751,30.654166,130.971875,30.65625,4.2,77.495577,4530778741,0,0,0
2,130.971874,30.654166,130.975001,30.65625,4.2,68.963511,4530778742,0,0,0
2,130.968751,30.65625,130.971875,30.658333,4.2,72.842919,4530778743,0,0,0
2,130.971874,30.65625,130.975001,30.658333,4.2,80.642501,4530778744,0,0,0
2,130.975001,30.65,130.978126,30.652083,4.2,70.469245,4530778811,0,0,0
2,130.978126,30.65,130.98125,30.652083,4.2,78.268826,4530778812,0,0,0
2,130.975001,30.652083,130.978126,30.654166,4.2,73.616169,4530778813,0,0,0
2,130.978126,30.652083,130.98125,30.654166,4.2,81.41575,4530778814,0,0,0
2,130.98125,30.65,130.984376,30.652083,4.2,69.73676,4530778821,0,0,0
2,130.984376,30.65,130.9875,30.652083,4.2,77.536342,4530778822,0,0,0
2,130.98125,30.652083,130.984376,30.654166,4.2,72.883684,4530778823,0,0,0
2,130.984376,30.652083,130.9875,30.654166,4.2,80.683265,4530778824,0,0,0
2,130.975001,30.654166,130.978126,30.65625,4.2,76.763092,4530778831,0,0,0
2,130.978126,30.654166,130.98125,30.65625,4.2,68.231026,4530778832,0,0,0
2,130.975001,30.65625,130.978126,30.658333,4.2,72.110435,4530778833,0,0,0
2,130.978126,30.65625,130.98125,30.658333,4.2,79.910016,4530778834,0,0,0
2,130.98125,30.654166,130.984376,30.65625,4.2,76.030608,4530778841,0,0,0
2,130.984376,30.654166,130.9875,30.65625,4.2,67.498542,4530778842,0,0,0
2,130.98125,30.65625,130.984376,30.658333,4.2,71.37795,4530778843,0,0,0
2,130.984376,30.65625,130.9875,30.658333,4.2,79.177531,4530778844,0,0,0
2,130.987499,30.65,130.990626,30.652083,4.2,69.004276,4530778911,0,0,0
2,130.987499,30.652083,130.990626,30.654166,4.2,72.151199,4530778913,0,0,0
2,130.987499,30.654166,130.990626,30.65625,4.2,75.298123,4530778931,0,0,0
2,130.987499,30.65625,130.990626,30.658333,4.2,70.645465,4530778933,0,0,0
2,130.990626,30.65625,130.993751,30.658333,4.2,78.445047,4530778934,0,0,0
2,130.968751,30.658333,130.971875,30.660416,4.2,68.190262,4530779721,0,0,0
2,130.971874,30.658333,130.975001,30.660416,4.2,75.989843,4530779722,0,0,0
2,130.971874,30.660416,130.975001,30.6625,4.2,71.337185,4530779724,0,0,0
2,130.962501,30.6625,130.965625,30.664583,4.2,75.949078,4530779731,0,0,0
2,130.971874,30.6625,130.975001,30.664583,4.2,66.684528,4530779742,0,0,0
2,130.971874,30.664583,130.975001,30.666666,4.2,69.831451,4530779744,0,0,0
2,130.975001,30.658333,130.978126,30.660416,4.2,67.457777,4530779811,0,0,0
2,130.978126,30.658333,130.98125,30.660416,4.2,75.257358,4530779812,0,0,0
2,130.975001,30.660416,130.978126,30.6625,4.2,79.136767,4530779813,0,0,0
2,130.978126,30.660416,130.98125,30.6625,4.2,70.604701,4530779814,0,0,0
2,130.98125,30.658333,130.984376,30.660416,4.2,66.725292,4530779821,0,0,0
2,130.984376,30.658333,130.9875,30.660416,4.2,74.524874,4530779822,0,0,0
2,130.98125,30.660416,130.984376,30.6625,4.2,78.404282,4530779823,0,0,0
2,130.984376,30.660416,130.9875,30.6625,4.2,69.872216,4530779824,0,0,0
2,130.975001,30.6625,130.978126,30.664583,4.2,74.484109,4530779831,0,0,0
2,130.978126,30.6625,130.98125,30.664583,4.2,65.952043,4530779832,0,0,0
2,130.975001,30.664583,130.978126,30.666666,4.2,77.631033,4530779833,0,0,0
2,130.978126,30.664583,130.98125,30.666666,4.2,69.098967,4530779834,0,0,0
2,130.98125,30.6625,130.984376,30.664583,4.2,73.751624,4530779841,0,0,0
2,130.984376,30.6625,130.9875,30.664583,4.2,81.551206,4530779842,0,0,0
2,130.98125,30.664583,130.984376,30.666666,4.2,76.898548,4530779843,0,0,0
2,130.984376,30.664583,130.9875,30.666666,4.2,68.366482,4530779844,0,0,0
2,130.987499,30.658333,130.990626,30.660416,4.2,65.992808,4530779911,0,0,0
2,130.990626,30.658333,130.993751,30.660416,4.2,73.792389,4530779912,0,0,0
2,130.987499,30.660416,130.990626,30.6625,4.2,77.671797,4530779913,0,0,0
2,130.990626,30.660416,130.993751,30.6625,4.2,69.139731,4530779914,0,0,0
2,130.987499,30.6625,130.990626,30.664583,4.2,73.01914,4530779931,0,0,0
2,130.990626,30.6625,130.993751,30.664583,4.2,80.818721,4530779932,0,0,0
2,130.987499,30.664583,130.990626,30.666666,4.2,76.166064,4530779933,0,0,0
2,130.990626,30.664583,130.993751,30.666666,4.2,67.633998,4530779934,0,0,0
2,130.993751,30.664583,130.996875,30.666666,4.2,75.433579,4530779943,0,0,0
2,130.996875,30.664583,131.000001,30.666666,4.2,66.901513,4530779944,0,0,0
2,130.868751,30.34375,130.871875,30.345833,4.1,58.254998,4530461923,0,0,0
2,130.868751,30.345833,130.871875,30.347916,4.1,62.970976,4530461941,0,0,0
2,130.871875,30.345833,130.875001,30.347916,4.1,69.906373,4530461942,0,0,0
2,130.868751,30.347916,130.871875,30.35,4.1,60.100232,4530461943,0,0,0
2,130.871875,30.347916,130.875001,30.35,4.1,67.035629,4530461944,0,0,0
2,130.868751,30.35,130.871875,30.352083,4.1,64.164885,4530462921,0,0,0
2,130.871875,30.35,130.875001,30.352083,4.1,71.100281,4530462922,0,0,0
2,130.868751,30.352083,130.871875,30.354166,4.1,68.229537,4530462923,0,0,0
2,130.871875,30.352083,130.875001,30.354166,4.1,60.642815,4530462924,0,0,0
2,130.862499,30.354166,130.865626,30.35625,4.1,72.29419,4530462931,0,0,0
2,130.865626,30.354166,130.868751,30.35625,4.1,64.707467,4530462932,0,0,0
2,130.865626,30.35625,130.868751,30.358333,4.1,60.534071,4530462934,0,0,0
2,130.868751,30.354166,130.871875,30.35625,4.1,71.642864,4530462941,0,0,0
2,130.871875,30.354166,130.875001,30.35625,4.1,64.056141,4530462942,0,0,0
2,130.868751,30.35625,130.871875,30.358333,4.1,67.469467,4530462943,0,0,0
2,130.871875,30.35625,130.875001,30.358333,4.1,59.882745,4530462944,0,0,0
2,130.859376,30.358333,130.8625,30.360416,4.1,63.296071,4530463822,0,0,0
2,130.865626,30.358333,130.868751,30.360416,4.1,62.644745,4530463912,0,0,0
2,130.865626,30.360416,130.868751,30.3625,4.1,71.690815,4530463914,0,0,0
