1,v01,JGD2000,2016/08/05 15:30:00,20160805150000,99,[gis][pga][al][ah][sinj],jshis,M1,5137
2,137.071876,34.637500,137.075001,34.639583,7.0,1942.849901,5137706542,0.286299,0.521437,0.376355
2,137.071876,34.639583,137.075001,34.641666,7.0,1997.320527,5137706544,3.306829,4.411571,0.811003
2,137.075001,34.637500,137.078126,34.639583,7.0,2151.813815,5137706631,0.286299,0.521437,0.376355
2,137.075001,34.639583,137.078126,34.641666,7.0,1768.732116,5137706633,0,0,0
2,137.078126,34.639583,137.081250,34.641666,7.0,1977.69603,5137706634,0,0,0
2,137.096875,34.637500,137.100001,34.639583,7.0,1864.351914,5137706742,47.77369,63.24564,10.64505
2,137.103126,34.639583,137.106251,34.641666,7.0,1899.198043,5137706834,0.969857,1.363611,0.390929
2,137.106251,34.639583,137.109376,34.641666,7.0,2108.161957,5137706843,0,0,0
2,137.075001,34.641666,137.078126,34.643750,7.0,1875.170682,5137707611,0,0,0
2,137.078126,34.641666,137.081250,34.643750,7.0,2084.134596,5137707612,2.623272,3.569396,0.79643
2,137.075001,34.643750,137.078126,34.645833,7.0,2151.324169,5137707613,4.960244,6.617356,1.216505
2,137.078126,34.643750,137.081250,34.645833,7.0,1922.735758,5137707614,15.18483,22.41987,8.46927
2,137.081250,34.641666,137.084376,34.643750,7.0,1855.546186,5137707621,1.939714,2.727222,0.781857
2,137.081250,34.643750,137.084376,34.645833,7.0,2131.699672,5137707623,22.54643,33.00802,11.95848
2,137.084376,34.643750,137.087501,34.645833,7.0,1903.111262,5137707624,10.20679,13.75615,2.809366
2,137.075001,34.645833,137.078126,34.647916,7.0,2179.264748,5137707631,7.010917,9.143879,1.260224
2,137.084376,34.645833,137.087501,34.647916,7.0,1931.051841,5137707642,12.4328,17.00481,3.967578
2,137.084376,34.647916,137.087501,34.650000,7.0,1782.37195,5137707644,42.41618,56.30754,9.790332
2,137.087501,34.643750,137.090626,34.645833,7.0,2112.075176,5137707713,0,0,0
2,137.087501,34.647916,137.090626,34.650000,7.0,1991.335864,5137707733,0,0,0
2,137.103126,34.641666,137.106251,34.643750,7.0,2005.636609,5137707812,2.336973,3.04796,0.420075
2,137.103126,34.643750,137.106251,34.645833,7.0,1844.237771,5137707814,0,0,0
2,137.106251,34.641666,137.109376,34.643750,7.0,1777.048199,5137707821,0,0,0
2,137.084376,34.650000,137.087501,34.652083,7.0,2044.714337,5137708622,6.502699,9.02384,2.360144
2,137.081250,34.652083,137.084376,34.654166,7.0,1960.721333,5137708623,7.583515,10.18675,2.012935
2,137.084376,34.652083,137.087501,34.654166,7.0,2169.685247,5137708624,0,0,0
2,137.087501,34.650000,137.090626,34.652083,7.0,1816.125926,5137708711,0,0,0
2,137.087501,34.652083,137.090626,34.654166,7.0,1941.096836,5137708713,0,0,0
2,137.081250,34.662500,137.084376,34.664583,7.0,1871.096299,5137709641,0,0,0
2,137.037501,34.597916,137.040626,34.600000,6.9,1756.356624,5137701333,3.169642,4.008945,0.067575
2,137.040626,34.600000,137.043751,34.602083,6.9,1557.263232,5137702312,1.267857,1.603578,0.02703
2,137.043751,34.602083,137.046876,34.604166,6.9,1712.341607,5137702323,7.106604,9.958162,1.96365
2,137.031251,34.608333,137.034375,34.610416,6.9,1666.353844,5137703221,0,0,0
2,137.050000,34.608333,137.053126,34.610416,6.9,1614.003471,5137703411,4.904582,6.526543,0.70861
2,137.062501,34.614583,137.065625,34.616666,6.9,1921.216332,5137703533,0,0,0
2,137.062501,34.616666,137.065625,34.618750,6.9,1762.192467,5137704511,0.86747,1.258799,0.320518
2,137.065625,34.618750,137.068751,34.620833,6.9,1754.079299,5137704514,17.5497,23.81304,3.394385
2,137.065625,34.620833,137.068751,34.622916,6.9,1763.416256,5137704532,2.135327,2.862377,0.347548
2,137.065625,34.622916,137.068751,34.625000,6.9,1737.852964,5137704534,0,0,0
2,137.068751,34.622916,137.071876,34.625000,6.9,1923.66391,5137704543,0.233541,0.45701,0.307002
2,137.075001,34.622916,137.078126,34.625000,6.9,1906.213786,5137704633,0.467083,0.91402,0.614005
2,137.053126,34.627083,137.056251,34.629166,6.9,1558.435087,5137705414,0,0,0
2,137.065625,34.625000,137.068751,34.627083,6.9,1775.949747,5137705512,0,0,0
2,137.068751,34.625000,137.071876,34.627083,6.9,1572.688677,5137705521,0,0,0
2,137.068751,34.627083,137.071876,34.629166,6.9,1709.345784,5137705523,0.86747,1.258799,0.320518
2,137.071876,34.627083,137.075001,34.629166,6.9,1895.15673,5137705524,4.037112,5.267744,0.388093
2,137.068751,34.629166,137.071876,34.631250,6.9,1636.601398,5137705541,2.135327,2.862377,0.347548
2,137.071876,34.629166,137.075001,34.631250,6.9,1822.412344,5137705542,2.135327,2.862377,0.347548
2,137.068751,34.631250,137.071876,34.633333,6.9,1865.678406,5137705543,0.633929,0.801789,0.013515
2,137.071876,34.631250,137.075001,34.633333,6.9,1662.417336,5137705544,4.671041,6.069533,0.401608
2,137.078126,34.625000,137.081250,34.627083,6.9,1741.049499,5137705612,14.91383,21.28736,4.848308
2,137.078126,34.627083,137.081250,34.629166,6.9,1877.706605,5137705614,0.233541,0.45701,0.307002
2,137.075001,34.631250,137.078126,34.633333,6.9,1848.228282,5137705633,33.83154,46.0225,6.761741
2,137.081250,34.631250,137.084376,34.633333,6.9,1830.778157,5137705643,17.2827,24.60674,5.502857
2,137.093751,34.627083,137.096875,34.629166,6.9,1639.545286,5137705723,34.36531,47.50576,8.283237
2,137.093751,34.629166,137.096875,34.631250,6.9,1566.8009,5137705741,5.938898,7.673111,0.428638
2,137.096875,34.629166,137.100001,34.631250,6.9,1752.611846,5137705742,0,0,0
2,137.093751,34.631250,137.096875,34.633333,6.9,1795.877908,5137705743,7.673837,10.19071,1.069673
2,137.096875,34.631250,137.100001,34.633333,6.9,1592.616838,5137705744,0.633929,0.801789,0.013515
2,137.100001,34.629166,137.103126,34.631250,6.9,1938.422792,5137705831,1.267857,1.603578,0.02703
2,137.100001,34.631250,137.103126,34.633333,6.9,1778.427784,5137705833,1.267857,1.603578,0.02703
2,137.050000,34.637500,137.053126,34.639583,6.9,1594.123731,5137706431,0,0,0
2,137.053126,34.637500,137.056251,34.639583,6.9,1779.934677,5137706432,0,0,0
2,137.050000,34.639583,137.053126,34.641666,6.9,1642.559072,5137706433,0,0,0
2,137.053126,34.639583,137.056251,34.641666,6.9,1828.370018,5137706434,0,0,0
2,137.056251,34.639583,137.059376,34.641666,6.9,1625.108948,5137706443,0,0,0
2,137.071876,34.633333,137.075001,34.635416,6.9,1600.982651,5137706522,0.86747,1.258799,0.320518
2,137.071876,34.635416,137.075001,34.637500,6.9,1893.719735,5137706524,0,0,0
2,137.075001,34.633333,137.078126,34.635416,6.9,1786.793597,5137706611,17.61639,24.38228,4.301877
2,137.075001,34.635416,137.078126,34.637500,6.9,1690.458664,5137706613,0,0,0
2,137.078126,34.635416,137.081250,34.637500,6.9,1876.26961,5137706614,34.13177,47.04875,7.976235
2,137.084376,34.635416,137.087501,34.637500,6.9,1858.819486,5137706624,15.61446,22.65839,5.769314
2,137.078126,34.637500,137.081250,34.639583,6.9,1710.134179,5137706632,0.86747,1.258799,0.320518
2,137.081250,34.639583,137.084376,34.641666,6.9,1944.380467,5137706643,12.87866,17.7435,2.992777
2,137.093751,34.633333,137.096875,34.635416,6.9,1734.443224,5137706721,10.57648,14.99336,3.24572
2,137.096875,34.633333,137.100001,34.635416,6.9,1920.25417,5137706722,0.633929,0.801789,0.013515
2,137.096875,34.635416,137.100001,34.637500,6.9,1823.919237,5137706724,0,0,0
2,137.087501,34.639583,137.090626,34.641666,6.9,1926.930342,5137706733,0.633929,0.801789,0.013515
2,137.100001,34.635416,137.103126,34.637500,6.9,1620.658167,5137706813,0.700624,1.371031,0.921007
2,137.103126,34.637500,137.106251,34.639583,6.9,1640.333682,5137706832,0,0,0
2,137.053126,34.641666,137.056251,34.643750,6.9,1923.01531,5137707412,0,0,0
2,137.053126,34.643750,137.056251,34.645833,6.9,1779.499283,5137707414,0,0,0
2,137.056251,34.641666,137.059376,34.643750,6.9,1719.75424,5137707421,0,0,0
2,137.059376,34.641666,137.062501,34.643750,6.9,1905.565186,5137707422,1.73494,2.517598,0.641035
2,137.056251,34.643750,137.059376,34.645833,6.9,1576.238213,5137707423,6.005593,8.242352,1.33613
2,137.053126,34.645833,137.056251,34.647916,6.9,1804.344078,5137707432,0,0,0
2,137.056251,34.645833,137.059376,34.647916,6.9,1601.083007,5137707441,0,0,0
2,137.059376,34.645833,137.062501,34.647916,6.9,1786.893953,5137707442,0.467083,0.91402,0.614005
2,137.056251,34.647916,137.059376,34.650000,6.9,1857.948698,5137707443,0,0,0
2,137.059376,34.647916,137.062501,34.650000,6.9,1654.687628,5137707444,0.934165,1.828041,1.22801
2,137.062501,34.643750,137.065625,34.645833,6.9,1558.788088,5137707513,0.233541,0.45701,0.307002
2,137.062501,34.645833,137.065625,34.647916,6.9,1583.632883,5137707531,0.467083,0.91402,0.614005
2,137.065625,34.645833,137.068751,34.647916,6.9,1769.443829,5137707532,0.633929,0.801789,0.013515
2,137.062501,34.647916,137.065625,34.650000,6.9,1840.498574,5137707533,1.167706,2.285051,1.535012
2,137.087501,34.641666,137.090626,34.643750,6.9,1632.503618,5137707711,0.633929,0.801789,0.013515
2,137.090626,34.647916,137.093751,34.650000,6.9,1567.437006,5137707734,0,0,0
