1,v01,JGD2000,2016/08/05 15:30:00,20160805150000,99,[gis][pga][al][ah][sinj],jshis,M1,4828
2,128.668750,32.627083,128.671876,32.629166,3.8,42.73678,4828755323,0,0,0
2,128.665626,32.629166,128.668750,32.631250,3.8,44.983685,4828755332,0,0,0
2,128.665626,32.631250,128.668750,32.633333,3.8,45.856803,4828755334,0,0,0
2,128.665626,32.633333,128.668750,32.635416,3.8,49.774288,4828756312,0,0,0
2,128.665626,32.635416,128.668750,32.637500,3.8,44.397532,4828756314,0,0,0
2,128.668750,32.633333,128.671876,32.635416,3.8,44.440273,4828756321,0,0,0
2,128.784374,32.647916,128.787501,32.650000,3.8,49.992227,4828767244,0,0,0
2,128.812501,32.643750,128.815625,32.645833,3.8,40.970091,4828767513,0,0,0
2,128.815624,32.645833,128.818751,32.647916,3.8,49.899315,4828767532,0,0,0
2,128.809375,32.650000,128.812501,32.652083,3.8,42.919406,4828768422,0,0,0
2,128.809375,32.652083,128.812501,32.654166,3.8,44.682898,4828768424,0,0,0
2,128.806251,32.654166,128.809375,32.656250,3.8,44.614671,4828768441,0,0,0
2,128.809375,32.654166,128.812501,32.656250,3.8,49.490757,4828768442,0,0,0
2,128.815624,32.660416,128.818751,32.662500,3.8,47.45436,4828769514,0,0,0
2,128.881251,32.656250,128.884376,32.658333,3.8,47.887604,4828778043,0,0,0
2,128.884376,32.656250,128.887500,32.658333,3.8,42.553589,4828778044,0,0,0
2,128.884376,32.658333,128.887500,32.660416,3.8,47.361449,4828779022,0,0,0
2,128.884376,32.660416,128.887500,32.662500,3.8,42.417137,4828779024,0,0,0
2,128.775001,32.577083,128.778125,32.579166,3.7,43.490083,4828669213,0,0,0
2,128.612499,32.627083,128.615626,32.629166,3.7,40.851932,4828745913,0,0,0
2,128.615626,32.635416,128.618751,32.637500,3.7,41.514292,4828746914,0,0,0
2,128.615626,32.641666,128.618751,32.643750,3.7,37.041793,4828747912,0,0,0
2,128.618751,32.641666,128.621875,32.643750,3.7,41.377614,4828747921,0,0,0
2,128.737499,32.600000,128.740626,32.602083,3.7,38.646266,4828752911,0,0,0
2,128.737499,32.602083,128.740626,32.604166,3.7,37.816539,4828752913,0,0,0
2,128.653125,32.612500,128.656251,32.614583,3.7,37.144019,4828753232,0,0,0
2,128.650001,32.614583,128.653125,32.616666,3.7,36.842107,4828753233,0,0,0
2,128.678126,32.608333,128.681251,32.610416,3.7,40.4549,4828753412,0,0,0
2,128.728126,32.608333,128.731250,32.610416,3.7,37.197369,4828753812,0,0,0
2,128.653125,32.625000,128.656251,32.627083,3.7,37.632407,4828755212,0,0,0
2,128.659374,32.627083,128.662501,32.629166,3.7,43.151795,4828755224,0,0,0
2,128.662501,32.627083,128.665626,32.629166,3.7,38.408784,4828755313,0,0,0
2,128.665626,32.627083,128.668750,32.629166,3.7,42.744604,4828755314,0,0,0
