1,v01,JGD2000,2016/08/05 15:30:00,20160805150000,99,[gis][pga][al][ah][sinj],jshis,M1,5134
2,134.531251,34.018750,134.534375,34.020833,6.9,1587.03831,5134042223,25.58828,38.04726,4.175763
2,134.534375,34.018750,134.537501,34.020833,6.9,1772.849256,5134042224,12.24781,19.53383,3.423723
2,134.531251,34.020833,134.534375,34.022916,6.9,1849.730861,5134042241,31.12252,44.52891,3.196333
2,134.534375,34.020833,134.537501,34.022916,6.9,1646.469791,5134042242,20.95497,29.87184,2.033874
2,134.537501,34.020833,134.540626,34.022916,6.9,1832.280737,5134042331,1.933174,2.740971,0.171668
2,134.540626,34.020833,134.543751,34.022916,6.9,1629.019667,5134042332,25.01306,36.02715,2.826849
2,134.537501,34.022916,134.540626,34.025000,6.9,1909.162343,5134042333,3.807249,5.679204,0.640917
2,134.540626,34.022916,134.543751,34.025000,6.9,1705.901272,5134042334,4.869707,7.386375,0.95157
2,134.543751,34.020833,134.546876,34.022916,6.9,1814.830612,5134042341,23.69976,33.84387,2.364138
2,134.546876,34.020833,134.550000,34.022916,6.9,1611.569542,5134042342,24.20144,34.79609,2.668254
2,134.543751,34.022916,134.546876,34.025000,6.9,1891.712218,5134042343,25.76558,37.45547,3.283024
2,134.534375,34.029166,134.537501,34.031250,6.9,1756.875566,5134043242,28.33308,42.01929,4.506027
2,134.537501,34.025000,134.540626,34.027083,6.9,1631.872181,5134043311,14.78642,21.56734,1.96197
2,134.540626,34.025000,134.543751,34.027083,6.9,1817.683127,5134043312,2.995631,4.448142,0.482322
2,134.537501,34.027083,134.540626,34.029166,6.9,1575.293214,5134043313,10.97917,15.88813,1.321054
2,134.590626,34.066666,134.593751,34.068750,6.9,1886.591361,5134048712,30.63529,44.84185,4.234594
2,134.481251,34.056250,134.484376,34.058333,6.8,1592.060516,5134036843,13.60538,21.6164,2.553612
2,134.487500,34.054166,134.490626,34.056250,6.8,1400.427487,5134036931,34.77563,51.15772,2.800384
2,134.465626,34.060416,134.468751,34.062500,6.8,1567.296622,5134037714,4.137455,6.348361,1.028124
2,134.490626,34.058333,134.493751,34.060416,6.8,1525.370224,5134037912,70.06039,99.73685,2.612926
2,134.490626,34.060416,134.493751,34.062500,6.8,1505.229941,5134037914,58.36492,84.33773,3.314855
2,134.490626,34.062500,134.493751,34.064583,6.8,1490.54973,5134037932,33.96792,50.82,3.509475
2,134.465626,34.070833,134.468751,34.072916,6.8,1560.558774,5134038732,13.16834,19.54284,1.890543
2,134.490626,34.072916,134.493751,34.075000,6.8,1524.901821,5134038934,58.65738,91.19238,9.186065
2,134.531251,34.004166,134.534375,34.006250,6.8,1675.726853,5134040241,2.923104,4.342071,0.273575
2,134.531251,34.006250,134.534375,34.008333,6.8,1728.573393,5134040243,2.51925,4.173213,0.628121
2,134.534375,34.006250,134.537501,34.008333,6.8,1547.833422,5134040244,11.79261,17.90279,1.454722
2,134.537501,34.004166,134.540626,34.006250,6.8,1660.210183,5134040331,17.54066,24.73964,0.443965
2,134.540626,34.004166,134.543751,34.006250,6.8,1479.470212,5134040332,95.96855,136.0211,3.034676
2,134.537501,34.006250,134.540626,34.008333,6.8,1713.056723,5134040333,0,0,0
2,134.540626,34.006250,134.543751,34.008333,6.8,1532.316752,5134040334,40.12083,57.16933,1.545429
