1,v01,JGD2000,2016/08/05 15:30:00,20160805150000,99,[gis][pga][al][ah][sinj],jshis,M1,5638
2,138.559376,37.352083,138.562501,37.354166,3.8,46.791479,5638042424,0,0,0
2,138.550000,37.356250,138.553126,37.358333,3.8,48.342063,5638042433,0,0,0
2,138.562501,37.354166,138.565625,37.356250,3.8,43.983905,5638042531,0,0,0
2,138.553126,37.358333,138.556251,37.360416,3.8,47.366207,5638043412,0,0,0
2,138.553126,37.364583,138.556251,37.366666,3.8,46.270355,5638043434,0,0,0
2,138.556251,37.364583,138.559376,37.366666,3.8,40.93634,5638043443,0,0,0
2,138.565625,37.364583,138.568751,37.366666,3.8,45.354496,5638043534,0,0,0
2,138.725001,37.347916,138.728126,37.350000,3.8,48.582054,5638051833,0,0,0
2,138.721875,37.354166,138.725001,37.356250,3.8,47.621856,5638052742,0,0,0
2,138.721875,37.356250,138.725001,37.358333,3.8,40.854055,5638052744,0,0,0
2,138.728126,37.352083,138.731251,37.354166,3.8,44.637486,5638052814,0,0,0
2,138.725001,37.354166,138.728126,37.356250,3.8,42.287841,5638052831,0,0,0
2,138.831250,37.347916,138.834376,37.350000,3.8,46.131269,5638061643,0,0,0
2,138.828126,37.350000,138.831250,37.352083,3.8,41.949907,5638062612,0,0,0
2,138.865626,37.433333,138.868751,37.435416,3.8,49.286512,5638162912,0,0,0
2,138.771876,37.593750,138.775001,37.595833,3.8,40.919135,5638361124,0,0,0
2,138.950001,37.589583,138.953126,37.591666,3.8,46.330404,5638370633,0,0,0
2,138.837501,37.685416,138.840626,37.687500,3.8,50.497615,5638462713,0,0,0
2,138.840626,37.685416,138.843751,37.687500,3.8,45.1636,5638462714,0,0,0
2,138.843751,37.685416,138.846875,37.687500,3.8,50.039686,5638462723,0,0,0
2,138.846875,37.685416,138.850001,37.687500,3.8,44.705671,5638462724,0,0,0
2,138.837501,37.687500,138.840626,37.689583,3.8,42.000037,5638462731,0,0,0
2,138.843751,37.687500,138.846875,37.689583,3.8,41.542107,5638462741,0,0,0
2,138.846875,37.687500,138.850001,37.689583,3.8,46.418192,5638462742,0,0,0
2,138.843751,37.689583,138.846875,37.691666,3.8,47.214855,5638462743,0,0,0
2,138.553126,37.333333,138.556251,37.335416,3.7,44.598318,5638040412,0,0,0
2,138.556251,37.333333,138.559376,37.335416,3.7,39.855306,5638040421,0,0,0
2,138.559376,37.333333,138.562501,37.335416,3.7,44.191126,5638040422,0,0,0
2,138.559376,37.335416,138.562501,37.337500,3.7,38.029906,5638040424,0,0,0
2,138.553126,37.339583,138.556251,37.341666,3.7,36.415064,5638040434,0,0,0
2,138.559376,37.337500,138.562501,37.339583,3.7,41.35471,5638040442,0,0,0
2,138.556251,37.339583,138.559376,37.341666,3.7,40.750884,5638040443,0,0,0
2,138.559376,37.339583,138.562501,37.341666,3.7,45.086705,5638040444,0,0,0
2,138.562501,37.333333,138.565625,37.335416,3.7,39.448114,5638040511,0,0,0
2,138.565625,37.333333,138.568751,37.335416,3.7,43.783935,5638040512,0,0,0
2,138.562501,37.335416,138.565625,37.337500,3.7,42.365727,5638040513,0,0,0
2,138.565625,37.335416,138.568751,37.337500,3.7,37.622715,5638040514,0,0,0
2,138.568751,37.333333,138.571876,37.335416,3.7,39.040923,5638040521,0,0,0
2,138.571876,37.333333,138.575001,37.335416,3.7,43.376744,5638040522,0,0,0
2,138.568751,37.335416,138.571876,37.337500,3.7,41.958535,5638040523,0,0,0
2,138.571876,37.335416,138.575001,37.337500,3.7,37.215523,5638040524,0,0,0
2,138.562501,37.337500,138.565625,37.339583,3.7,36.611698,5638040531,0,0,0
2,138.565625,37.337500,138.568751,37.339583,3.7,40.947518,5638040532,0,0,0
2,138.562501,37.339583,138.565625,37.341666,3.7,40.343693,5638040533,0,0,0
2,138.565625,37.339583,138.568751,37.341666,3.7,44.679513,5638040534,0,0,0
2,138.568751,37.337500,138.571876,37.339583,3.7,45.283339,5638040541,0,0,0
2,138.571876,37.337500,138.575001,37.339583,3.7,40.540327,5638040542,0,0,0
2,138.568751,37.339583,138.571876,37.341666,3.7,39.936502,5638040543,0,0,0
2,138.571876,37.339583,138.575001,37.341666,3.7,44.272322,5638040544,0,0,0
2,138.575001,37.333333,138.578126,37.335416,3.7,38.633732,5638040611,0,0,0
2,138.550000,37.341666,138.553126,37.343750,3.7,40.961441,5638041411,0,0,0
2,138.550000,37.343750,138.553126,37.345833,3.7,40.357616,5638041413,0,0,0
2,138.553126,37.343750,138.556251,37.345833,3.7,44.693436,5638041414,0,0,0
2,138.556251,37.341666,138.559376,37.343750,3.7,40.55425,5638041421,0,0,0
2,138.559376,37.341666,138.562501,37.343750,3.7,44.890071,5638041422,0,0,0
2,138.556251,37.343750,138.559376,37.345833,3.7,39.950425,5638041423,0,0,0
2,138.559376,37.343750,138.562501,37.345833,3.7,44.286245,5638041424,0,0,0
2,138.550000,37.345833,138.553126,37.347916,3.7,44.903993,5638041431,0,0,0
2,138.553126,37.345833,138.556251,37.347916,3.7,40.160982,5638041432,0,0,0
2,138.553126,37.347916,138.556251,37.350000,3.7,40.77873,5638041434,0,0,0
2,138.556251,37.345833,138.559376,37.347916,3.7,44.496802,5638041441,0,0,0
2,138.559376,37.347916,138.562501,37.350000,3.7,40.371539,5638041444,0,0,0
2,138.562501,37.341666,138.565625,37.343750,3.7,40.147059,5638041511,0,0,0
2,138.565625,37.341666,138.568751,37.343750,3.7,44.482879,5638041512,0,0,0
2,138.568751,37.341666,138.571876,37.343750,3.7,39.739867,5638041521,0,0,0
2,138.571876,37.341666,138.575001,37.343750,3.7,44.075688,5638041522,0,0,0
2,138.568751,37.343750,138.571876,37.345833,3.7,39.136042,5638041523,0,0,0
2,138.562501,37.345833,138.565625,37.347916,3.7,44.089611,5638041531,0,0,0
2,138.562501,37.347916,138.565625,37.350000,3.7,44.707359,5638041533,0,0,0
2,138.565625,37.347916,138.568751,37.350000,3.7,39.964347,5638041534,0,0,0
2,138.568751,37.345833,138.571876,37.347916,3.7,43.682419,5638041541,0,0,0
2,138.568751,37.347916,138.571876,37.350000,3.7,44.300168,5638041543,0,0,0
2,138.575001,37.341666,138.578126,37.343750,3.7,39.332676,5638041611,0,0,0
2,138.584376,37.347916,138.587501,37.350000,3.7,38.742773,5638041644,0,0,0
2,138.546876,37.354166,138.550000,37.356250,3.7,44.667932,5638042342,0,0,0
2,138.556251,37.350000,138.559376,37.352083,3.7,40.989287,5638042421,0,0,0
2,138.559376,37.350000,138.562501,37.352083,3.7,45.325108,5638042422,0,0,0
2,138.562501,37.350000,138.565625,37.352083,3.7,40.582096,5638042511,0,0,0
2,138.565625,37.350000,138.568751,37.352083,3.7,44.917916,5638042512,0,0,0
2,138.562501,37.352083,138.565625,37.354166,3.7,36.864024,5638042513,0,0,0
2,138.565625,37.352083,138.568751,37.354166,3.7,41.199844,5638042514,0,0,0
2,138.568751,37.354166,138.571876,37.356250,3.7,38.703346,5638042541,0,0,0
2,138.568751,37.356250,138.571876,37.358333,3.7,41.764243,5638042543,0,0,0
2,138.584376,37.350000,138.587501,37.352083,3.7,43.696342,5638042622,0,0,0
2,138.581250,37.352083,138.584376,37.354166,3.7,44.721282,5638042623,0,0,0
2,138.575001,37.354166,138.578126,37.356250,3.7,38.296155,5638042631,0,0,0
2,138.578126,37.354166,138.581250,37.356250,3.7,42.631976,5638042632,0,0,0
2,138.575001,37.356250,138.578126,37.358333,3.7,41.357052,5638042633,0,0,0
2,138.578126,37.356250,138.581250,37.358333,3.7,36.61404,5638042634,0,0,0
2,138.581250,37.354166,138.584376,37.356250,3.7,37.888964,5638042641,0,0,0
2,138.581250,37.356250,138.584376,37.358333,3.7,40.94986,5638042643,0,0,0
2,138.609376,37.356250,138.612500,37.358333,3.7,43.656915,5638042844,0,0,0
2,138.546876,37.358333,138.550000,37.360416,3.7,42.525276,5638043322,0,0,0
2,138.568751,37.358333,138.571876,37.360416,3.7,36.56069,5638043521,0,0,0
2,138.571876,37.358333,138.575001,37.360416,3.7,40.89651,5638043522,0,0,0
2,138.571876,37.360416,138.575001,37.362500,3.7,44.771789,5638043524,0,0,0
2,138.578126,37.358333,138.581250,37.360416,3.7,40.489319,5638043612,0,0,0
2,138.575001,37.360416,138.578126,37.362500,3.7,40.028778,5638043613,0,0,0
2,138.581250,37.360416,138.584376,37.362500,3.7,39.621586,5638043623,0,0,0
2,138.575001,37.362500,138.578126,37.364583,3.7,44.311248,5638043631,0,0,0
2,138.578126,37.364583,138.581250,37.366666,3.7,39.514886,5638043634,0,0,0
2,138.584376,37.362500,138.587501,37.364583,3.7,39.161045,5638043642,0,0,0
2,138.581250,37.364583,138.584376,37.366666,3.7,43.850707,5638043643,0,0,0
2,138.584376,37.364583,138.587501,37.366666,3.7,39.107695,5638043644,0,0,0
2,138.581250,37.366666,138.584376,37.368750,3.7,44.611739,5638044621,0,0,0
2,138.584376,37.366666,138.587501,37.368750,3.7,39.868727,5638044622,0,0,0
2,138.587501,37.366666,138.590626,37.368750,3.7,44.204548,5638044711,0,0,0
2,138.593751,37.368750,138.596875,37.370833,3.7,36.701131,5638044723,0,0,0
2,138.609376,37.366666,138.612500,37.368750,3.7,38.239962,5638044822,0,0,0
2,138.590626,37.387500,138.593751,37.389583,3.7,41.175261,5638046732,0,0,0
2,138.590626,37.389583,138.593751,37.391666,3.7,39.779714,5638046734,0,0,0
2,138.746876,37.358333,138.750001,37.360416,3.7,38.573985,5638053922,0,0,0
2,138.778126,37.372916,138.781251,37.375000,3.7,40.379776,5638064234,0,0,0
2,138.781251,37.372916,138.784375,37.375000,3.7,44.715596,5638064243,0,0,0
2,138.784375,37.372916,138.787501,37.375000,3.7,39.972585,5638064244,0,0,0
2,138.787501,37.372916,138.790626,37.375000,3.7,44.308405,5638064333,0,0,0
2,138.790626,37.372916,138.793751,37.375000,3.7,39.565393,5638064334,0,0,0
2,138.803126,37.366666,138.806251,37.368750,3.7,43.774695,5638064412,0,0,0
2,138.800000,37.372916,138.803126,37.375000,3.7,43.494022,5638064433,0,0,0
2,138.778126,37.375000,138.781251,37.377083,3.7,40.062519,5638065212,0,0,0
2,138.778126,37.377083,138.781251,37.379166,3.7,44.488273,5638065214,0,0,0
2,138.781251,37.375000,138.784375,37.377083,3.7,44.398339,5638065221,0,0,0
2,138.784375,37.375000,138.787501,37.377083,3.7,39.655327,5638065222,0,0,0
2,138.781251,37.377083,138.784375,37.379166,3.7,39.745262,5638065223,0,0,0
2,138.784375,37.377083,138.787501,37.379166,3.7,44.081082,5638065224,0,0,0
2,138.778126,37.379166,138.781251,37.381250,3.7,40.649578,5638065232,0,0,0
2,138.778126,37.381250,138.781251,37.383333,3.7,37.218075,5638065234,0,0,0
2,138.781251,37.379166,138.784375,37.381250,3.7,44.985399,5638065241,0,0,0
2,138.784375,37.379166,138.787501,37.381250,3.7,40.242387,5638065242,0,0,0
2,138.781251,37.381250,138.784375,37.383333,3.7,41.553895,5638065243,0,0,0
2,138.784375,37.381250,138.787501,37.383333,3.7,36.810883,5638065244,0,0,0
2,138.787501,37.375000,138.790626,37.377083,3.7,43.991148,5638065311,0,0,0
2,138.790626,37.375000,138.793751,37.377083,3.7,39.248136,5638065312,0,0,0
2,138.787501,37.377083,138.790626,37.379166,3.7,39.33807,5638065313,0,0,0
2,138.790626,37.377083,138.793751,37.379166,3.7,43.673891,5638065314,0,0,0
2,138.793751,37.375000,138.796876,37.377083,3.7,43.583957,5638065321,0,0,0
2,138.793751,37.377083,138.796876,37.379166,3.7,38.930879,5638065323,0,0,0
2,138.787501,37.379166,138.790626,37.381250,3.7,44.578208,5638065331,0,0,0
2,138.790626,37.379166,138.793751,37.381250,3.7,39.835196,5638065332,0,0,0
2,138.787501,37.381250,138.790626,37.383333,3.7,41.146704,5638065333,0,0,0
2,138.790626,37.381250,138.793751,37.383333,3.7,36.403692,5638065334,0,0,0
2,138.793751,37.379166,138.796876,37.381250,3.7,44.171016,5638065341,0,0,0
2,138.793751,37.381250,138.796876,37.383333,3.7,40.739513,5638065343,0,0,0
2,138.800000,37.375000,138.803126,37.377083,3.7,43.176765,5638065411,0,0,0
2,138.800000,37.377083,138.803126,37.379166,3.7,38.523688,5638065413,0,0,0
2,138.778126,37.383333,138.781251,37.385416,3.7,43.272595,5638066212,0,0,0
2,138.778126,37.385416,138.781251,37.387500,3.7,44.991294,5638066214,0,0,0
2,138.781251,37.383333,138.784375,37.385416,3.7,38.529583,5638066221,0,0,0
2,138.784375,37.383333,138.787501,37.385416,3.7,42.865404,5638066222,0,0,0
2,138.781251,37.385416,138.784375,37.387500,3.7,40.248283,5638066223,0,0,0
2,138.784375,37.385416,138.787501,37.387500,3.7,44.584103,5638066224,0,0,0
2,138.778126,37.387500,138.781251,37.389583,3.7,38.038353,5638066232,0,0,0
2,138.781251,37.387500,138.784375,37.389583,3.7,42.374173,5638066241,0,0,0
2,138.784375,37.387500,138.787501,37.389583,3.7,37.631162,5638066242,0,0,0
2,138.781251,37.389583,138.784375,37.391666,3.7,40.978626,5638066243,0,0,0
2,138.784375,37.389583,138.787501,37.391666,3.7,45.314447,5638066244,0,0,0
2,138.787501,37.383333,138.790626,37.385416,3.7,38.122392,5638066311,0,0,0
2,138.790626,37.383333,138.793751,37.385416,3.7,42.458212,5638066312,0,0,0
2,138.787501,37.385416,138.790626,37.387500,3.7,39.841091,5638066313,0,0,0
2,138.790626,37.385416,138.793751,37.387500,3.7,44.176912,5638066314,0,0,0
2,138.793751,37.383333,138.796876,37.385416,3.7,37.7152,5638066321,0,0,0
2,138.793751,37.385416,138.796876,37.387500,3.7,39.4339,5638066323,0,0,0
2,138.787501,37.387500,138.790626,37.389583,3.7,41.966982,5638066331,0,0,0
2,138.790626,37.387500,138.793751,37.389583,3.7,37.22397,5638066332,0,0,0
2,138.787501,37.389583,138.790626,37.391666,3.7,40.571435,5638066333,0,0,0
2,138.790626,37.389583,138.793751,37.391666,3.7,44.907256,5638066334,0,0,0
2,138.793751,37.387500,138.796876,37.389583,3.7,41.559791,5638066341,0,0,0
2,138.793751,37.389583,138.796876,37.391666,3.7,40.164244,5638066343,0,0,0
2,138.796876,37.389583,138.800000,37.391666,3.7,44.500064,5638066344,0,0,0
2,138.834376,37.383333,138.837501,37.385416,3.7,40.015064,5638066622,0,0,0
2,138.784375,37.391666,138.787501,37.393750,3.7,43.9189,5638067222,0,0,0
2,138.778126,37.397916,138.781251,37.400000,3.7,43.396981,5638067234,0,0,0
2,138.787501,37.391666,138.790626,37.393750,3.7,39.175888,5638067311,0,0,0
2,138.790626,37.391666,138.793751,37.393750,3.7,43.511709,5638067312,0,0,0
2,138.787501,37.393750,138.790626,37.395833,3.7,37.780341,5638067313,0,0,0
2,138.790626,37.393750,138.793751,37.395833,3.7,42.116162,5638067314,0,0,0
2,138.793751,37.391666,138.796876,37.393750,3.7,38.768697,5638067321,0,0,0
2,138.796876,37.391666,138.800000,37.393750,3.7,43.104517,5638067322,0,0,0
2,138.793751,37.393750,138.796876,37.395833,3.7,37.37315,5638067323,0,0,0
2,138.796876,37.393750,138.800000,37.395833,3.7,41.70897,5638067324,0,0,0
2,138.787501,37.395833,138.790626,37.397916,3.7,41.942189,5638067331,0,0,0
2,138.790626,37.395833,138.793751,37.397916,3.7,37.199177,5638067332,0,0,0
2,138.790626,37.397916,138.793751,37.400000,3.7,42.582598,5638067334,0,0,0
2,138.793751,37.395833,138.796876,37.397916,3.7,41.534997,5638067341,0,0,0
2,138.796876,37.395833,138.800000,37.397916,3.7,36.791985,5638067342,0,0,0
2,138.793751,37.397916,138.796876,37.400000,3.7,37.839587,5638067343,0,0,0
2,138.796876,37.397916,138.800000,37.400000,3.7,42.175407,5638067344,0,0,0
2,138.800000,37.393750,138.803126,37.395833,3.7,36.965958,5638067413,0,0,0
2,138.800000,37.395833,138.803126,37.397916,3.7,41.127806,5638067431,0,0,0
2,138.803126,37.395833,138.806251,37.397916,3.7,36.384794,5638067432,0,0,0
2,138.800000,37.397916,138.803126,37.400000,3.7,37.432395,5638067433,0,0,0
2,138.834376,37.391666,138.837501,37.393750,3.7,41.068561,5638067622,0,0,0
2,138.831250,37.393750,138.834376,37.395833,3.7,44.416025,5638067623,0,0,0
2,138.778126,37.400000,138.781251,37.402083,3.7,44.851773,5638068212,0,0,0
2,138.778126,37.402083,138.781251,37.404166,3.7,38.449307,5638068214,0,0,0
2,138.781251,37.400000,138.784375,37.402083,3.7,40.108762,5638068221,0,0,0
2,138.784375,37.400000,138.787501,37.402083,3.7,44.444582,5638068222,0,0,0
2,138.781251,37.402083,138.784375,37.404166,3.7,42.785128,5638068223,0,0,0
2,138.784375,37.402083,138.787501,37.404166,3.7,38.042116,5638068224,0,0,0
2,138.778126,37.404166,138.781251,37.406250,3.7,38.82581,5638068232,0,0,0
2,138.778126,37.406250,138.781251,37.408333,3.7,44.759707,5638068234,0,0,0
2,138.781251,37.404166,138.784375,37.406250,3.7,43.16163,5638068241,0,0,0
2,138.784375,37.404166,138.787501,37.406250,3.7,38.418619,5638068242,0,0,0
2,138.781251,37.406250,138.784375,37.408333,3.7,40.016695,5638068243,0,0,0
2,138.784375,37.406250,138.787501,37.408333,3.7,44.352516,5638068244,0,0,0
2,138.787501,37.400000,138.790626,37.402083,3.7,39.70157,5638068311,0,0,0
2,138.790626,37.400000,138.793751,37.402083,3.7,44.037391,5638068312,0,0,0
2,138.790626,37.402083,138.793751,37.404166,3.7,37.634925,5638068314,0,0,0
2,138.793751,37.400000,138.796876,37.402083,3.7,39.294379,5638068321,0,0,0
2,138.796876,37.400000,138.800000,37.402083,3.7,43.630199,5638068322,0,0,0
2,138.793751,37.402083,138.796876,37.404166,3.7,41.970745,5638068323,0,0,0
2,138.796876,37.402083,138.800000,37.404166,3.7,37.227733,5638068324,0,0,0
2,138.787501,37.404166,138.790626,37.406250,3.7,42.754439,5638068331,0,0,0
2,138.790626,37.404166,138.793751,37.406250,3.7,38.011427,5638068332,0,0,0
2,138.803126,37.406250,138.806251,37.408333,3.7,43.130942,5638068434,0,0,0
2,138.796876,37.412500,138.800000,37.414583,3.7,44.547018,5638069342,0,0,0
2,138.796876,37.414583,138.800000,37.416666,3.7,44.252422,5638069344,0,0,0
2,138.800000,37.408333,138.803126,37.410416,3.7,41.614772,5638069411,0,0,0
2,138.828126,37.408333,138.831250,37.410416,3.7,44.729018,5638069612,0,0,0
2,138.828126,37.412500,138.831250,37.414583,3.7,42.918252,5638069632,0,0,0
2,138.796876,37.416666,138.800000,37.418750,3.7,40.436388,5638160322,0,0,0
2,138.796876,37.418750,138.800000,37.420833,3.7,41.770557,5638160324,0,0,0
2,138.806251,37.431250,138.809376,37.433333,3.7,40.048304,5638161443,0,0,0
2,138.840626,37.425000,138.843751,37.427083,3.7,36.430326,5638161712,0,0,0
2,138.840626,37.427083,138.843751,37.429166,3.7,36.686206,5638161714,0,0,0
2,138.843751,37.429166,138.846875,37.431250,3.7,41.277906,5638161741,0,0,0
2,138.806251,37.435416,138.809376,37.437500,3.7,40.703348,5638162423,0,0,0
2,138.809376,37.435416,138.812501,37.437500,3.7,45.039168,5638162424,0,0,0
2,138.803126,37.439583,138.806251,37.441666,3.7,38.10086,5638162434,0,0,0
2,138.806251,37.437500,138.809376,37.439583,3.7,37.437789,5638162441,0,0,0
2,138.809376,37.437500,138.812501,37.439583,3.7,41.77361,5638162442,0,0,0
2,138.806251,37.439583,138.809376,37.441666,3.7,42.436681,5638162443,0,0,0
