Mesh5th,BV,BI,EB,AMP,SI
4932169734,0,0,0,0,5.80000019
4932169743,0,0,0,0,5.80000019
4932169744,0,0,0,0,5.80000019
4932169811,0,0,0,0,5.80000019
4932169812,0,0,0,0,5.80000019
4932169821,0,0,0,0,5.80000019
4932169822,0,0,0,0,5.80000019
4932169813,0,0,0,0,5.80000019
4932169814,0,0,0,0,5.80000019
4932169823,0,0,0,0,5.80000019
4932169824,0,0,0,0,5.80000019
4932169831,0,0,0,0,5.80000019
4932169832,0,0,0,0,5.80000019
4932169841,0,0,0,0,5.80000019
4932169842,0,0,0,0,5.80000019
4932169833,0,0,0,0,5.80000019
4932169834,0,0,0,0,5.80000019
4932169843,0,0,0,0,5.80000019
4932169844,0,0,0,0,5.80000019
4932169911,0,0,0,0,5.80000019
4932169912,0,0,0,0,5.80000019
4932169921,0,0,0,0,5.80000019
4932169922,0,0,0,0,5.80000019
4932169913,0,0,0,0,5.80000019
4932169914,0,0,0,0,5.80000019
4932169923,0,0,0,0,5.80000019
4932169924,0,0,0,0,5.80000019
4932169931,0,0,0,0,5.80000019
4932169932,0,0,0,0,5.80000019
4932169941,0,0,0,0,5.80000019
4932169942,0,0,0,0,5.80000019
4932169933,0,0,0,0,5.80000019
4932169934,0,0,0,0,5.80000019
4932169943,0,0,0,0,5.80000019
4932169944,0,0,0,0,5.80000019
4932179011,0,0,0,0,5.80000019
4932179012,0,0,0,0,5.80000019
4932179021,0,0,0,0,5.80000019
4932179022,0,0,0,0,5.80000019
4932179013,0,0,0,0,5.80000019
4932179014,0,0,0,0,5.80000019
4932179023,0,0,0,0,5.80000019
4932179024,0,0,0,0,5.80000019
4932179031,0,0,0,0,5.80000019
4932179032,0,0,0,0,5.80000019
4932179041,0,0,0,0,5.80000019
4932179042,0,0,0,0,5.80000019
4932179033,0,0,0,0,5.80000019
4932179034,0,0,0,0,5.80000019
4932179043,0,0,0,0,5.80000019
4932179044,0,0,0,0,5.80000019
4932179111,0,0,0,0,5.80000019
4932179112,0,0,0,0,5.9000001
4932179121,0,0,0,0,5.9000001
4932179122,0,0,0,0,5.9000001
4932179113,0,0,0,0,5.9000001
4932179114,0,0,0,0,5.9000001
4932179123,0,0,0,0,5.9000001
4932179124,0,0,0,0,5.9000001
4932179131,0,0,0,0,5.9000001
4932179132,0,0,0,0,5.9000001
4932179141,0,0,0,0,5.9000001
4932179142,0,0,0,0,5.9000001
4932179133,0,0,0,0,5.9000001
4932179134,0,0,0,0,5.9000001
4932179143,0,0,0,0,5.9000001
4932179144,0,0,0,0,5.9000001
4932179211,0,0,0,0,5.9000001
4932179212,0,0,0,0,5.9000001
4932179221,0,0,0,0,5.9000001
4932179222,0,0,0,0,5.9000001
4932179213,0,0,0,0,5.9000001
4932179214,0,0,0,0,5.9000001
4932179223,0,0,0,0,5.9000001
4932179224,0,0,0,0,5.9000001
4932179231,0,0,0,0,5.9000001
4932179232,0,0,0,0,5.9000001
4932179241,0,0,0,0,5.9000001
4932179242,0,0,0,0,5.9000001
4932179233,0,0,0,0,5.9000001
4932179234,0,0,0,0,5.9000001
4932179243,0,0,0,0,5.9000001
4932179244,0,0,0,0,5.9000001
4932179311,0,0,0,0,5.9000001
4932179312,0,0,0,0,5.9000001
4932179321,0,0,0,0,5.9000001
4932179322,0,0,0,0,5.9000001
4932179313,0,0,0,0,5.9000001
4932179314,0,0,0,0,5.9000001
4932179323,0,0,0,0,5.9000001
4932179324,0,0,0,0,5.9000001
4932179331,0,0,0,0,5.9000001
4932179332,0,0,0,0,5.9000001
4932179341,0,0,0,0,5.9000001
4932179342,0,0,0,0,5.9000001
4932179333,0,0,0,0,5.9000001
4932179334,0,0,0,0,5.9000001
4932179343,0,0,0,0,5.9000001
4932179344,0,0,0,0,5.9000001
4932179411,0,0,0,0,5.9000001
4932179412,0,0,0,0,5.9000001
4932179421,0,0,0,0,5.9000001
4932179422,0,0,0,0,5.9000001
4932179413,0,0,0,0,5.9000001
4932179414,0,0,0,0,5.9000001
4932179423,0,0,0,0,5.9000001
4932179424,0,0,0,0,5.9000001
4932179431,0,0,0,0,5.9000001
4932179432,0,0,0,0,5.9000001
4932179441,0,0,0,0,5.9000001
4932179442,0,0,0,0,5.9000001
4932179433,0,0,0,0,5.9000001
4932179434,0,0,0,0,5.9000001
4932179443,0,0,0,0,5.9000001
4932179444,0,0,0,0,5.9000001
4932179511,0,0,0,0,5.9000001
4932179512,0,0,0,0,5.9000001
4932179521,0,0,0,0,6.30000019
4932179522,0,0,0,0,6.30000019
4932179513,0,0,0,0,5.9000001
4932179514,0,0,0,0,5.9000001
4932179523,0,0,0,0,5.9000001
4932179524,0,0,0,0,5.9000001
4932179531,0,0,0,0,5.9000001
4932179532,0,0,0,0,5.9000001
4932179541,0,0,0,0,5.9000001
4932179542,0,0,0,0,5.9000001
4932179533,0,0,0,0,5.9000001
4932179534,0,0,0,0,5.9000001
4932179543,0,0,0,0,5.9000001
4932179544,0,0,0,0,5.80000019
4932179611,0,0,0,0,6.0999999
4932179612,0,0,0,0,5.9000001
4932179621,0,0,0,0,5.9000001
4932179613,0,0,0,0,5.80000019
4932179614,0,0,0,0,5.80000019
4932179623,0,0,0,0,5.9000001
4932179624,0,0,0,0,5.9000001
4932179631,0,0,0,0,5.80000019
4932179632,0,0,0,0,5.80000019
4932179641,0,0,0,0,5.9000001
4932179642,0,0,0,0,5.9000001
4932179633,0,0,0,0,5.80000019
4932179634,0,0,0,0,5.80000019
4932179643,0,0,0,0,5.9000001
4932250241,0,0,0,0,5.5
4932250242,0,0,0,0,5.5
4932250311,0,0,0,0,5.5
4932250312,0,0,0,0,5.5
4932250321,0,0,0,0,5.5
4932250322,0,0,0,0,5.5
4932250313,0,0,0,0,5.5
4932250314,0,0,0,0,5.5
4932250323,0,0,0,0,5.5
4932250324,0,0,0,0,5.5
4932250331,0,0,0,0,5.5
4932250332,0,0,0,0,5.5
4932250341,0,0,0,0,5.5
4932250342,0,0,0,0,5.5999999
4932250334,0,0,0,0,5.5999999
4932250343,0,0,0,0,5.5999999
4932250344,0,0,0,0,5.5999999
4932250411,0,0,0,0,5.5999999
4932250412,0,0,0,0,5.5999999
4932250421,0,0,0,0,5.5999999
4932250422,0,0,0,0,5.5999999
4932250413,0,0,0,0,5.5999999
4932250414,0,0,0,0,5.5999999
4932250423,0,0,0,0,5.5999999
4932250424,0,0,0,0,5.5999999
4932250431,0,0,0,0,5.5999999
4932250432,0,0,0,0,5.5999999
4932250441,0,0,0,0,5.5999999
4932250442,0,0,0,0,5.5999999
4932250433,0,0,0,0,5.5999999
4932250434,0,0,0,0,5.5999999
4932250443,0,0,0,0,5.5999999
4932250444,0,0,0,0,5.5999999
4932250511,0,0,0,0,5.5999999
4932250512,0,0,0,0,5.5999999
4932250521,0,0,0,0,5.5999999
4932250522,0,0,0,0,5.69999981
4932250513,0,0,0,0,5.5999999
4932250514,0,0,0,0,5.5999999
4932250523,0,0,0,0,5.5999999
4932250524,0,0,0,0,5.69999981
4932250531,0,0,0,0,5.5999999
4932250532,0,0,0,0,5.69999981
4932250541,0,0,0,0,5.69999981
4932250542,0,0,0,0,5.69999981
4932250533,0,0,0,0,5.69999981
4932250534,0,0,0,0,5.69999981
4932250543,0,0,0,0,5.69999981
4932250544,0,0,0,0,5.69999981
4932250611,0,0,0,0,5.69999981
4932250612,0,0,0,0,5.69999981
4932250621,0,0,0,0,5.69999981
4932250622,0,0,0,0,5.69999981
4932250613,0,0,0,0,5.69999981
4932250614,0,0,0,0,5.69999981
4932250623,0,0,0,0,5.69999981
4932250624,0,0,0,0,5.69999981
4932250631,0,0,0,0,5.69999981
4932250632,0,0,0,0,5.69999981
4932250641,0,0,0,0,5.69999981
4932250642,0,0,0,0,5.69999981
4932250633,0,0,0,0,5.80000019
4932250634,0,0,0,0,5.69999981
4932250643,0,0,0,0,5.80000019
4932250644,0,0,0,0,5.69999981
4932250711,0,0,0,0,5.69999981
4932250712,0,0,0,0,5.69999981
4932250721,0,0,0,0,5.69999981
4932250722,0,0,0,0,5.69999981
4932250713,0,0,0,0,5.69999981
4932250714,0,0,0,0,5.69999981
4932250723,0,0,0,0,5.69999981
4932250724,0,0,0,0,5.69999981
4932250731,0,0,0,0,5.69999981
4932250732,0,0,0,0,5.69999981
4932250741,0,0,0,0,5.69999981
4932250742,0,0,0,0,5.69999981
4932250733,0,0,0,0,5.80000019
4932250734,0,0,0,0,5.80000019
4932250743,0,0,0,0,5.69999981
4932250744,0,0,0,0,5.69999981
4932250811,0,0,0,0,5.69999981
4932250812,0,0,0,0,5.69999981
4932250821,0,0,0,0,5.69999981
4932250822,0,0,0,0,5.69999981
4932250813,0,0,0,0,5.69999981
4932250814,0,0,0,0,5.69999981
4932250823,0,0,0,0,5.69999981
4932250824,0,0,0,0,5.69999981
4932250831,0,0,0,0,5.69999981
4932250832,0,0,0,0,5.69999981
4932250841,0,0,0,0,5.69999981
4932250842,0,0,0,0,5.69999981
4932250833,0,0,0,0,5.69999981
4932250834,0,0,0,0,5.69999981
4932250843,0,0,0,0,5.69999981
4932250844,0,0,0,0,5.69999981
4932250911,0,0,0,0,5.69999981
4932250912,0,0,0,0,5.69999981
4932250921,0,0,0,0,5.69999981
4932250922,0,0,0,0,5.69999981
4932250913,0,0,0,0,5.69999981
4932250914,0,0,0,0,5.69999981
4932250923,0,0,0,0,5.69999981
4932250924,0,0,0,0,5.69999981
4932250931,0,0,0,0,5.69999981
4932250932,0,0,0,0,5.69999981
4932250941,0,0,0,0,5.69999981
4932250942,0,0,0,0,5.69999981
4932250933,0,0,0,0,5.69999981
4932250934,0,0,0,0,5.69999981
4932250943,0,0,0,0,5.69999981
4932250944,0,0,0,0,5.69999981
4932260011,0,0,0,0,5.69999981
4932260012,0,0,0,0,5.69999981
4932260021,0,0,0,0,5.69999981
4932260022,0,0,0,0,5.69999981
4932260013,0,0,0,0,5.69999981
4932260014,0,0,0,0,5.69999981
4932260023,0,0,0,0,5.69999981
4932260024,0,0,0,0,5.69999981
4932260031,0,0,0,0,5.69999981
4932260032,0,0,0,0,5.69999981
4932260041,0,0,0,0,5.69999981
4932260042,0,0,0,0,5.69999981
4932260033,0,0,0,0,5.69999981
4932260034,0,0,0,0,5.69999981
4932260043,0,0,0,0,5.69999981
4932260044,0,0,0,0,5.69999981
4932260111,0,0,0,0,5.69999981
4932260112,0,0,0,0,5.69999981
4932260121,0,0,0,0,5.69999981
4932260122,0,0,0,0,5.69999981
4932260113,0,0,0,0,5.69999981
4932260114,0,0,0,0,5.69999981
4932260123,0,0,0,0,5.69999981
4932260124,0,0,0,0,5.69999981
4932260131,0,0,0,0,5.69999981
4932260132,0,0,0,0,5.69999981
4932260141,0,0,0,0,5.69999981
4932260142,0,0,0,0,5.69999981
4932260133,0,0,0,0,5.69999981
4932260134,0,0,0,0,5.69999981
4932260143,0,0,0,0,5.69999981
4932260144,0,0,0,0,5.69999981
4932260211,0,0,0,0,5.69999981
4932260212,0,0,0,0,5.69999981
4932260221,0,0,0,0,5.69999981
4932260222,0,0,0,0,5.69999981
4932260213,0,0,0,0,5.69999981
4932260214,0,0,0,0,5.69999981
4932260223,0,0,0,0,5.69999981
4932260224,0,0,0,0,5.69999981
4932260231,0,0,0,0,5.69999981
4932260232,0,0,0,0,5.69999981
4932260241,0,0,0,0,5.69999981
4932260242,0,0,0,0,5.69999981
4932260233,0,0,0,0,5.69999981
4932260234,0,0,0,0,5.69999981
4932260243,0,0,0,0,5.69999981
4932260244,0,0,0,0,5.69999981
4932260311,0,0,0,0,5.69999981
4932260312,0,0,0,0,5.69999981
4932260321,0,0,0,0,5.80000019
4932260322,0,0,0,0,5.80000019
4932260313,0,0,0,0,5.69999981
4932260314,0,0,0,0,5.69999981
4932260323,0,0,0,0,5.80000019
4932260324,0,0,0,0,5.80000019
4932260331,0,0,0,0,5.69999981
4932260332,0,0,0,0,5.69999981
4932260341,0,0,0,0,5.69999981
4932260342,0,0,0,0,5.80000019
4932260333,0,0,0,0,5.69999981
4932260334,0,0,0,0,5.69999981
4932260343,0,0,0,0,5.69999981
4932260344,0,0,0,0,5.69999981
4932260411,0,0,0,0,5.80000019
4932260412,0,0,0,0,5.80000019
4932260421,0,0,0,0,5.80000019
4932260422,0,0,0,0,5.80000019
4932260413,0,0,0,0,5.80000019
4932260414,0,0,0,0,5.80000019
4932260423,0,0,0,0,5.80000019
4932260424,0,0,0,0,5.80000019
4932260431,0,0,0,0,5.80000019
4932260432,0,0,0,0,5.80000019
4932260441,0,0,0,0,5.80000019
4932260442,0,0,0,0,5.80000019
4932260433,0,0,0,0,5.80000019
4932260434,0,0,0,0,5.80000019
4932260443,0,0,0,0,5.80000019
4932260444,0,0,0,0,5.80000019
4932260511,0,0,0,0,5.80000019
4932260512,0,0,0,0,5.80000019
4932260521,0,0,0,0,5.80000019
4932260522,0,0,0,0,5.80000019
4932260513,0,0,0,0,5.80000019
4932260514,0,0,0,0,5.80000019
4932260523,0,0,0,0,5.80000019
4932260524,0,0,0,0,5.80000019
4932260531,0,0,0,0,5.80000019
4932260532,0,0,0,0,5.80000019
4932260541,0,0,0,0,5.80000019
4932260542,0,0,0,0,5.80000019
4932260533,0,0,0,0,5.80000019
4932260534,0,0,0,0,5.80000019
4932260543,0,0,0,0,5.80000019
4932260544,0,0,0,0,5.80000019
4932260611,0,0,0,0,5.80000019
4932260612,0,0,0,0,5.80000019
4932260621,0,0,0,0,5.80000019
4932260622,0,0,0,0,5.80000019
4932260613,0,0,0,0,5.80000019
4932260614,0,0,0,0,5.80000019
4932260623,0,0,0,0,5.80000019
4932260624,0,0,0,0,5.80000019
4932260631,0,0,0,0,5.80000019
4932260632,0,0,0,0,5.80000019
4932260641,0,0,0,0,5.80000019
4932260642,0,0,0,0,5.80000019
4932260633,0,0,0,0,5.80000019
4932260634,0,0,0,0,5.80000019
4932260643,0,0,0,0,5.80000019
4932260644,0,0,0,0,5.80000019
4932260711,0,0,0,0,5.80000019
4932260712,0,0,0,0,5.80000019
4932260721,0,0,0,0,5.80000019
4932260722,0,0,0,0,5.80000019
4932260713,0,0,0,0,5.80000019
4932260714,0,0,0,0,5.80000019
4932260723,0,0,0,0,5.80000019
4932260724,0,0,0,0,5.80000019
4932260731,0,0,0,0,5.80000019
4932260732,0,0,0,0,5.80000019
4932260741,0,0,0,0,5.80000019
4932260742,0,0,0,0,5.80000019
4932260733,0,0,0,0,5.80000019
4932260734,0,0,0,0,5.80000019
4932260743,0,0,0,0,5.80000019
4932260744,0,0,0,0,5.80000019
4932260811,0,0,0,0,5.80000019
4932260812,0,0,0,0,5.80000019
4932260821,0,0,0,0,5.80000019
4932260822,0,0,0,0,5.80000019
4932260813,0,0,0,0,5.80000019
4932260814,0,0,0,0,5.80000019
4932260823,0,0,0,0,5.80000019
4932260824,0,0,0,0,5.80000019
4932260831,0,0,0,0,5.80000019
4932260832,0,0,0,0,5.80000019
4932260841,0,0,0,0,5.80000019
4932260842,0,0,0,0,5.80000019
4932260833,0,0,0,0,5.80000019
4932260834,0,0,0,0,5.80000019
4932260843,0,0,0,0,5.80000019
4932260844,0,0,0,0,5.80000019
4932260911,0,0,0,0,5.80000019
4932260912,0,0,0,0,5.80000019
4932260921,0,0,0,0,5.80000019
4932260922,0,0,0,0,5.80000019
4932260913,0,0,0,0,5.80000019
4932260914,0,0,0,0,5.80000019
4932260923,0,0,0,0,5.80000019
4932260924,0,0,0,0,5.80000019
4932260931,0,0,0,0,5.80000019
4932260932,0,0,0,0,5.80000019
4932260941,0,0,0,0,5.80000019
4932260942,0,0,0,0,5.80000019
4932260933,0,0,0,0,5.80000019
4932260934,0,0,0,0,5.80000019
4932260943,0,0,0,0,5.80000019
4932260944,0,0,0,0,5.80000019
4932270011,0,0,0,0,5.80000019
4932270012,0,0,0,0,5.80000019
4932270021,0,0,0,0,5.80000019
4932270022,0,0,0,0,5.9000001
4932270013,0,0,0,0,5.80000019
4932270014,0,0,0,0,5.80000019
4932270023,0,0,0,0,5.80000019
4932270024,0,0,0,0,5.9000001
4932270031,0,0,0,0,5.80000019
4932270032,0,0,0,0,5.80000019
4932270041,0,0,0,0,5.9000001
4932270042,0,0,0,0,5.9000001
4932270033,0,0,0,0,5.80000019
4932270034,0,0,0,0,5.9000001
4932270043,0,0,0,0,5.9000001
4932270044,0,0,0,0,5.9000001
4932270111,0,0,0,0,5.9000001
4932270112,0,0,0,0,5.9000001
4932270121,0,0,0,0,5.9000001
4932270122,0,0,0,0,5.9000001
4932270113,0,0,0,0,5.9000001
4932270114,0,0,0,0,5.9000001
4932270123,0,0,0,0,5.9000001
4932270124,0,0,0,0,5.9000001
4932270131,0,0,0,0,5.9000001
4932270132,0,0,0,0,5.9000001
4932270141,0,0,0,0,5.9000001
4932270142,0,0,0,0,5.9000001
4932270133,0,0,0,0,5.9000001
4932270134,0,0,0,0,5.9000001
4932270143,0,0,0,0,5.9000001
4932270144,0,0,0,0,5.9000001
4932270211,0,0,0,0,5.9000001
4932270212,0,0,0,0,5.9000001
4932270221,0,0,0,0,5.9000001
4932270222,0,0,0,0,5.9000001
4932270213,0,0,0,0,5.9000001
4932270214,0,0,0,0,5.9000001
4932270223,0,0,0,0,5.9000001
4932270224,0,0,0,0,5.9000001
4932270231,0,0,0,0,5.9000001
4932270232,0,0,0,0,5.9000001
4932270241,0,0,0,0,5.9000001
4932270242,0,0,0,0,5.9000001
4932270233,0,0,0,0,5.9000001
4932270234,0,0,0,0,5.9000001
4932270243,0,0,0,0,5.9000001
4932270244,0,0,0,0,5.9000001
4932270311,0,0,0,0,5.9000001
4932270312,0,0,0,0,5.9000001
4932270321,0,0,0,0,5.9000001
4932270322,0,0,0,0,5.9000001
4932270313,0,0,0,0,5.9000001
4932270314,0,0,0,0,5.9000001
4932270323,0,0,0,0,5.9000001
4932270324,0,0,0,0,5.9000001
4932270331,0,0,0,0,5.9000001
4932270332,0,0,0,0,5.9000001
4932270341,0,0,0,0,5.9000001
4932270342,0,0,0,0,5.9000001
4932270333,0,0,0,0,5.9000001
4932270334,0,0,0,0,5.9000001
4932270343,0,0,0,0,5.9000001
4932270344,0,0,0,0,5.9000001
4932270411,0,0,0,0,5.9000001
4932270412,0,0,0,0,5.9000001
4932270421,0,0,0,0,5.9000001
4932270422,0,0,0,0,5.9000001
4932270413,0,0,0,0,5.9000001
4932270414,0,0,0,0,5.9000001
4932270423,0,0,0,0,5.9000001
4932270424,0,0,0,0,5.9000001
4932270431,0,0,0,0,5.9000001
4932270432,0,0,0,0,5.9000001
4932270441,0,0,0,0,5.9000001
4932270442,0,0,0,0,5.9000001
4932270433,0,0,0,0,5.9000001
4932270434,0,0,0,0,5.9000001
4932270443,0,0,0,0,5.9000001
4932270444,0,0,0,0,5.9000001
4932270511,0,0,0,0,5.9000001
4932270512,0,0,0,0,5.9000001
4932270521,0,0,0,0,5.80000019
4932270522,0,0,0,0,5.80000019
4932270513,0,0,0,0,5.9000001
4932270514,0,0,0,0,5.9000001
4932270523,0,0,0,0,5.80000019
4932270524,0,0,0,0,5.80000019
4932270531,0,0,0,0,5.9000001
4932270532,0,0,0,0,5.9000001
4932270541,0,0,0,0,5.80000019
4932270542,0,0,0,0,5.80000019
4932270533,0,0,0,0,5.9000001
4932270534,0,0,0,0,5.9000001
4932270543,0,0,0,0,5.80000019
4932270544,0,0,0,0,5.80000019
4932270611,0,0,0,0,5.80000019
4932270612,0,0,0,0,5.9000001
4932270613,0,0,0,0,5.80000019
4932270614,0,0,0,0,5.9000001
4932270631,0,0,0,0,5.80000019
4932270632,0,0,0,0,5.9000001
4932270641,0,0,0,0,5.9000001
4932270633,0,0,0,0,5.9000001
4932270634,0,0,0,0,5.9000001
4932251312,0,0,0,0,5.5999999
4932251321,0,0,0,0,5.5999999
4932251322,0,0,0,0,5.5999999
4932251314,0,0,0,0,5.5999999
4932251323,0,0,0,0,5.5999999
4932251324,0,0,0,0,5.5999999
4932251331,0,0,0,0,5.5
4932251332,0,0,0,0,5.5999999
4932251341,0,0,0,0,5.5999999
4932251342,0,0,0,0,5.5999999
4932251333,0,0,0,0,5.5
4932251334,0,0,0,0,5.5999999
4932251343,0,0,0,0,5.5999999
4932251344,0,0,0,0,5.5999999
4932251411,0,0,0,0,5.5999999
4932251412,0,0,0,0,5.5999999
4932251421,0,0,0,0,5.5999999
4932251422,0,0,0,0,5.5999999
4932251413,0,0,0,0,5.5999999
4932251414,0,0,0,0,5.5999999
4932251423,0,0,0,0,5.5999999
4932251424,0,0,0,0,5.69999981
4932251431,0,0,0,0,5.5999999
4932251432,0,0,0,0,5.5999999
4932251441,0,0,0,0,5.69999981
4932251442,0,0,0,0,5.69999981
4932251433,0,0,0,0,5.5999999
4932251434,0,0,0,0,5.5999999
4932251443,0,0,0,0,5.69999981
4932251444,0,0,0,0,5.69999981
4932251511,0,0,0,0,5.69999981
4932251512,0,0,0,0,5.69999981
4932251521,0,0,0,0,5.69999981
4932251522,0,0,0,0,5.69999981
4932251513,0,0,0,0,5.69999981
4932251514,0,0,0,0,5.69999981
4932251523,0,0,0,0,5.69999981
4932251524,0,0,0,0,5.69999981
4932251531,0,0,0,0,5.69999981
4932251532,0,0,0,0,5.69999981
4932251541,0,0,0,0,5.69999981
4932251542,0,0,0,0,5.69999981
4932251533,0,0,0,0,5.69999981
4932251534,0,0,0,0,5.69999981
4932251543,0,0,0,0,5.69999981
4932251544,0,0,0,0,5.69999981
4932251611,0,0,0,0,5.80000019
4932251612,0,0,0,0,5.69999981
4932251621,0,0,0,0,5.80000019
4932251622,0,0,0,0,5.69999981
4932251613,0,0,0,0,5.69999981
4932251614,0,0,0,0,5.69999981
4932251623,0,0,0,0,5.80000019
4932251624,0,0,0,0,5.69999981
4932251631,0,0,0,0,5.69999981
4932251632,0,0,0,0,5.80000019
4932251641,0,0,0,0,5.80000019
4932251642,0,0,0,0,5.80000019
4932251633,0,0,0,0,5.69999981
4932251634,0,0,0,0,5.80000019
4932251643,0,0,0,0,5.80000019
4932251644,0,0,0,0,5.80000019
4932251711,0,0,0,0,5.80000019
4932251712,0,0,0,0,5.80000019
4932251721,0,0,0,0,5.69999981
4932251722,0,0,0,0,5.69999981
4932251713,0,0,0,0,5.80000019
4932251714,0,0,0,0,5.80000019
4932251723,0,0,0,0,5.69999981
4932251724,0,0,0,0,5.69999981
4932251731,0,0,0,0,5.80000019
4932251732,0,0,0,0,5.80000019
4932251741,0,0,0,0,5.80000019
4932251742,0,0,0,0,5.80000019
4932251733,0,0,0,0,5.80000019
4932251734,0,0,0,0,5.80000019
4932251743,0,0,0,0,5.80000019
4932251744,0,0,0,0,5.80000019
4932251811,0,0,0,0,5.69999981
4932251812,0,0,0,0,5.69999981
4932251821,0,0,0,0,5.69999981
4932251822,0,0,0,0,5.69999981
4932251813,0,0,0,0,5.69999981
4932251814,0,0,0,0,5.69999981
4932251823,0,0,0,0,5.69999981
4932251824,0,0,0,0,5.69999981
4932251831,0,0,0,0,5.69999981
4932251832,0,0,0,0,5.69999981
4932251841,0,0,0,0,5.69999981
4932251842,0,0,0,0,5.69999981
4932251833,0,0,0,0,5.69999981
4932251834,0,0,0,0,5.69999981
4932251843,0,0,0,0,5.69999981
4932251844,0,0,0,0,5.69999981
4932251911,0,0,0,0,5.69999981
4932251912,0,0,0,0,5.69999981
4932251921,0,0,0,0,5.69999981
4932251922,0,0,0,0,5.69999981
4932251913,0,0,0,0,5.69999981
4932251914,0,0,0,0,5.69999981
4932251923,0,0,0,0,5.69999981
4932251924,0,0,0,0,5.69999981
4932251931,0,0,0,0,5.69999981
4932251932,0,0,0,0,5.69999981
4932251941,0,0,0,0,5.69999981
4932251942,0,0,0,0,5.69999981
4932251933,0,0,0,0,5.69999981
4932251934,0,0,0,0,5.69999981
4932251943,0,0,0,0,5.69999981
4932251944,0,0,0,0,5.69999981
4932261011,0,0,0,0,5.69999981
4932261012,0,0,0,0,5.69999981
4932261021,0,0,0,0,5.69999981
4932261022,0,0,0,0,5.69999981
4932261013,0,0,0,0,5.69999981
4932261014,0,0,0,0,5.69999981
4932261023,0,0,0,0,5.69999981
4932261024,0,0,0,0,5.69999981
4932261031,0,0,0,0,5.69999981
4932261032,0,0,0,0,5.69999981
4932261041,0,0,0,0,5.69999981
4932261042,0,0,0,0,5.69999981
4932261033,0,0,0,0,5.69999981
4932261034,0,0,0,0,5.69999981
4932261043,0,0,0,0,5.69999981
4932261044,0,0,0,0,5.69999981
4932261111,0,0,0,0,5.69999981
4932261112,0,0,0,0,5.69999981
4932261121,0,0,0,0,5.69999981
4932261122,0,0,0,0,5.69999981
4932261113,0,0,0,0,5.80000019
4932261114,0,0,0,0,5.69999981
4932261123,0,0,0,0,5.69999981
4932261124,0,0,0,0,5.69999981
4932261131,0,0,0,0,5.69999981
4932261132,0,0,0,0,5.69999981
4932261141,0,0,0,0,5.69999981
4932261142,0,0,0,0,5.69999981
4932261133,0,0,0,0,5.69999981
4932261134,0,0,0,0,5.69999981
4932261143,0,0,0,0,5.69999981
4932261144,0,0,0,0,5.69999981
4932261211,0,0,0,0,5.69999981
4932261212,0,0,0,0,5.69999981
4932261221,0,0,0,0,5.69999981
4932261222,0,0,0,0,5.69999981
4932261213,0,0,0,0,5.69999981
4932261214,0,0,0,0,5.69999981
4932261223,0,0,0,0,5.69999981
4932261224,0,0,0,0,5.69999981
4932261231,0,0,0,0,5.69999981
4932261232,0,0,0,0,5.69999981
4932261241,0,0,0,0,5.69999981
4932261242,0,0,0,0,5.69999981
4932261233,0,0,0,0,5.69999981
4932261234,0,0,0,0,5.69999981
4932261243,0,0,0,0,5.69999981
4932261244,0,0,0,0,5.69999981
4932261311,0,0,0,0,5.69999981
4932261312,0,0,0,0,5.69999981
4932261321,0,0,0,0,5.69999981
4932261322,0,0,0,0,5.69999981
4932261313,0,0,0,0,5.69999981
4932261314,0,0,0,0,5.69999981
4932261323,0,0,0,0,5.69999981
4932261324,0,0,0,0,5.69999981
4932261331,0,0,0,0,5.69999981
4932261332,0,0,0,0,5.69999981
4932261341,0,0,0,0,5.69999981
4932261342,0,0,0,0,5.69999981
4932261333,0,0,0,0,5.69999981
4932261334,0,0,0,0,5.69999981
4932261343,0,0,0,0,5.69999981
4932261344,0,0,0,0,5.69999981
4932261411,0,0,0,0,5.80000019
4932261412,0,0,0,0,5.80000019
4932261421,0,0,0,0,5.80000019
4932261422,0,0,0,0,5.80000019
4932261413,0,0,0,0,5.80000019
4932261414,0,0,0,0,5.80000019
4932261423,0,0,0,0,5.80000019
4932261424,0,0,0,0,5.80000019
4932261431,0,0,0,0,5.80000019
4932261432,0,0,0,0,5.80000019
4932261441,0,0,0,0,5.80000019
4932261442,0,0,0,0,5.80000019
4932261433,0,0,0,0,5.80000019
4932261434,0,0,0,0,5.80000019
4932261443,0,0,0,0,5.80000019
4932261444,0,0,0,0,5.80000019
4932261511,0,0,0,0,5.80000019
4932261512,0,0,0,0,5.80000019
4932261521,0,0,0,0,5.80000019
4932261522,0,0,0,0,5.80000019
4932261513,0,0,0,0,5.80000019
4932261514,0,0,0,0,5.80000019
4932261523,0,0,0,0,5.80000019
4932261524,0,0,0,0,5.80000019
4932261531,0,0,0,0,5.80000019
4932261532,0,0,0,0,5.80000019
4932261541,0,0,0,0,5.80000019
4932261542,0,0,0,0,5.80000019
4932261533,0,0,0,0,5.80000019
4932261534,0,0,0,0,5.80000019
4932261543,0,0,0,0,5.80000019
4932261544,0,0,0,0,5.80000019
4932261611,0,0,0,0,5.80000019
4932261612,0,0,0,0,5.80000019
4932261621,0,0,0,0,5.80000019
4932261622,0,0,0,0,5.80000019
4932261613,0,0,0,0,5.80000019
4932261614,0,0,0,0,5.80000019
4932261623,0,0,0,0,5.80000019
4932261624,0,0,0,0,5.80000019
