Mesh5th,BV,BI,EB,AMP,SI
4932078831,0,0,0,0,5.9000001
4932078832,0,0,0,0,5.80000019
4932078841,0,0,0,0,5.9000001
4932078842,0,0,0,0,5.80000019
4932078833,0,0,0,0,5.9000001
4932078834,0,0,0,0,5.9000001
4932078843,0,0,0,0,5.9000001
4932078844,0,0,0,0,5.9000001
4932078911,0,0,0,0,5.80000019
4932078912,0,0,0,0,5.80000019
4932078921,0,0,0,0,5.80000019
4932078922,0,0,0,0,5.80000019
4932078913,0,0,0,0,5.80000019
4932078914,0,0,0,0,5.80000019
4932078923,0,0,0,0,5.80000019
4932078924,0,0,0,0,5.80000019
4932078931,0,0,0,0,5.80000019
4932078932,0,0,0,0,5.80000019
4932078941,0,0,0,0,5.80000019
4932078942,0,0,0,0,5.80000019
4932078933,0,0,0,0,5.80000019
4932078934,0,0,0,0,5.80000019
4932078943,0,0,0,0,5.80000019
4932078944,0,0,0,0,5.80000019
4932048132,0,0,0,0,5.5
4932039911,0,0,0,0,5.5999999
4932039912,0,0,0,0,5.5999999
4932049321,0,0,0,0,5.5
4932049322,0,0,0,0,5.5
4932049323,0,0,0,0,5.5
4932049324,0,0,0,0,5.5
4932049341,0,0,0,0,5.4000001
4932049342,0,0,0,0,5.4000001
4932049343,0,0,0,0,5.4000001
4932049344,0,0,0,0,5.4000001
4932049411,0,0,0,0,5.5
4932049412,0,0,0,0,5.5
4932049421,0,0,0,0,5.5
4932049422,0,0,0,0,5.5
4932049413,0,0,0,0,5.5
4932049414,0,0,0,0,5.5
4932049423,0,0,0,0,5.4000001
4932049431,0,0,0,0,5.4000001
4932049433,0,0,0,0,5.4000001
4932049511,0,0,0,0,5.5
4932049813,0,0,0,0,5.4000001
4932049814,0,0,0,0,5.4000001
4932049831,0,0,0,0,5.4000001
4932049833,0,0,0,0,5.4000001
4932079712,0,0,0,0,5.9000001
4932079721,0,0,0,0,5.80000019
4932079722,0,0,0,0,5.80000019
4932079723,0,0,0,0,5.80000019
4932079724,0,0,0,0,5.80000019
4932079741,0,0,0,0,6.0999999
4932079742,0,0,0,0,5.9000001
4932079743,0,0,0,0,6.0999999
4932079744,0,0,0,0,5.9000001
4932079811,0,0,0,0,5.9000001
4932079812,0,0,0,0,5.9000001
4932079821,0,0,0,0,5.9000001
4932079822,0,0,0,0,5.9000001
4932079813,0,0,0,0,5.9000001
4932079814,0,0,0,0,5.9000001
4932079823,0,0,0,0,5.9000001
4932079824,0,0,0,0,5.80000019
4932079831,0,0,0,0,5.9000001
4932079832,0,0,0,0,5.9000001
4932079841,0,0,0,0,5.9000001
4932079842,0,0,0,0,5.9000001
4932079833,0,0,0,0,5.9000001
4932079834,0,0,0,0,5.9000001
4932079843,0,0,0,0,5.9000001
4932079844,0,0,0,0,5.9000001
4932079911,0,0,0,0,5.80000019
4932079912,0,0,0,0,5.80000019
4932079921,0,0,0,0,5.80000019
4932079922,0,0,0,0,5.80000019
4932079913,0,0,0,0,5.80000019
4932079914,0,0,0,0,5.80000019
4932079923,0,0,0,0,5.80000019
4932079924,0,0,0,0,5.80000019
4932079931,0,0,0,0,5.9000001
4932079932,0,0,0,0,5.9000001
4932079941,0,0,0,0,5.80000019
4932079942,0,0,0,0,5.80000019
4932079933,0,0,0,0,5.9000001
4932079934,0,0,0,0,5.9000001
4932079943,0,0,0,0,5.80000019
4932079944,0,0,0,0,5.80000019
4932049724,0,0,0,0,5.4000001
4932049742,0,0,0,0,5.4000001
4932069431,0,0,0,0,5.5999999
4932069433,0,0,0,0,5.5999999
4932069332,0,0,0,0,5.5999999
4932069341,0,0,0,0,5.69999981
4932069333,0,0,0,0,5.69999981
4932069334,0,0,0,0,5.5999999
4932069343,0,0,0,0,5.69999981
4932069344,0,0,0,0,5.5999999
4932140321,0,0,0,0,5.4000001
4932140322,0,0,0,0,5.4000001
4932140323,0,0,0,0,5.4000001
4932140341,0,0,0,0,5.4000001
4932140411,0,0,0,0,5.4000001
4932140433,0,0,0,0,5.4000001
4932140942,0,0,0,0,5.4000001
4932140944,0,0,0,0,5.4000001
4932160014,0,0,0,0,5.5999999
4932160023,0,0,0,0,5.5999999
4932160032,0,0,0,0,5.5999999
4932160041,0,0,0,0,5.5999999
4932160042,0,0,0,0,6
4932160033,0,0,0,0,5.5999999
4932160034,0,0,0,0,5.5999999
4932160043,0,0,0,0,5.5999999
4932160044,0,0,0,0,5.5999999
4932160311,0,0,0,0,5.5999999
4932160312,0,0,0,0,5.5
4932160321,0,0,0,0,5.5
4932160322,0,0,0,0,5.69999981
4932160313,0,0,0,0,5.5
4932160314,0,0,0,0,5.69999981
4932160323,0,0,0,0,5.69999981
4932160324,0,0,0,0,5.69999981
4932160331,0,0,0,0,5.5
4932160332,0,0,0,0,5.69999981
4932160341,0,0,0,0,5.69999981
4932160342,0,0,0,0,5.69999981
4932160333,0,0,0,0,5.5999999
4932160334,0,0,0,0,5.69999981
4932160343,0,0,0,0,5.69999981
4932160344,0,0,0,0,5.69999981
4932160411,0,0,0,0,5.69999981
4932160412,0,0,0,0,5.69999981
4932160413,0,0,0,0,5.69999981
4932160414,0,0,0,0,5.5999999
4932160423,0,0,0,0,5.69999981
4932160424,0,0,0,0,5.69999981
4932160431,0,0,0,0,5.69999981
4932160432,0,0,0,0,5.5999999
4932160441,0,0,0,0,5.69999981
4932160442,0,0,0,0,5.69999981
4932160433,0,0,0,0,5.69999981
4932160434,0,0,0,0,5.69999981
4932160443,0,0,0,0,5.69999981
4932160444,0,0,0,0,5.69999981
4932160513,0,0,0,0,5.69999981
4932160531,0,0,0,0,5.69999981
4932160533,0,0,0,0,5.69999981
4932160534,0,0,0,0,5.69999981
4932170622,0,0,0,0,5.9000001
4932170634,0,0,0,0,5.9000001
4932170643,0,0,0,0,5.9000001
4932170644,0,0,0,0,5.9000001
4932170711,0,0,0,0,5.9000001
4932170712,0,0,0,0,6.0999999
4932170721,0,0,0,0,5.9000001
4932170722,0,0,0,0,5.9000001
4932170713,0,0,0,0,5.9000001
4932170714,0,0,0,0,5.9000001
4932170723,0,0,0,0,5.9000001
4932170724,0,0,0,0,5.9000001
4932170731,0,0,0,0,5.9000001
4932170732,0,0,0,0,5.9000001
4932170741,0,0,0,0,5.9000001
4932170742,0,0,0,0,5.9000001
4932170733,0,0,0,0,6.0999999
4932170734,0,0,0,0,5.9000001
4932170743,0,0,0,0,5.9000001
4932170744,0,0,0,0,5.9000001
4932170811,0,0,0,0,5.9000001
4932170812,0,0,0,0,5.9000001
4932170821,0,0,0,0,5.9000001
4932170822,0,0,0,0,5.9000001
4932170813,0,0,0,0,5.9000001
4932170814,0,0,0,0,5.9000001
4932170823,0,0,0,0,5.9000001
4932170824,0,0,0,0,5.9000001
4932170831,0,0,0,0,5.9000001
4932170832,0,0,0,0,5.9000001
4932170841,0,0,0,0,5.9000001
4932170842,0,0,0,0,5.9000001
4932170833,0,0,0,0,5.9000001
4932170834,0,0,0,0,5.9000001
4932170843,0,0,0,0,5.9000001
4932170844,0,0,0,0,5.9000001
4932170911,0,0,0,0,5.9000001
4932170912,0,0,0,0,5.9000001
4932170921,0,0,0,0,5.9000001
4932170922,0,0,0,0,5.9000001
4932170913,0,0,0,0,5.9000001
4932170914,0,0,0,0,5.9000001
4932170923,0,0,0,0,5.9000001
4932170924,0,0,0,0,5.9000001
4932170931,0,0,0,0,5.9000001
4932170932,0,0,0,0,5.9000001
4932170941,0,0,0,0,5.9000001
4932170942,0,0,0,0,5.9000001
4932170933,0,0,0,0,5.9000001
4932170934,0,0,0,0,5.9000001
4932170943,0,0,0,0,5.9000001
4932170944,0,0,0,0,5.9000001
4932160214,0,0,0,0,5.5999999
4932160232,0,0,0,0,5.5999999
4932160241,0,0,0,0,6
4932160233,0,0,0,0,5.5999999
4932160234,0,0,0,0,5.5999999
4932160243,0,0,0,0,5.9000001
4932160244,0,0,0,0,5.5999999
4932130843,0,0,0,0,5.69999981
4932150031,0,0,0,0,5.4000001
4932150033,0,0,0,0,5.4000001
4932160131,0,0,0,0,5.5999999
4932160133,0,0,0,0,5.5999999
4932151922,0,0,0,0,5.5999999
4932151924,0,0,0,0,5.5999999
4932151942,0,0,0,0,5.5999999
4932151944,0,0,0,0,5.5999999
4932161011,0,0,0,0,5.5999999
4932161012,0,0,0,0,5.5999999
4932161021,0,0,0,0,5.5999999
4932161022,0,0,0,0,5.5999999
4932161013,0,0,0,0,5.5999999
4932161014,0,0,0,0,5.5999999
4932161023,0,0,0,0,5.5999999
4932161024,0,0,0,0,5.5999999
4932161031,0,0,0,0,5.5999999
4932161032,0,0,0,0,5.5999999
4932161041,0,0,0,0,5.5999999
4932161042,0,0,0,0,5.5999999
4932161033,0,0,0,0,5.5999999
4932161034,0,0,0,0,5.5999999
4932161043,0,0,0,0,5.5999999
4932161044,0,0,0,0,5.5999999
4932161111,0,0,0,0,5.5999999
4932161112,0,0,0,0,5.9000001
4932161122,0,0,0,0,5.5999999
4932161113,0,0,0,0,5.5999999
4932161114,0,0,0,0,5.9000001
4932161123,0,0,0,0,5.9000001
4932161124,0,0,0,0,5.5999999
4932161131,0,0,0,0,5.5999999
4932161132,0,0,0,0,6
4932161141,0,0,0,0,5.5999999
4932161142,0,0,0,0,5.5999999
4932161133,0,0,0,0,5.5999999
4932161134,0,0,0,0,5.80000019
4932161143,0,0,0,0,5.5999999
4932161144,0,0,0,0,5.5999999
4932161211,0,0,0,0,5.5999999
4932161212,0,0,0,0,5.5999999
4932161221,0,0,0,0,5.80000019
4932161222,0,0,0,0,5.5999999
4932161213,0,0,0,0,5.5999999
4932161214,0,0,0,0,5.5999999
4932161223,0,0,0,0,5.80000019
4932161224,0,0,0,0,5.5999999
4932161231,0,0,0,0,5.5999999
4932161232,0,0,0,0,5.5999999
4932161241,0,0,0,0,5.80000019
4932161242,0,0,0,0,5.5999999
4932161233,0,0,0,0,5.5999999
4932161234,0,0,0,0,5.5999999
4932161243,0,0,0,0,5.5999999
4932161244,0,0,0,0,5.69999981
4932161311,0,0,0,0,5.5999999
4932161312,0,0,0,0,5.5999999
4932161321,0,0,0,0,5.69999981
4932161322,0,0,0,0,5.5999999
4932161313,0,0,0,0,5.5999999
4932161314,0,0,0,0,5.5999999
4932161323,0,0,0,0,5.69999981
4932161324,0,0,0,0,5.5999999
4932161331,0,0,0,0,5.5999999
4932161332,0,0,0,0,5.5999999
4932161341,0,0,0,0,5.69999981
4932161342,0,0,0,0,5.69999981
4932161333,0,0,0,0,5.5999999
4932161334,0,0,0,0,5.69999981
4932161343,0,0,0,0,5.69999981
4932161344,0,0,0,0,5.69999981
4932161411,0,0,0,0,5.69999981
4932161412,0,0,0,0,5.69999981
4932161421,0,0,0,0,5.69999981
4932161422,0,0,0,0,6.0999999
4932161413,0,0,0,0,5.69999981
4932161414,0,0,0,0,5.69999981
4932161423,0,0,0,0,5.69999981
4932161424,0,0,0,0,6.0999999
4932161431,0,0,0,0,5.69999981
4932161432,0,0,0,0,5.69999981
4932161441,0,0,0,0,5.5999999
4932161442,0,0,0,0,6.0999999
4932161433,0,0,0,0,5.69999981
4932161434,0,0,0,0,5.69999981
4932161443,0,0,0,0,5.69999981
4932161444,0,0,0,0,5.80000019
4932161511,0,0,0,0,6.0999999
4932161512,0,0,0,0,5.9000001
4932161521,0,0,0,0,5.69999981
4932161522,0,0,0,0,5.69999981
4932161513,0,0,0,0,6.0999999
4932161514,0,0,0,0,5.9000001
4932161523,0,0,0,0,5.69999981
4932161524,0,0,0,0,5.69999981
4932161531,0,0,0,0,5.69999981
4932161532,0,0,0,0,5.69999981
4932161541,0,0,0,0,5.69999981
4932161542,0,0,0,0,5.69999981
4932161533,0,0,0,0,5.69999981
4932161534,0,0,0,0,5.69999981
4932161543,0,0,0,0,5.69999981
4932161544,0,0,0,0,5.69999981
4932161613,0,0,0,0,5.69999981
4932161631,0,0,0,0,5.80000019
4932161633,0,0,0,0,5.69999981
4932161634,0,0,0,0,5.69999981
4932161643,0,0,0,0,5.69999981
4932171543,0,0,0,0,5.9000001
4932171544,0,0,0,0,5.9000001
4932171611,0,0,0,0,5.9000001
4932171612,0,0,0,0,5.80000019
4932171621,0,0,0,0,5.9000001
4932171622,0,0,0,0,5.9000001
4932171613,0,0,0,0,5.9000001
4932171614,0,0,0,0,5.80000019
4932171623,0,0,0,0,5.9000001
4932171624,0,0,0,0,5.9000001
4932171631,0,0,0,0,5.9000001
4932171632,0,0,0,0,5.9000001
4932171641,0,0,0,0,5.9000001
4932171642,0,0,0,0,5.9000001
4932171634,0,0,0,0,5.9000001
4932171643,0,0,0,0,6.30000019
4932171644,0,0,0,0,5.9000001
4932171711,0,0,0,0,5.9000001
4932171712,0,0,0,0,5.9000001
4932171721,0,0,0,0,5.9000001
4932171722,0,0,0,0,5.9000001
4932171713,0,0,0,0,5.9000001
4932171714,0,0,0,0,5.9000001
4932171723,0,0,0,0,5.9000001
4932171724,0,0,0,0,5.9000001
4932171731,0,0,0,0,5.9000001
4932171732,0,0,0,0,6
4932171741,0,0,0,0,5.9000001
4932171742,0,0,0,0,5.9000001
4932171733,0,0,0,0,6
4932171734,0,0,0,0,6
4932171743,0,0,0,0,5.80000019
4932171744,0,0,0,0,5.9000001
4932171811,0,0,0,0,5.9000001
4932171812,0,0,0,0,5.9000001
4932171821,0,0,0,0,5.9000001
4932171822,0,0,0,0,5.9000001
4932171813,0,0,0,0,5.9000001
4932171814,0,0,0,0,5.9000001
4932171823,0,0,0,0,5.9000001
4932171824,0,0,0,0,5.9000001
4932171831,0,0,0,0,5.9000001
4932171832,0,0,0,0,5.9000001
4932171841,0,0,0,0,5.9000001
4932171842,0,0,0,0,5.9000001
4932171833,0,0,0,0,5.9000001
4932171834,0,0,0,0,5.9000001
4932171843,0,0,0,0,5.9000001
4932171844,0,0,0,0,5.9000001
4932171911,0,0,0,0,5.9000001
4932171912,0,0,0,0,5.9000001
4932171921,0,0,0,0,5.9000001
4932171922,0,0,0,0,5.9000001
4932171913,0,0,0,0,5.9000001
4932171914,0,0,0,0,5.9000001
4932171923,0,0,0,0,5.9000001
4932171924,0,0,0,0,5.9000001
4932171931,0,0,0,0,5.9000001
4932171932,0,0,0,0,5.9000001
4932171941,0,0,0,0,5.9000001
4932171942,0,0,0,0,5.9000001
4932171933,0,0,0,0,5.9000001
4932171934,0,0,0,0,5.9000001
4932171943,0,0,0,0,5.9000001
4932171944,0,0,0,0,5.9000001
4932151014,0,0,0,0,5.4000001
4932151023,0,0,0,0,5.4000001
4932151032,0,0,0,0,5.4000001
4932151041,0,0,0,0,5.4000001
4932151034,0,0,0,0,5.5999999
4932151043,0,0,0,0,5.30000019
4932151044,0,0,0,0,5.4000001
4932161943,0,0,0,0,5.69999981
4932141443,0,0,0,0,5.30000019
4932141934,0,0,0,0,5.30000019
4932141943,0,0,0,0,5.30000019
4932141944,0,0,0,0,5.30000019
4932151133,0,0,0,0,5.4000001
4932151134,0,0,0,0,5.4000001
4932151143,0,0,0,0,5.4000001
4932151144,0,0,0,0,5.4000001
4932151233,0,0,0,0,5.4000001
4932142421,0,0,0,0,5.30000019
4932142912,0,0,0,0,5.30000019
4932142921,0,0,0,0,5.30000019
4932142922,0,0,0,0,5.30000019
4932142914,0,0,0,0,5.30000019
4932142923,0,0,0,0,5.30000019
4932142924,0,0,0,0,5.30000019
4932152011,0,0,0,0,5.5999999
4932152012,0,0,0,0,5.5999999
4932152021,0,0,0,0,5.30000019
4932152022,0,0,0,0,5.4000001
4932152013,0,0,0,0,5.5999999
4932152024,0,0,0,0,5.30000019
4932152031,0,0,0,0,5.5999999
4932152032,0,0,0,0,5.5999999
4932152033,0,0,0,0,5.5999999
4932152034,0,0,0,0,5.5999999
4932152111,0,0,0,0,5.4000001
4932152112,0,0,0,0,5.4000001
4932152121,0,0,0,0,5.4000001
4932152122,0,0,0,0,5.4000001
4932152113,0,0,0,0,5.4000001
4932152114,0,0,0,0,5.4000001
4932152123,0,0,0,0,5.4000001
4932152124,0,0,0,0,5.4000001
4932152131,0,0,0,0,5.4000001
4932152132,0,0,0,0,5.4000001
4932152141,0,0,0,0,5.4000001
4932152142,0,0,0,0,5.4000001
4932152133,0,0,0,0,5.4000001
4932152134,0,0,0,0,5.4000001
4932152143,0,0,0,0,5.4000001
4932152144,0,0,0,0,5.4000001
4932152211,0,0,0,0,5.4000001
4932152922,0,0,0,0,5.5999999
4932152923,0,0,0,0,5.5999999
4932152924,0,0,0,0,5.5999999
4932152931,0,0,0,0,5.5999999
4932152932,0,0,0,0,5.5999999
4932152941,0,0,0,0,5.5999999
4932152942,0,0,0,0,5.5999999
4932152933,0,0,0,0,5.5999999
4932152934,0,0,0,0,5.5999999
4932152943,0,0,0,0,5.5999999
4932152944,0,0,0,0,5.5999999
4932162011,0,0,0,0,5.5999999
4932162012,0,0,0,0,5.5999999
4932162021,0,0,0,0,5.5999999
4932162022,0,0,0,0,5.5999999
4932162013,0,0,0,0,5.5999999
4932162014,0,0,0,0,5.5999999
4932162023,0,0,0,0,5.5999999
4932162024,0,0,0,0,5.5999999
4932162031,0,0,0,0,5.5999999
4932162032,0,0,0,0,5.5999999
4932162041,0,0,0,0,5.5999999
4932162042,0,0,0,0,5.5999999
4932162033,0,0,0,0,5.5999999
4932162034,0,0,0,0,5.5999999
4932162043,0,0,0,0,5.5999999
4932162044,0,0,0,0,5.5999999
4932162111,0,0,0,0,5.5999999
4932162112,0,0,0,0,5.80000019
4932162121,0,0,0,0,5.5999999
4932162122,0,0,0,0,5.5999999
4932162113,0,0,0,0,5.5999999
4932162114,0,0,0,0,5.80000019
4932162123,0,0,0,0,5.5999999
4932162124,0,0,0,0,5.5999999
4932162131,0,0,0,0,5.5999999
4932162132,0,0,0,0,5.5999999
4932162141,0,0,0,0,5.5999999
4932162142,0,0,0,0,5.69999981
4932162133,0,0,0,0,5.5999999
4932162134,0,0,0,0,5.5999999
4932162143,0,0,0,0,5.5999999
4932162144,0,0,0,0,5.69999981
4932162211,0,0,0,0,5.5999999
4932162212,0,0,0,0,5.5999999
4932162221,0,0,0,0,5.5999999
4932162222,0,0,0,0,5.69999981
4932162213,0,0,0,0,5.5999999
4932162214,0,0,0,0,5.5999999
4932162223,0,0,0,0,5.5999999
4932162224,0,0,0,0,5.69999981
4932162231,0,0,0,0,5.5999999
4932162232,0,0,0,0,5.5999999
4932162241,0,0,0,0,5.5999999
4932162242,0,0,0,0,5.69999981
4932162233,0,0,0,0,5.5999999
4932162234,0,0,0,0,5.5999999
4932162243,0,0,0,0,5.5999999
4932162244,0,0,0,0,5.69999981
4932162311,0,0,0,0,5.5999999
4932162312,0,0,0,0,5.69999981
4932162321,0,0,0,0,5.69999981
4932162322,0,0,0,0,5.69999981
4932162313,0,0,0,0,5.5999999
4932162314,0,0,0,0,5.69999981
4932162323,0,0,0,0,5.69999981
4932162324,0,0,0,0,5.69999981
4932162331,0,0,0,0,5.69999981
4932162332,0,0,0,0,5.5999999
4932162341,0,0,0,0,5.69999981
4932162342,0,0,0,0,5.69999981
4932162333,0,0,0,0,5.69999981
4932162334,0,0,0,0,5.5999999
4932162343,0,0,0,0,5.69999981
4932162344,0,0,0,0,5.69999981
4932162411,0,0,0,0,5.69999981
4932162412,0,0,0,0,5.69999981
4932162421,0,0,0,0,5.69999981
4932162422,0,0,0,0,5.80000019
4932162413,0,0,0,0,5.5999999
4932162414,0,0,0,0,5.69999981
4932162423,0,0,0,0,5.9000001
4932162424,0,0,0,0,5.69999981
4932162431,0,0,0,0,5.69999981
4932162432,0,0,0,0,5.69999981
4932162441,0,0,0,0,5.69999981
4932162442,0,0,0,0,5.69999981
4932162433,0,0,0,0,5.69999981
4932162434,0,0,0,0,5.69999981
4932162443,0,0,0,0,5.69999981
4932162444,0,0,0,0,5.69999981
4932162511,0,0,0,0,5.69999981
4932162512,0,0,0,0,5.69999981
4932162521,0,0,0,0,5.69999981
