CODE,LAT,LON,MESH1ST,MESH2ND,MESH3RD,MESH4TH,MESH5TH
141140000217,35.379948,139.505409,5339,533904,53390450,533904503,5339045032
141140000218,35.523325,139.67486,5339,533925,53392523,533925234,5339252344
141140000219,35.436362,139.664199,5339,533915,53391523,533915231,5339152313
141140000220,35.526686,139.705941,5339,533925,53392536,533925361,5339253612
141140000221,35.579124,139.658054,5339,533925,53392592,533925922,5339259223
141140000222,35.600481,139.548812,5339,533934,53393423,533934232,5339342322
141140000223,35.276546,139.674427,5239,523975,52397533,523975332,5239753322
141140000224,35.350812,139.481523,5339,533903,53390328,533903282,5339032821
141140000225,35.267788,139.15186,5239,523971,52397122,523971221,5239712211
141140000226,35.407553,139.315229,5339,533902,53390285,533902853,5339028533
141140000227,35.538041,139.394605,5339,533923,53392341,533923414,5339234141
141140000228,35.552611,139.675527,5339,533925,53392564,533925641,5339256413
141140000230,35.572734,139.538758,5339,533924,53392483,533924833,5339248331
141140000231,35.480805,139.634527,5339,533915,53391570,533915704,5339157042
141140000232,35.40589,139.489353,5339,533903,53390389,533903893,5339038931
141140000233,35.475694,139.54425,5339,533914,53391473,533914732,5339147321
141140000234,35.598972,139.316833,5339,533932,53393215,533932153,5339321534
141140000235,35.36875,139.412861,5339,533903,53390343,533903431,5339034311
141140000236,35.288277,139.176222,5239,523971,52397144,523971443,5239714431
141140000237,35.506333,139.448111,5339,533923,53392305,533923054,5339230544
141140000238,35.419638,139.391638,5339,533913,53391301,533913011,5339130114
141140000239,35.462361,139.625416,5339,533915,53391550,533915501,5339155013
141140000240,35.437777,139.271888,5339,533912,53391221,533912214,5339122142
141140000242,35.575035,139.323026,5339,533922,53392295,533922952,5339229522
141140000244,35.319472,139.352861,5239,523972,52397288,523972881,5239728813
141140000245,35.603674,139.498955,5339,533933,53393329,533933292,5339332924
141140000246,35.43875,139.548138,5339,533914,53391423,533914234,5339142342
141140000247,35.315694,139.623972,5239,523974,52397479,523974794,5239747944
141140000248,35.546611,139.570027,5339,533924,53392455,533924554,5339245541
141140000249,35.332416,139.303166,5239,523972,52397294,523972943,5239729434
141140000250,35.526444,139.705972,5339,533925,53392536,533925361,5339253612
141140000251,35.385972,139.194388,5339,533901,53390165,533901652,5339016523
141140000252,35.451666,139.355944,5339,533912,53391248,533912481,5339124812
141140000253,35.390805,139.182916,5339,533901,53390164,533901644,5339016443
141140000254,35.446638,139.503361,5339,533914,53391430,533914303,5339143032
141140000255,35.4325,139.660972,5339,533915,53391512,533915124,5339151244
141140000256,35.334333,139.504638,5339,533904,53390400,533904001,5339040012
141140000257,35.479104,139.457936,5339,533913,53391376,533913762,5339137623
141140000258,35.592277,139.20425,5339,533931,53393116,533931161,5339311612
141140000259,35.369888,139.271972,5339,533902,53390241,533902412,5339024124
141140000260,35.385277,139.382888,5339,533903,53390360,533903602,5339036021
141140000261,35.606166,139.525472,5339,533934,53393422,533934223,5339342231
141140000262,35.347722,139.274388,5339,533902,53390211,533902114,5339021142
141140000263,35.301333,139.180777,5239,523971,52397164,523971641,5239716412
141140000264,35.617138,139.573111,5339,533934,53393445,533934452,5339344522
141140000265,35.481277,139.606083,5339,533914,53391478,533914783,5339147834
141140000266,35.211166,139.702555,5239,523965,52396556,523965561,5239655613
141140000267,35.506138,139.308527,5339,533922,53392204,533922044,5339220441
141140000268,35.390777,139.182888,5339,533901,53390164,533901644,5339016443
141140000269,35.426166,139.571638,5339,533914,53391415,533914152,5339141521
141140000270,35.489972,139.273361,5339,533912,53391281,533912814,5339128144
141140000271,35.387916,139.458166,5339,533903,53390366,533903664,5339036641
141140000272,35.492472,139.507111,5339,533914,53391490,533914902,5339149021
141140000273,35.486638,139.552194,5339,533914,53391484,533914841,5339148413
141140000274,35.575388,139.582694,5339,533924,53392496,533924962,5339249621
141140000275,35.283194,139.198388,5239,523971,52397135,523971354,5239713544
141140000276,35.202888,139.644638,5239,523965,52396541,523965412,5239654123
141140000277,35.404527,139.156916,5339,533901,53390182,533901824,5339018241
141140000278,35.4925,139.507083,5339,533914,53391490,533914902,5339149021
141140000279,35.398472,139.580083,5339,533904,53390476,533904763,5339047634
141140000280,35.517583,139.659555,5339,533925,53392522,533925222,5339252222
141140000281,35.536444,139.403944,5339,533923,53392342,533923421,5339234214
141140000282,35.4205,139.573333,5339,533914,53391405,533914052,5339140524
141140000283,35.479611,139.58925,5339,533914,53391477,533914773,5339147731
141140000284,35.554777,139.641,5339,533925,53392561,533925613,5339256132
141140000285,35.436027,139.497861,5339,533913,53391329,533913292,5339132924
141140000286,35.349916,139.112666,5339,533900,53390019,533900193,5339001933
141140000287,35.492416,139.644333,5339,533915,53391591,533915912,5339159121
141140000288,35.466638,139.521166,5339,533914,53391451,533914514,5339145143
141140000289,35.507944,139.539694,5339,533924,53392403,533924033,5339240333
141140000290,35.460138,139.618694,5339,533914,53391459,533914591,5339145912
141140000291,35.497027,139.549305,5339,533914,53391493,533914934,5339149342
141140000292,35.46875,139.492083,5339,533913,53391369,533913691,5339136912
141140000293,35.400305,139.573055,5339,533904,53390485,533904852,5339048522
141140000294,35.484138,139.648027,5339,533915,53391581,533915812,5339158122
141140000295,35.489888,139.655777,5339,533915,53391582,533915823,5339158234
141140000296,35.376555,139.587305,5339,533904,53390456,533904562,5339045622
141140000297,35.448972,139.519777,5339,533914,53391431,533914314,5339143143
141140000298,35.510187,139.673806,5339,533925,53392513,533925132,5339251322
141140000299,35.521805,139.489333,5339,533923,53392329,533923293,5339232931
141140000300,35.396361,139.558055,5339,533904,53390474,533904744,5339047441
141140000301,35.529694,139.54875,5339,533924,53392433,533924334,5339243342
141140000302,35.371027,139.640388,5339,533905,53390541,533905413,5339054131
141140000303,35.505194,139.611055,5339,533924,53392408,533924084,5339240842
141140000304,35.41475,139.56325,5339,533904,53390495,533904953,5339049533
141140000305,35.498916,139.587305,5339,533914,53391496,533914964,5339149644
141140000306,35.594222,139.533555,5339,533934,53393412,533934122,5339341223
141140000307,35.526361,139.6925,5339,533925,53392535,533925351,5339253512
141140000308,35.578333,139.505944,5339,533924,53392490,533924901,5339249014
141140000309,35.383666,139.281733,5339,533902,53390262,533902622,5339026221
141140000311,35.30868,139.582822,5239,523974,52397476,523974762,5239747621
141140000312,35.435719,139.452716,5339,533913,53391326,533913261,5339132613
141140000313,35.513631,139.660918,5339,533925,53392512,533925124,5339251242
141140000314,35.535575,139.74216,5339,533925,53392549,533925491,5339254914
141141111111,35.521583,139.691027,5339,533925,53392525,533925253,5339252532
141411000001,35.553225,139.645847,5339,533925,53392561,533925612,5339256123
142140000208,35.493888,139.645194,5339,533915,53391591,533915912,5339159123
142140000232,35.467722,139.624833,5339,533914,53391469,533914692,5339146922
142140000585,35.552416,139.644972,5339,533925,53392561,533925612,5339256123
142140000703,35.468583,139.503694,5339,533914,53391460,533914601,5339146012
142140001015,35.441805,139.647805,5339,533915,53391531,533915312,5339153122
142140001113,35.518,139.505361,5339,533924,53392420,533924201,5339242012
142140001440,35.484666,139.602277,5339,533914,53391488,533914881,5339148811
142140001469,35.409888,139.596388,5339,533904,53390497,533904972,5339049721
142140001606,35.518722,139.685916,5339,533925,53392524,533925242,5339252422
142140001635,35.483,139.596583,5339,533914,53391477,533914774,5339147743
142140001716,35.380388,139.578361,5339,533904,53390456,533904563,5339045632
142140001745,35.535055,139.587083,5339,533924,53392446,533924462,5339244622
142140002223,35.508361,139.682388,5339,533925,53392514,533925142,5339251421
142140002224,35.331666,139.621944,5239,523974,52397499,523974994,5239749944
142140002225,35.506777,139.613305,5339,533924,53392409,533924093,5339240933
142140002226,35.544666,139.529416,5339,533924,53392452,533924521,5339245214
142140002227,35.5365,139.583361,5339,533924,53392446,533924462,5339244623
142140002228,35.531972,139.6985,5339,533925,53392535,533925354,5339253544
142140002229,35.580638,139.662666,5339,533925,53392593,533925933,5339259331
142140002230,35.60225,139.617888,5339,533934,53393429,533934291,5339342914
142140002231,35.615888,139.578138,5339,533934,53393436,533934363,5339343634
142140002232,35.620138,139.568583,5339,533934,53393445,533934451,5339344514
142140002233,35.578388,139.502833,5339,533924,53392490,533924901,5339249013
142140002234,35.603583,139.503638,5339,533934,53393420,533934201,5339342014
142140002235,35.283027,139.671972,5239,523975,52397533,523975334,5239753344
142140002236,35.225222,139.627138,5239,523965,52396570,523965701,5239657011
142140002237,35.232611,139.703111,5239,523965,52396576,523965763,5239657633
142140002238,35.192361,139.65225,5239,523965,52396532,523965321,5239653211
142140002239,35.339166,139.484222,5339,533903,53390308,533903084,5339030841
142140002240,35.329805,139.353611,5239,523972,52397298,523972983,5239729832
142140002241,35.360527,139.352361,5339,533902,53390238,533902381,5339023813
142140002242,35.273972,139.189777,5239,523971,52397125,523971253,5239712533
142140002243,35.576694,139.369888,5339,533922,53392299,533922992,5339229921
142140002244,35.600722,139.3395,5339,533932,53393227,533932271,5339322711
142140002245,35.538055,139.637444,5339,533925,53392540,533925404,5339254042
142140002246,35.375166,139.578333,5339,533904,53390456,533904561,5339045612
142140002247,35.601777,139.61175,5339,533934,53393428,533934282,5339342822
142140002248,35.322194,139.472222,5239,523973,52397387,523973874,5239738742
142140002249,35.339277,139.466277,5339,533903,53390307,533903073,5339030732
142140002250,35.331527,139.410972,5239,523973,52397392,523973924,5239739244
142140002251,35.323888,139.126277,5239,523971,52397180,523971803,5239718033
142140002252,35.373777,139.235694,5339,533901,53390148,533901484,5339014844
142140002253,35.38875,139.32975,5339,533902,53390266,533902663,5339026632
142140002254,35.439444,139.365305,5339,533912,53391229,533912293,5339122931
142140002255,35.490361,139.453555,5339,533913,53391386,533913863,5339138634
142140002256,35.498861,139.407055,5339,533913,53391392,533913924,5339139243
142140002257,35.596805,139.348416,5339,533932,53393217,533932174,5339321742
142140002258,35.555138,139.419305,5339,533923,53392363,533923634,5339236341
142140002263,35.385055,139.598111,5339,533904,53390467,533904672,5339046722
142140002264,35.597333,139.610277,5339,533934,53393418,533934184,5339341842
142140002265,35.325694,139.354416,5239,523972,52397298,523972981,5239729812
142140002266,35.354638,139.329722,5339,533902,53390226,533902263,5339022632
142140002267,35.343472,139.486138,5339,533903,53390318,533903182,5339031822
142140002268,35.516222,139.431055,5339,533923,53392314,533923143,5339231434
142140002269,35.369194,139.2575,5339,533902,53390240,533902402,5339024023
142140002270,35.365333,139.227555,5339,533901,53390138,533901383,5339013833
142140002271,35.490305,139.448638,5339,533913,53391385,533913854,5339138544
142140002275,35.281111,139.611305,5239,523974,52397438,523974384,5239743842
142140002284,35.386861,139.440972,5339,533903,53390365,533903651,5339036514
142140002287,35.336175,139.487385,5339,533903,53390308,533903082,5339030824
142140002297,35.345222,139.625111,5339,533905,53390510,533905101,5339051013
142140002298,35.512333,139.524555,5339,533924,53392411,533924112,5339241124
142140002299,35.578333,139.505944,5339,533924,53392490,533924901,5339249014
142140002300,35.306694,139.625638,5239,523975,52397560,523975603,5239756033
142140002301,35.582,139.367333,5339,533922,53392299,533922993,5339229934
142140002302,35.510944,139.45025,5339,533923,53392316,533923161,5339231613
142140002311,35.552916,139.644638,5339,533925,53392561,533925612,5339256123
142140002312,35.584083,139.582805,5339,533934,53393406,533934062,5339340621
142140002319,35.506,139.638416,5339,533925,53392501,533925013,5339250131
142140002320,35.507861,139.615277,5339,533924,53392409,533924093,5339240933
142140002321,35.588388,139.535388,5339,533934,53393402,533934024,5339340242
142140002322,35.600944,139.609666,5339,533934,53393428,533934282,5339342822
142140002323,35.508666,139.618222,5339,533924,53392419,533924191,5339241912
142140002324,35.515,139.539555,5339,533924,53392413,533924133,5339241333
142140002325,35.510083,139.675222,5339,533925,53392514,533925141,5339251411
142140002326,35.463944,139.622805,5339,533914,53391459,533914594,5339145942
142140002327,35.467833,139.617888,5339,533914,53391469,533914691,5339146912
142140002328,35.467361,139.619555,5339,533914,53391469,533914692,5339146921
142140002329,35.444833,139.635861,5339,533915,53391530,533915302,5339153024
142140002330,35.436166,139.619194,5339,533914,53391429,533914292,5339142923
142140002331,35.457361,139.604027,5339,533914,53391448,533914483,5339144834
142140002332,35.431527,139.555638,5339,533914,53391414,533914143,5339141434
142140002333,35.399972,139.57275,5339,533904,53390475,533904754,5339047544
142140002334,35.39975,139.535805,5339,533904,53390472,533904724,5339047244
142140002335,35.352333,139.535027,5339,533904,53390422,533904222,5339042224
142140002336,35.579277,139.663277,5339,533925,53392593,533925933,5339259331
142140002337,35.620027,139.56175,5339,533934,53393444,533934442,5339344424
142140002338,35.606583,139.505638,5339,533934,53393420,533934203,5339342034
142140002339,35.441166,139.362388,5339,533912,53391228,533912284,5339122844
142140002340,35.468916,139.463305,5339,533913,53391367,533913671,5339136713
142140002341,35.480416,139.479027,5339,533913,53391378,533913783,5339137832
142140002342,35.463416,139.531138,5339,533914,53391452,533914523,5339145232
142140002343,35.460361,139.532972,5339,533914,53391452,533914522,5339145221
142140002344,35.475722,139.544305,5339,533914,53391473,533914732,5339147321
142140002345,35.436361,139.524805,5339,533914,53391421,533914212,5339142124
142140002346,35.521416,139.629527,5339,533925,53392520,533925203,5339252032
142140002347,35.424222,139.602194,5339,533914,53391408,533914083,5339140833
142140002348,35.397583,139.530944,5339,533904,53390472,533904723,5339047232
142140002349,35.400888,139.532555,5339,533904,53390482,533904822,5339048221
142140002350,35.449944,139.392222,5339,533913,53391331,533913313,5339133134
142140002351,35.336611,139.142972,5339,533901,53390101,533901011,5339010114
142140002352,35.577111,139.573972,5339,533924,53392495,533924952,5339249524
142140002353,35.428636,139.388416,5339,533913,53391311,533913111,5339131113
142140002354,35.345722,139.623138,5339,533904,53390419,533904192,5339041924
142140002355,35.454388,139.3935,5339,533913,53391341,533913413,5339134132
142140002356,35.293333,139.147583,5239,523971,52397151,523971512,5239715122
142140002358,35.256194,139.154055,5239,523971,52397102,523971023,5239710232
142140002359,35.420583,139.650694,5339,533915,53391502,533915021,5339150213
142140002360,35.550555,139.676111,5339,533925,53392564,533925641,5339256411
142140002361,35.4585,139.632555,5339,533915,53391550,533915502,5339155021
142140002362,35.411833,139.508111,5339,533904,53390490,533904902,5339049023
142140002363,35.577583,139.65825,5339,533925,53392592,533925922,5339259223
142140002364,35.554694,139.646027,5339,533925,53392561,533925614,5339256141
142140002365,35.357423,139.53288,5339,533904,53390422,533904224,5339042243
142140002368,35.145194,139.101666,5239,523950,52395078,523950781,5239507813
142140002369,35.396166,139.463527,5339,533903,53390377,533903773,5339037731
142140002373,35.526694,139.34225,5339,533922,53392237,533922371,5339223712
142140002374,35.588972,139.583416,5339,533934,53393406,533934064,5339340641
142140002375,35.300277,139.262083,5239,523972,52397260,523972602,5239726022
142140002376,35.594194,139.339555,5339,533932,53393217,533932171,5339321713
142140002377,35.509027,139.56975,5339,533924,53392415,533924152,5339241521
142140002378,35.41175,139.511194,5339,533904,53390490,533904902,5339049024
142140002379,35.3965,139.469138,5339,533903,53390377,533903774,5339037741
142140002380,35.578194,139.556166,5339,533924,53392494,533924941,5339249414
142140002381,35.565472,139.650833,5339,533925,53392572,533925723,5339257233
142140002382,35.585472,139.631388,5339,533935,53393500,533935002,5339350023
142140002383,35.470138,139.484111,5339,533913,53391368,533913682,5339136823
142140002384,35.529777,139.376777,5339,533923,53392330,533923303,5339233031
142140002385,35.559805,139.550055,5339,533924,53392474,533924741,5339247411
142140002386,35.397555,139.466333,5339,533903,53390377,533903773,5339037732
142140002387,35.412361,139.627055,5339,533905,53390590,533905901,5339059013
142140002388,35.490361,139.453527,5339,533913,53391386,533913863,5339138634
142140002389,35.430944,139.464527,5339,533913,53391317,533913173,5339131731
142140002390,35.526277,139.694111,5339,533925,53392535,533925352,5339253521
142140002402,35.508027,139.446416,5339,533923,53392305,533923054,5339230543
142140002405,35.534833,139.635,5339,533925,53392540,533925402,5339254022
142140002406,35.434388,139.603722,5339,533914,53391428,533914281,5339142812
142140002407,35.598722,139.610805,5339,533934,53393418,533934184,5339341844
142140002418,35.257472,139.581972,5239,523974,52397406,523974064,5239740643
142140002425,35.53207,139.435546,5339,533923,53392334,533923344,5339233444
142140002427,35.400308,139.573069,5339,533904,53390485,533904852,5339048522
142140002432,35.400308,139.573069,5339,533904,53390485,533904852,5339048522
142140002434,35.570234,139.548841,5339,533924,53392483,533924832,5339248324
142140002439,35.475051,139.627922,5339,533915,53391570,533915701,5339157011
151150000001,38.217199,139.444311,5739,573923,57392365,573923652,5739236521
151150000002,38.112877,139.448843,5739,573913,57391335,573913354,5739133542
151150000003,38.220366,139.466726,5739,573923,57392367,573923671,5739236714
151150000004,38.227587,139.451921,5739,573923,57392376,573923761,5739237613
151150000005,38.223477,139.463726,5739,573923,57392367,573923673,5739236733
151150000006,38.217811,139.456893,5739,573923,57392366,573923662,5739236621
151150000007,38.490366,139.524764,5739,573954,57395481,573954814,5739548144
151150000008,37.946976,139.334416,5639,563972,56397236,563972364,5639723642
151150000009,37.946976,139.334416,5639,563972,56397236,563972364,5639723642
151150000010,37.83207,139.221514,5639,563951,56395197,563951974,5639519743
151150000011,37.943838,139.366497,5639,563972,56397239,563972391,5639723914
151150000012,37.779854,139.27079,5639,563952,56395231,563952314,5639523141
151150000013,38.080381,139.444734,5739,573903,57390395,573903954,5739039541
151150000014,37.96153,139.331221,5639,563972,56397256,563972561,5639725614
151150000015,37.950531,139.325472,5639,563972,56397246,563972461,5639724611
151150000016,37.928562,139.33175,5639,563972,56397216,563972162,5639721623
151150000017,38.051938,139.395212,5739,573903,57390361,573903612,5739036121
151150000018,37.926536,139.413855,5639,563973,56397313,563973131,5639731311
151150000019,37.678729,139.451974,5639,563943,56394316,563943161,5639431613
151150000020,37.689751,139.191856,5639,563941,56394125,563941253,5639412534
151150000021,37.684751,139.168692,5639,563941,56394123,563941231,5639412312
151150000022,37.745134,139.183827,5639,563941,56394194,563941942,5639419423
151150000023,37.667055,138.952572,5638,563847,56384706,563847061,5638470611
151150000024,37.687052,138.885326,5638,563847,56384720,563847202,5638472024
151150000025,37.664668,139.055952,5639,563930,56393094,563930943,5639309434
151150000026,37.534513,138.920497,5638,563827,56382743,563827432,5638274321
151150000027,37.626504,138.939991,5638,563837,56383755,563837551,5638375511
151150000028,37.641808,138.972793,5638,563837,56383777,563837772,5638377722
151150000029,37.653307,138.950989,5638,563837,56383786,563837861,5638378613
151150000030,37.630115,138.950796,5638,563837,56383756,563837563,5638375631
151150000031,37.63217,138.971127,5638,563837,56383757,563837574,5638375743
151150000032,37.632337,138.985098,5638,563837,56383758,563837584,5638375844
151150000033,37.536545,139.130313,5639,563921,56392140,563921401,5639214014
151150000034,37.476935,138.853533,5638,563816,56381678,563816781,5638167812
151150000035,37.460242,138.829008,5638,563816,56381656,563816561,5638165612
151150000036,37.452521,138.881115,5638,563817,56381740,563817401,5638174014
151150000038,37.509208,138.79187,5638,563826,56382613,563826131,5638261312
151150000039,37.416858,138.861674,5638,563816,56381608,563816082,5638160822
151150000040,37.453104,138.854645,5638,563816,56381648,563816481,5638164814
151150000041,37.457131,138.854728,5638,563816,56381648,563816483,5638164834
151150000042,37.424411,138.77207,5638,563816,56381601,563816014,5638160144
151150000043,37.445271,138.81576,5638,563816,56381635,563816351,5638163514
151150000044,37.436521,138.781013,5638,563816,56381622,563816221,5638162214
151150000045,37.415607,138.772987,5638,563806,56380691,563806914,5638069144
151150000046,37.237018,138.959619,5538,553867,55386786,553867862,5538678624
151150000047,37.245211,138.926593,5538,553867,55386794,553867941,5538679413
151150000048,37.31234,138.79524,5538,553876,55387673,553876732,5538767323
151150000049,37.30998,138.799045,5538,553876,55387673,553876732,5538767322
151150000050,37.209465,138.965036,5538,553867,55386757,553867571,5538675711
151150000051,37.341365,138.796711,5638,563806,56380603,563806034,5638060343
151150000054,37.171052,138.937207,5538,553867,55386704,553867044,5538670442
151150000055,36.93852,138.813339,5538,553836,55383625,553836253,5538362531
151150000056,37.08831,138.867744,5538,553856,55385609,553856093,5538560932
151150000057,37.127279,138.893657,5538,553857,55385751,553857511,5538575114
151150000058,37.130193,138.752363,5538,553856,55385650,553856503,5538565031
151150000059,37.133328,138.609819,5538,553854,55385458,553854584,5538545844
151150000060,37.015814,138.648821,5538,553845,55384511,553845114,5538451144
151150000062,37.164384,138.80333,5538,553856,55385694,553856943,5538569432
151150000063,37.055172,138.696621,5538,553845,55384565,553845654,5538456541
151150000064,37.358636,138.537398,5638,563804,56380432,563804322,5638043222
151150000065,37.362053,138.577839,5638,563804,56380436,563804361,5638043613
151150000067,37.365997,138.553563,5638,563804,56380434,563804343,5638043434
151150000068,37.360637,138.584283,5638,563804,56380436,563804362,5638043623
151150000069,37.350554,138.555397,5638,563804,56380424,563804241,5638042412
151150000070,37.167152,138.245292,5538,553861,55386109,553861092,5538610921
151150000071,37.210093,138.307174,5538,553862,55386254,553862542,5538625421
151150000072,37.106992,138.271154,5538,553852,55385221,553852214,5538522143
151150000073,37.278365,138.394414,5538,553873,55387331,553873312,5538733123
151150000074,36.875071,138.208059,5538,553821,55382156,553821562,5538215621
151150000075,37.096104,138.248351,5538,553851,55385119,553851194,5538511942
151150000076,37.020695,138.252104,5538,553842,55384220,553842201,5538422013
151150000077,37.14896,138.250348,5538,553852,55385270,553852703,5538527033
151150000078,37.159125,138.242682,5538,553851,55385199,553851991,5538519912
151150000079,37.110852,138.251461,5538,553852,55385230,553852301,5538523013
151150000080,37.147766,138.294789,5538,553852,55385273,553852734,5538527341
151150000082,37.114908,138.24735,5538,553851,55385139,553851394,5538513944
151150000083,37.04877,137.888994,5537,553747,55374751,553747513,5537475133
151150000084,37.042603,137.84747,5537,553746,55374657,553746572,5537465722
151150000086,38.088612,138.43029,5738,573813,57381304,573813043,5738130432
151150000087,38.035753,138.241558,5738,573801,57380149,573801491,5738014914
151150000088,38.019646,138.366493,5738,573802,57380229,573802291,5738022914
151150000089,37.854025,138.338253,5638,563862,56386227,563862271,5638622713
151150000090,37.95082,138.356497,5638,563872,56387248,563872482,5638724821
151150000091,37.996898,138.325303,5638,563872,56387296,563872963,5638729631
151150000093,37.890143,138.984475,5638,563867,56386768,563867684,5638676844
151150000094,37.918696,139.035275,5639,563970,56397002,563970022,5639700222
151150000095,37.920252,139.027109,5639,563970,56397002,563970021,5639700213
151150000096,37.910558,139.029693,5639,563960,56396092,563960921,5639609214
151150000097,37.875701,139.043749,5639,563960,56396053,563960531,5639605312
151150000099,37.878256,139.004613,5639,563960,56396050,563960501,5639605014
151150000100,37.922171,139.213483,5639,563971,56397107,563971073,5639710731
151150000101,37.735129,138.833995,5638,563846,56384686,563846862,5638468621
151150000102,37.959195,139.187261,5639,563971,56397154,563971542,5639715422
151150000103,37.95975,139.147403,5639,563971,56397151,563971512,5639715122
151150000104,37.937307,139.107685,5639,563970,56397028,563970282,5639702823
151150000105,37.948805,139.101074,5639,563970,56397038,563970383,5639703833
151150000106,37.945583,139.076632,5639,563970,56397036,563970361,5639703613
151150000107,37.944333,139.074688,5639,563970,56397035,563970352,5639703524
151150000108,37.886255,139.034916,5639,563960,56396062,563960622,5639606224
151150000109,37.890255,139.037138,5639,563960,56396062,563960624,5639606244
151150000110,37.884201,139.080135,5639,563960,56396066,563960661,5639606612
151150000111,37.904559,139.026388,5639,563960,56396082,563960823,5639608231
151150000112,37.891368,139.144379,5639,563961,56396161,563961614,5639616143
151150000114,37.889004,138.972893,5638,563867,56386767,563867674,5638676742
151150000115,37.81976,138.876571,5638,563857,56385780,563857801,5638578013
151150000116,37.876118,139.039444,5639,563960,56396053,563960531,5639605311
151150000117,37.920835,139.047274,5639,563970,56397003,563970034,5639700342
151150000118,37.89681,139.055608,5639,563960,56396074,563960743,5639607432
151150000119,37.898115,138.992474,5638,563867,56386779,563867793,5638677934
151150000122,37.883478,139.01139,5639,563960,56396060,563960602,5639606022
151150000123,37.840954,138.985922,5638,563867,56386708,563867084,5638670844
151150000124,37.931309,139.17443,5639,563971,56397113,563971134,5639711344
151150000125,37.779185,139.121886,5639,563950,56395039,563950394,5639503942
151150000126,37.8036,139.145549,5639,563951,56395161,563951612,5639516123
151150000127,37.875063,139.104188,5639,563960,56396058,563960581,5639605812
151150000128,37.790711,139.102359,5639,563950,56395048,563950483,5639504833
151150000129,37.826789,139.020975,5639,563950,56395091,563950912,5639509121
151150000130,37.753297,139.004897,5639,563950,56395000,563950001,5639500014
151150000131,37.753685,138.952568,5638,563857,56385706,563857061,5638570613
151150000132,37.790903,138.924679,5638,563857,56385743,563857434,5638574344
151150000133,37.910226,139.096187,5639,563960,56396097,563960972,5639609721
151150000134,37.762018,139.016201,5639,563950,56395011,563950111,5639501114
151150000135,37.862201,138.96209,5638,563867,56386736,563867362,5638673624
151150000136,37.911058,139.010972,5639,563960,56396090,563960902,5639609024
151150000137,37.911058,139.010972,5639,563960,56396090,563960902,5639609024
151150000138,37.754267,138.894045,5638,563857,56385701,563857014,5638570141
151150005201,37.888005,139.004168,5639,563960,56396060,563960603,5639606032
151150005525,37.969806,139.285113,5639,563972,56397262,563972622,5639726224
151150010001,37.914891,139.052719,5639,563960,56396094,563960943,5639609433
151150010002,37.171275,138.935985,5538,553867,55386704,553867044,5538670442
151150010003,37.056841,138.865024,5538,553846,55384669,553846693,5538466933
152150001256,37.263833,138.852166,5538,553876,55387618,553876183,5538761831
152150005147,37.737135,139.175633,5639,563941,56394184,563941841,5639418413
153150005796,37.916138,139.036388,5639,563960,56396092,563960924,5639609244
161160110023,36.692213,137.237592,5537,553701,55370139,553701391,5537013911
161160112342,36.715627,137.219065,5537,553701,55370157,553701574,5537015743
161160112607,36.724181,137.232952,5537,553701,55370168,553701684,5537016843
161160112938,36.676131,137.244481,5537,553701,55370119,553701192,5537011921
161160112979,36.743541,137.265782,5537,553702,55370291,553702911,5537029112
161160113365,36.683825,137.215039,5537,553701,55370127,553701271,5537012711
161160113415,36.698934,137.209539,5537,553701,55370136,553701364,5537013644
161160113514,36.677825,137.210095,5537,553701,55370116,553701162,5537011624
161160113647,36.672603,137.212484,5537,553701,55370106,553701064,5537010642
161160113738,36.717571,137.234091,5537,553701,55370168,553701682,5537016821
161160113811,36.744236,137.266032,5537,553702,55370291,553702911,5537029114
161160113860,36.677492,137.210012,5537,553701,55370116,553701162,5537011624
161160114009,36.653495,137.229317,5437,543771,54377188,543771881,5437718814
161160114033,36.626553,137.243956,5437,543771,54377159,543771592,5437715921
161160114132,36.684158,137.212178,5537,553701,55370126,553701262,5537012622
161160114314,36.668881,137.21254,5537,553701,55370107,553701071,5537010713
161160114447,36.684353,137.237093,5537,553701,55370128,553701282,5537012822
161160114637,36.72446,137.265116,5537,553702,55370261,553702613,5537026133
161160114678,36.712904,137.151765,5537,553701,55370152,553701523,5537015231
161160114686,36.639107,137.212569,5437,543771,54377167,543771673,5437716731
161160114942,36.734681,137.258422,5537,553702,55370280,553702802,5537028021
161160115311,36.679826,137.263702,5537,553702,55370211,553702113,5537021131
161160115410,36.658189,137.275507,5437,543772,54377282,543772823,5437728233
161160115568,36.709655,137.216343,5537,553701,55370157,553701571,5537015712
161160115600,36.70835,137.208955,5537,553701,55370156,553701562,5537015621
161160115667,36.737861,137.255166,5537,553702,55370280,553702803,5537028032
161160115683,36.729488,137.293836,5537,553702,55370273,553702734,5537027341
161160115790,36.713987,137.184151,5537,553701,55370154,553701544,5537015441
161160116020,36.631414,137.246233,5437,543771,54377159,543771594,5437715943
161160116137,36.663271,137.228428,5437,543771,54377198,543771983,5437719832
161160116210,36.716654,137.219565,5537,553701,55370157,553701574,5537015743
161160116244,36.667882,137.221067,5537,553701,55370107,553701072,5537010721
161160210377,36.743592,136.99561,5536,553607,55360799,553607992,5536079921
161160210914,36.756147,137.028607,5537,553710,55371002,553710023,5537100232
161160211888,36.777588,136.998914,5536,553617,55361739,553617392,5536173924
161160211987,36.790282,137.045715,5537,553710,55371043,553710434,5537104343
